Main.Studies.MarkerTracking.t,Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_RightArm.SternoClavicularProtraction,Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_RightArm.SternoClavicularElevation,Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_RightArm.SternoClavicularAxialRotation,Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_RightArm.AcromioClavicularProtraction,Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_RightArm.AcromioClavicularMedialRotation,Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_RightArm.AcromioClavicularPosteriorTilt,Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_RightArm.GlenohumeralFlexion,Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_RightArm.GlenohumeralExternalRotation,Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_RightArm.GlenohumeralAbduction,Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_RightArm.ElbowFlexion,Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_RightArm.ElbowPronation,Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_RightArm.WristFlexion,Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_RightArm.WristAbduction
  4.770000000000000e+00, -3.113711492226456e-01,  9.036790354282331e-02,  1.534975514682481e-03,  7.342550204956649e-01, -1.972376337103166e-02,  1.534975514320839e-03, -1.126132905852599e-01, -6.173596231285303e-02,  1.825195162187009e-01,  6.218140001460948e-01,  3.011437127613441e-01,  3.924308065402835e-01,  6.229122886790026e-02
  4.779999999999999e+00, -3.110902218215810e-01,  9.027454584215810e-02,  1.584214627195119e-03,  7.344180231077493e-01, -1.969677627269006e-02,  1.584214627125039e-03, -1.093162931349678e-01, -6.322133002909176e-02,  1.829935339589210e-01,  6.263368560000578e-01,  3.017174744852475e-01,  3.912715045426993e-01,  6.202905461205138e-02
  4.789999999999999e+00, -3.108062753669711e-01,  9.018198724151016e-02,  1.641959825133068e-03,  7.345958617435505e-01, -1.967769204201986e-02,  1.641959824997837e-03, -1.058636380758822e-01, -6.481512238992446e-02,  1.835322618618430e-01,  6.311312149910399e-01,  3.022813902854707e-01,  3.900307807746679e-01,  6.175785574824579e-02
  4.800000000000000e+00, -3.105173982499503e-01,  9.009007346096864e-02,  1.710672967464509e-03,  7.347931419384069e-01, -1.966851454948060e-02,  1.710672967529409e-03, -1.022008071786724e-01, -6.654720990684070e-02,  1.841548345506192e-01,  6.362722432929387e-01,  3.028379315835502e-01,  3.886745718619284e-01,  6.147790924788842e-02
  4.810000000000000e+00, -3.102246105145574e-01,  8.999956158551714e-02,  1.792022177780588e-03,  7.350123133341796e-01, -1.967124086220551e-02,  1.792022177780588e-03, -9.831188281666936e-02, -6.843100262245833e-02,  1.848733601212741e-01,  6.417936410332562e-01,  3.033815465077418e-01,  3.871938005873474e-01,  6.118867780886027e-02
  4.819999999999999e+00, -3.099306911666005e-01,  8.991173923652362e-02,  1.887127314351109e-03,  7.352544145681371e-01, -1.968778991196163e-02,  1.887127314351109e-03, -9.420519281313955e-02, -7.046855976363300e-02,  1.856951925697399e-01,  6.477030853062696e-01,  3.039051261653690e-01,  3.855960968799288e-01,  6.088869687490685e-02
  4.829999999999999e+00, -3.096381381781310e-01,  8.982787228041689e-02,  1.997474093635893e-03,  7.355211694490650e-01, -1.972037871794097e-02,  1.997474093524730e-03, -8.988098823945201e-02, -7.266610668194501e-02,  1.866305295963985e-01,  6.540189769251018e-01,  3.044015102817667e-01,  3.838844519767721e-01,  6.057654894953324e-02
  4.840000000000000e+00, -3.093497777264984e-01,  8.974937590053367e-02,  2.124668350897790e-03,  7.358144057804007e-01, -1.977143759239031e-02,  2.124668350897790e-03, -8.534068735533817e-02, -7.502958719865488e-02,  1.876903463507717e-01,  6.607600003045552e-01,  3.048629217934705e-01,  3.820632925126592e-01,  6.025058003744194e-02
  4.850000000000000e+00, -3.090687789235818e-01,  8.967782084835130e-02,  2.270439645552328e-03,  7.361360568886220e-01, -1.984361739305318e-02,  2.270439645454530e-03, -8.058695799540083e-02, -7.756455196457923e-02,  1.888864154433263e-01,  6.679449728485773e-01,  3.052810014216749e-01,  3.801385068420546e-01,  5.990889381165047e-02
  4.859999999999999e+00, -3.087986621003589e-01,  8.961493678458710e-02,  2.436642681311785e-03,  7.364881612813060e-01, -1.993979258237588e-02,  2.436642681083967e-03, -7.562377557781286e-02, -8.027602791351338e-02,  1.902313124145834e-01,  6.755926473978314e-01,  3.056468787823841e-01,  3.781174457908585e-01,  5.954935608396178e-02
  4.869999999999999e+00, -3.085432986249301e-01,  8.956261183432535e-02,  2.625256016876360e-03,  7.368728601081866e-01, -2.006305895739202e-02,  2.625256016622619e-03, -7.045644660916506e-02, -8.316836449662723e-02,  1.917384033278238e-01,  6.837214632607685e-01,  3.059512818118122e-01,  3.760088778767081e-01,  5.916960971378791e-02
  4.880000000000000e+00, -3.083068996073468e-01,  8.952288720748647e-02,  2.838377354225104e-03,  7.372923919843691e-01, -2.021672456011481e-02,  2.838377353990415e-03, -6.509158457804776e-02, -8.624505699512812e-02,  1.934218100484748e-01,  6.923492433320955e-01,  3.061846652192931e-01,  3.738228813596782e-01,  5.876710243184403e-02
  4.890000000000000e+00, -3.080939902261152e-01,  8.949794539719935e-02,  3.078214211036905e-03,  7.377490841237229e-01, -2.040429161270807e-02,  3.078214210964770e-03, -5.953702675554573e-02, -8.950854703102877e-02,  1.952963454111958e-01,  7.014928272963106e-01,  3.063373650852629e-01,  3.715706774753322e-01,  5.833913137805125e-02
  4.899999999999999e+00, -3.079093662312706e-01,  8.949009029709587e-02,  3.347068315855228e-03,  7.382453380211060e-01, -2.062942680191848e-02,  3.347068315589867e-03, -5.380168576470457e-02, -9.295999823324030e-02,  1.973774070824611e-01,  7.111676358069517e-01,  3.063997962376126e-01,  3.692644139647516e-01,  5.788290599810883e-02
  4.909999999999999e+00, -3.077580321212496e-01,  8.950171894465209e-02,  3.647313253628822e-03,  7.387836090384274e-01, -2.089591930051515e-02,  3.647313253202668e-03, -4.789533840803695e-02, -9.659904942551226e-02,  1.996808268066946e-01,  7.213871803639946e-01,  3.063626978496138e-01,  3.669168940078265e-01,  5.739562723374158e-02
