Main.Studies.MarkerTracking.t,Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_LeftArm.SternoClavicularProtraction,Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_LeftArm.SternoClavicularElevation,Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_LeftArm.SternoClavicularAxialRotation,Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_LeftArm.AcromioClavicularProtraction,Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_LeftArm.AcromioClavicularMedialRotation,Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_LeftArm.AcromioClavicularPosteriorTilt,Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_LeftArm.GlenohumeralFlexion,Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_LeftArm.GlenohumeralExternalRotation,Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_LeftArm.GlenohumeralAbduction,Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_LeftArm.ElbowFlexion,Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_LeftArm.ElbowPronation,Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_LeftArm.WristFlexion,Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_LeftArm.WristAbduction
  1.502000000000000e+01, -4.294105943324752e-01,  1.470546073294776e-01,  6.212367175140286e-02,  7.901579747794178e-01, -1.079415835385553e-01,  6.212367175138855e-02, -3.333049752987454e-01,  2.832770793501112e-02,  5.608519250793879e-01,  1.374201007228578e+00,  3.995555491753628e-01,  2.983835352512085e-01,  4.588046751149863e-02
  1.503000000000000e+01, -4.294034701262311e-01,  1.470523309905325e-01,  6.212510020029110e-02,  7.901630331274938e-01, -1.079413244605547e-01,  6.212510020035548e-02, -3.332152830826203e-01,  2.825521922349579e-02,  5.608669616875998e-01,  1.374168180141772e+00,  3.997986417418610e-01,  2.984001123994080e-01,  4.588997177925010e-02
  1.504000000000000e+01, -4.293957450773443e-01,  1.470497991963569e-01,  6.212635281056585e-02,  7.901680598994839e-01, -1.079407728696546e-01,  6.212635281063202e-02, -3.331222602537349e-01,  2.818246819134389e-02,  5.608811670204279e-01,  1.374135647031162e+00,  4.000434095696040e-01,  2.984199657674491e-01,  4.589962285983703e-02
  1.505000000000000e+01, -4.293874109018865e-01,  1.470470232016909e-01,  6.212749614057977e-02,  7.901731613265661e-01, -1.079399877377396e-01,  6.212749614059943e-02, -3.330248752301299e-01,  2.810764195053110e-02,  5.608950183747762e-01,  1.374102724881004e+00,  4.002913899344441e-01,  2.984434305965891e-01,  4.590918699261173e-02
  1.506000000000000e+01, -4.293785376548294e-01,  1.470440137868214e-01,  6.212846197867285e-02,  7.901782039026813e-01, -1.079389221324283e-01,  6.212846197874258e-02, -3.329247839962404e-01,  2.803262639702822e-02,  5.609079840797849e-01,  1.374070585504796e+00,  4.005370870698626e-01,  2.984734650406526e-01,  4.591892328759329e-02
  1.507000000000000e+01, -4.293689844456344e-01,  1.470407320922977e-01,  6.212930732315230e-02,  7.901833321135051e-01, -1.079375971835113e-01,  6.212930732317197e-02, -3.328198020089483e-01,  2.795531708889160e-02,  5.609205651940965e-01,  1.374037990736319e+00,  4.007860431159117e-01,  2.985068545226106e-01,  4.592841945722883e-02
  1.508000000000000e+01, -4.293588558371065e-01,  1.470372026487126e-01,  6.212996976247560e-02,  7.901884076163828e-01, -1.079359788297156e-01,  6.212996976249527e-02, -3.327118379788434e-01,  2.787773841150261e-02,  5.609322473225604e-01,  1.374006124099098e+00,  4.010326708759892e-01,  2.985462420658826e-01,  4.593795262763212e-02
  1.509000000000000e+01, -4.293481072052534e-01,  1.470334104238304e-01,  6.213045463544634e-02,  7.901934565051033e-01, -1.079340621442821e-01,  6.213045463546421e-02, -3.326003817229024e-01,  2.779950448923099e-02,  5.609430990533674e-01,  1.373974772555458e+00,  4.012778536073822e-01,  2.985909211693276e-01,  4.594740488277711e-02
  1.510000000000000e+01, -4.293367344501465e-01,  1.470293513907042e-01,  6.213075008633349e-02,  7.901984620739726e-01, -1.079318353893248e-01,  6.213075008635315e-02, -3.324855628525409e-01,  2.772086225678174e-02,  5.609530391745748e-01,  1.373944086188800e+00,  4.015207892918007e-01,  2.986409704759816e-01,  4.595675923682224e-02
  1.511000000000000e+01, -4.293247354810139e-01,  1.470250223619727e-01,  6.213084477988277e-02,  7.902034076167513e-01, -1.079292877423803e-01,  6.213084477989529e-02, -3.323675230922118e-01,  2.764205695991194e-02,  5.609619887700416e-01,  1.373914212523242e+00,  4.017606424408735e-01,  2.986963744219715e-01,  4.596599119077336e-02
  1.512000000000000e+01, -4.293121105050937e-01,  1.470204210226236e-01,  6.213072756551376e-02,  7.902082757917881e-01, -1.079264090530714e-01,  6.213072756553879e-02, -3.322464238872151e-01,  2.756334324372869e-02,  5.609698686406078e-01,  1.373885300825007e+00,  4.019965224667146e-01,  2.987570271679931e-01,  4.597506629952526e-02
  1.513000000000000e+01, -4.292988631921566e-01,  1.470155464980274e-01,  6.213038815852159e-02,  7.902130492096870e-01, -1.079231907209974e-01,  6.213038815853947e-02, -3.321224479944096e-01,  2.748498820246102e-02,  5.609766033273712e-01,  1.373857501104468e+00,  4.022275075300730e-01,  2.988227339346250e-01,  4.598393790754902e-02
  1.514000000000000e+01, -4.292850024567356e-01,  1.470104002135229e-01,  6.212981813692574e-02,  7.902177112622552e-01, -1.079196269976723e-01,  6.212981813694184e-02, -3.319958025680916e-01,  2.740727187506484e-02,  5.609821269461133e-01,  1.373830961476635e+00,  4.024526815842647e-01,  2.988932079454243e-01,  4.599254676663678e-02
  1.515000000000000e+01, -4.292705441066962e-01,  1.470049866713568e-01,  6.212901177867874e-02,  7.902222467581435e-01, -1.079157161133775e-01,  6.212901177870378e-02, -3.318667232266628e-01,  2.733048306475996e-02,  5.609863879830196e-01,  1.373805820101172e+00,  4.026711900460584e-01,  2.989680784448323e-01,  4.600082507350203e-02
  1.516000000000000e+01, -4.292555117927253e-01,  1.469993138755246e-01,  6.212796643804330e-02,  7.902266421256036e-01, -1.079114608296987e-01,  6.212796643806297e-02, -3.317354779049957e-01,  2.725491222380019e-02,  5.609893513079323e-01,  1.373782193448390e+00,  4.028823001776710e-01,  2.990469192193261e-01,  4.600870510072778e-02
  1.517000000000000e+01, -4.292399371598007e-01,  1.469933933763825e-01,  6.212668249730308e-02,  7.902308852778041e-01, -1.079068684290752e-01,  6.212668249733169e-02, -3.316023690137841e-01,  2.718084371806024e-02,  5.609909977295077e-01,  1.373760167879038e+00,  4.030854293160508e-01,  2.991292750763459e-01,  4.601612712390244e-02
  1.518000000000000e+01, -4.292238594160715e-01,  1.469872400640169e-01,  6.212516313143671e-02,  7.902349654218951e-01, -1.079019504055594e-01,  6.212516313146890e-02, -3.314677326063751e-01,  2.710854990707862e-02,  5.609913226268728e-01,  1.373739796922289e+00,  4.032801373912147e-01,  2.992146692922248e-01,  4.602304308055197e-02
  1.519000000000000e+01, -4.292073247877228e-01,  1.469808719460401e-01,  6.212341419298575e-02,  7.902388730996227e-01, -1.078967222404037e-01,  6.212341419300185e-02, -3.313319347186854e-01,  2.703828885160452e-02,  5.609903355118955e-01,  1.373721101269621e+00,  4.034661152637149e-01,  2.993026003978978e-01,  4.602941823720980e-02
  1.520000000000000e+01, -4.291903865135369e-01,  1.469743102136738e-01,  6.212144452933787e-02,  7.902426006809845e-01, -1.078912036912374e-01,  6.212144452935575e-02, -3.311953667771210e-01,  2.697030179245245e-02,  5.609880622838179e-01,  1.373704069706727e+00,  4.036431829123728e-01,  2.993925431442863e-01,  4.603523270709278e-02
  1.521000000000000e+01, -4.291731052807276e-01,  1.469675795226324e-01,  6.211926655611512e-02,  7.902461430774547e-01, -1.078854194120025e-01,  6.211926655614194e-02, -3.310584416383566e-01,  2.690480663129366e-02,  5.609845489939279e-01,  1.373688661759145e+00,  4.038112838806390e-01,  2.994839535548897e-01,  4.604048111115403e-02
  1.522000000000000e+01, -4.291555831362631e-01,  1.469607161696753e-01,  6.211687704735996e-02,  7.902494544707255e-01, -1.078793888515779e-01,  6.211687704743507e-02, -3.309221978784282e-01,  2.684263760727333e-02,  5.609797023259566e-01,  1.373675182926080e+00,  4.039688283454719e-01,  2.995771119738724e-01,  4.604527345146146e-02
  1.523000000000000e+01, -4.291378275433140e-01,  1.469537354438528e-01,  6.211433474554996e-02,  7.902526227135405e-01, -1.078731673009647e-01,  6.211433474561971e-02, -3.307858686932179e-01,  2.678265924387007e-02,  5.609739333560050e-01,  1.373662812774447e+00,  4.041192368613420e-01,  2.996697517689655e-01,  4.604941842945847e-02
  1.524000000000000e+01, -4.291199534509919e-01,  1.469466798403318e-01,  6.211164352382708e-02,  7.902556078151955e-01, -1.078667835325215e-01,  6.211164352389147e-02, -3.306505166251295e-01,  2.672562711102289e-02,  5.609671901984626e-01,  1.373651822639795e+00,  4.042610904373592e-01,  2.997621007536204e-01,  4.605304117562807e-02
