Main.Studies.MarkerTracking.t,Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_RightArm.SternoClavicularProtraction,Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_RightArm.SternoClavicularElevation,Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_RightArm.SternoClavicularAxialRotation,Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_RightArm.AcromioClavicularProtraction,Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_RightArm.AcromioClavicularMedialRotation,Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_RightArm.AcromioClavicularPosteriorTilt,Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_RightArm.GlenohumeralFlexion,Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_RightArm.GlenohumeralExternalRotation,Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_RightArm.GlenohumeralAbduction,Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_RightArm.ElbowFlexion,Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_RightArm.ElbowPronation,Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_RightArm.WristFlexion,Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_RightArm.WristAbduction
  9.490000000000000e+00, -3.732353678230225e-01,  1.240171882169290e-01,  5.016271521541204e-02,  7.928992272129973e-01, -8.381766453747663e-02,  5.016271521549397e-02,  3.452783491103650e-02, -3.551270356733391e-02,  5.111193247446921e-01,  1.557058779527574e+00,  6.224157901704931e-01, -6.731090178476430e-01, -5.080801870671298e-02
  9.500000000000000e+00, -3.732145068008083e-01,  1.240080857091121e-01,  5.015598039812159e-02,  7.928960916898562e-01, -8.380621616104755e-02,  5.015598039819467e-02,  3.462791728042558e-02, -3.553474479137799e-02,  5.110827498007030e-01,  1.556975721214135e+00,  6.226504658685375e-01, -6.733652498390778e-01, -5.080246884995974e-02
  9.510000000000000e+00, -3.731915500671686e-01,  1.239980828758112e-01,  5.014863320369266e-02,  7.928927440593778e-01, -8.379367821411710e-02,  5.014863320377683e-02,  3.473899572055106e-02, -3.555979660047641e-02,  5.110429674859719e-01,  1.556891641887836e+00,  6.229070382640433e-01, -6.736438150481683e-01, -5.079498175330859e-02
  9.520000000000000e+00, -3.731657777051386e-01,  1.239868640946407e-01,  5.014043451969416e-02,  7.928890651490667e-01, -8.377964914476532e-02,  5.014043451977834e-02,  3.486442446588400e-02, -3.559105430411275e-02,  5.109986661966316e-01,  1.556805500622542e+00,  6.231818130751521e-01, -6.739429288183232e-01, -5.078564829198768e-02
  9.529999999999999e+00, -3.731368167144226e-01,  1.239742657515963e-01,  5.013126013630905e-02,  7.928849925407259e-01, -8.376392049673886e-02,  5.013126013639546e-02,  3.500593572325106e-02, -3.562961773341963e-02,  5.109491635551124e-01,  1.556717163565673e+00,  6.234753442563040e-01, -6.742635237115444e-01, -5.077429094958864e-02
  9.540000000000001e+00, -3.731045508451311e-01,  1.239602356299661e-01,  5.012106588002210e-02,  7.928804977703170e-01, -8.374642198418658e-02,  5.012106588011074e-02,  3.516398767664985e-02, -3.567574407189254e-02,  5.108942063885942e-01,  1.556626765521240e+00,  6.237878833507478e-01, -6.746058401632337e-01, -5.076082170938552e-02
  9.550000000000001e+00, -3.730687541731547e-01,  1.239446734502851e-01,  5.010977125655281e-02,  7.928755343528252e-01, -8.372702222432049e-02,  5.010977125663482e-02,  3.533955084275742e-02, -3.572998923846434e-02,  5.108333423743261e-01,  1.556534320804238e+00,  6.241199258184701e-01, -6.749704680056852e-01, -5.074510992491237e-02
  9.560000000000000e+00, -3.730291879812247e-01,  1.239274730021287e-01,  5.009729009055380e-02,  7.928700513099147e-01, -8.370558129575723e-02,  5.009729009062031e-02,  3.553363384904440e-02, -3.579289806774553e-02,  5.107660852231688e-01,  1.556439819944562e+00,  6.244720771375720e-01, -6.753580863068990e-01, -5.072702023649895e-02
  9.570000000000000e+00, -3.729856018250800e-01,  1.239085225429968e-01,  5.008353057395229e-02,  7.928639928421430e-01, -8.368195103562526e-02,  5.008353057399221e-02,  3.574727389460830e-02, -3.586501624448800e-02,  5.106919143550698e-01,  1.556343220409284e+00,  6.248449875646692e-01, -6.757694082726806e-01, -5.070641689740955e-02
  9.580000000000000e+00, -3.729377347669275e-01,  1.238877053852205e-01,  5.006839589020785e-02,  7.928572988656558e-01, -8.365597592246843e-02,  5.006839589024112e-02,  3.598153408094862e-02, -3.594689471602662e-02,  5.106102786724357e-01,  1.556244441379482e+00,  6.252393526910751e-01, -6.762051915158158e-01, -5.068316408828112e-02
