Main.Studies.MarkerTracking.t,Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_LeftLeg.HipFlexion,Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_LeftLeg.HipAbduction,Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_LeftLeg.HipExternalRotation,Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_LeftLeg.KneeFlexion,Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_LeftLeg.AnklePlantarFlexion,Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_LeftLeg.SubTalarEversion
  1.502000000000000e+01,  8.601957408334545e-01,  3.845253309678887e-03,  5.058238395847479e-02,  1.138120361883391e+00,  8.206104162112723e-02, -1.422816000195380e-01
  1.503000000000000e+01,  8.603635831569481e-01,  3.807001805044674e-03,  5.062880615063886e-02,  1.138145791005226e+00,  8.198941643587812e-02, -1.422091393512655e-01
  1.504000000000000e+01,  8.605331574082921e-01,  3.768790579979031e-03,  5.067644351453939e-02,  1.138172125137457e+00,  8.191725715826308e-02, -1.421387062855345e-01
  1.505000000000000e+01,  8.607065627924613e-01,  3.730136998147504e-03,  5.072665268369410e-02,  1.138199174873007e+00,  8.184475447010048e-02, -1.420709140661149e-01
  1.506000000000000e+01,  8.608819230298960e-01,  3.690703699192444e-03,  5.077986559797959e-02,  1.138226600694550e+00,  8.177220199032609e-02, -1.420060899469608e-01
  1.507000000000000e+01,  8.610609579467065e-01,  3.651175530355655e-03,  5.083570653314053e-02,  1.138254714763319e+00,  8.169984589751604e-02, -1.419447703390084e-01
  1.508000000000000e+01,  8.612415771774133e-01,  3.611245346930581e-03,  5.089443128788793e-02,  1.138283142998760e+00,  8.162797661763821e-02, -1.418870122896586e-01
  1.509000000000000e+01,  8.614239651917621e-01,  3.571158184218159e-03,  5.095597212893705e-02,  1.138311921126942e+00,  8.155683544598875e-02, -1.418331078887784e-01
  1.510000000000000e+01,  8.616077153682481e-01,  3.531012279627488e-03,  5.102031917599680e-02,  1.138340979689101e+00,  8.148666404885897e-02, -1.417832137716463e-01
  1.511000000000000e+01,  8.617924253894904e-01,  3.490897905013668e-03,  5.108744024527622e-02,  1.138370246235772e+00,  8.141769894032633e-02, -1.417374308967150e-01
  1.512000000000000e+01,  8.619776886092346e-01,  3.450894593149068e-03,  5.115727691500080e-02,  1.138399643524231e+00,  8.135016781222014e-02, -1.416958040272260e-01
  1.513000000000000e+01,  8.621630979178325e-01,  3.411071597344772e-03,  5.122974221613626e-02,  1.138429088976147e+00,  8.128428153864799e-02, -1.416583258766067e-01
  1.514000000000000e+01,  8.623482509764966e-01,  3.371489307953723e-03,  5.130471858306558e-02,  1.138458494966579e+00,  8.122022884094923e-02, -1.416249458403257e-01
  1.515000000000000e+01,  8.625327547336817e-01,  3.332201845479332e-03,  5.138205696647479e-02,  1.138487770227324e+00,  8.115817706382350e-02, -1.415955743888883e-01
  1.516000000000000e+01,  8.627162299321898e-01,  3.293262338981862e-03,  5.146157624604306e-02,  1.138516822714024e+00,  8.109827660037985e-02, -1.415700849259198e-01
  1.517000000000000e+01,  8.628983138272915e-01,  3.254726599820845e-03,  5.154306271438851e-02,  1.138545562187824e+00,  8.104066379252316e-02, -1.415483199829267e-01
  1.518000000000000e+01,  8.630786571040643e-01,  3.216651754071931e-03,  5.162627135289439e-02,  1.138573900794372e+00,  8.098545891402502e-02, -1.415300995185904e-01
  1.519000000000000e+01,  8.632569186965852e-01,  3.179093523849597e-03,  5.171093111540688e-02,  1.138601751894217e+00,  8.093276104196941e-02, -1.415152260001146e-01
  1.520000000000000e+01,  8.634327652040660e-01,  3.142105892401048e-03,  5.179675456016224e-02,  1.138629028144349e+00,  8.088264645909811e-02, -1.415034882956480e-01
  1.521000000000000e+01,  8.636058733054827e-01,  3.105740987004779e-03,  5.188344700950464e-02,  1.138655639569105e+00,  8.083517288057880e-02, -1.414946661166457e-01
