Main.Studies.MarkerTracking.t,Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_RightArm.SternoClavicularProtraction,Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_RightArm.SternoClavicularElevation,Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_RightArm.SternoClavicularAxialRotation,Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_RightArm.AcromioClavicularProtraction,Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_RightArm.AcromioClavicularMedialRotation,Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_RightArm.AcromioClavicularPosteriorTilt,Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_RightArm.GlenohumeralFlexion,Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_RightArm.GlenohumeralExternalRotation,Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_RightArm.GlenohumeralAbduction,Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_RightArm.ElbowFlexion,Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_RightArm.ElbowPronation,Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_RightArm.WristFlexion,Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_RightArm.WristAbduction
  7.340000000000000e+00, -3.249820270391245e-01,  1.042691734592682e-01,  4.084832380105490e-02,  7.948650178317950e-01, -6.270331037189658e-02,  4.084832380105761e-02,  3.531996499767178e-01, -2.594160829174355e-01,  4.697444364003466e-01,  1.391358816015246e+00,  8.787931353009071e-01, -1.127953315312492e+00, -1.375707431690348e-02
  7.350000000000000e+00, -3.249773825925572e-01,  1.042683481098059e-01,  4.085222076424332e-02,  7.948730957109618e-01, -6.270589384616176e-02,  4.085222076348488e-02,  3.533020569129568e-01, -2.595131600039871e-01,  4.697760247727416e-01,  1.391331058680637e+00,  8.787953322429762e-01, -1.128016344037816e+00, -1.375401792039595e-02
  7.359999999999999e+00, -3.249723949909705e-01,  1.042673949161135e-01,  4.085610955934162e-02,  7.948812780164187e-01, -6.270837975323351e-02,  4.085610955856694e-02,  3.534075701760957e-01, -2.596111772002172e-01,  4.698077354751724e-01,  1.391300283474956e+00,  8.787934974076784e-01, -1.128076703248538e+00, -1.375158130706555e-02
  7.370000000000000e+00, -3.249670365158924e-01,  1.042663114807625e-01,  4.086002463761394e-02,  7.948896315796498e-01, -6.271079441565819e-02,  4.086002463682575e-02,  3.535169695904730e-01, -2.597097301546923e-01,  4.698398406596546e-01,  1.391266394294965e+00,  8.787917820347503e-01, -1.128135910278157e+00, -1.374912633285824e-02
  7.380000000000000e+00, -3.249612618791466e-01,  1.042650774301284e-01,  4.086394941805738e-02,  7.948981443954527e-01, -6.271310985604628e-02,  4.086394941724480e-02,  3.536304315699781e-01, -2.598084914579160e-01,  4.698722406629112e-01,  1.391229068403101e+00,  8.787902538761859e-01, -1.128193639907157e+00, -1.374665382512245e-02
  7.390000000000000e+00, -3.249550642163878e-01,  1.042636863488540e-01,  4.086786665249915e-02,  7.949067901400498e-01, -6.271530747959964e-02,  4.086786665169753e-02,  3.537477609102011e-01, -2.599070805092788e-01,  4.699048103243036e-01,  1.391188294057041e+00,  8.787889563947109e-01, -1.128249705071989e+00, -1.374417911828672e-02
  7.399999999999999e+00, -3.249484251823208e-01,  1.042621281475304e-01,  4.087176149152515e-02,  7.949155504252424e-01, -6.271736803039207e-02,  4.087176149071817e-02,  3.538689065730896e-01, -2.600051231420091e-01,  4.699374485287071e-01,  1.391143965365756e+00,  8.787879559984911e-01, -1.128303922630272e+00, -1.374172143140639e-02
  7.410000000000000e+00, -3.249413287342053e-01,  1.042603940101823e-01,  4.087562098091252e-02,  7.949244092227645e-01, -6.271927469973493e-02,  4.087562098011920e-02,  3.539938243997487e-01, -2.601022400377866e-01,  4.699700670868237e-01,  1.391095994249257e+00,  8.787873229167856e-01, -1.128356149809333e+00, -1.373930400413846e-02
  7.420000000000000e+00, -3.249337611469177e-01,  1.042584764281149e-01,  4.087943418701535e-02,  7.949333530676087e-01, -6.272101325215118e-02,  4.087943418623297e-02,  3.541224788571271e-01, -2.601980526705719e-01,  4.700025916635731e-01,  1.391044313119957e+00,  8.787871299695188e-01, -1.128406286020583e+00, -1.373695357814120e-02
  7.430000000000000e+00, -3.249257107577425e-01,  1.042563690785792e-01,  4.088319207442522e-02,  7.949423709423309e-01, -6.272257183955698e-02,  4.088319207365650e-02,  3.542548435969335e-01, -2.602921890686101e-01,  4.700349610006574e-01,  1.390988877044819e+00,  8.787874488082801e-01, -1.128454274593126e+00, -1.373470016856574e-02
  7.440000000000000e+00, -3.249171672296258e-01,  1.042540664781444e-01,  4.088688716906986e-02,  7.949514539699137e-01, -6.272394048059682e-02,  4.088688716830935e-02,  3.543909033127299e-01, -2.603842903599014e-01,  4.700671247929945e-01,  1.390929662299324e+00,  8.787883446316612e-01, -1.128500101751537e+00, -1.373257597195780e-02
  7.450000000000000e+00, -3.249081211266435e-01,  1.042515638558459e-01,  4.089051368665403e-02,  7.949605957734597e-01, -6.272511107498957e-02,  4.089051368593433e-02,  3.545306596706006e-01, -2.604740158183817e-01,  4.700990448753350e-01,  1.390866662816275e+00,  8.787898712325628e-01, -1.128543791901989e+00, -1.373061368624652e-02
