Main.Studies.MarkerTracking.t,Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_RightArm.SternoClavicularProtraction,Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_RightArm.SternoClavicularElevation,Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_RightArm.SternoClavicularAxialRotation,Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_RightArm.AcromioClavicularProtraction,Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_RightArm.AcromioClavicularMedialRotation,Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_RightArm.AcromioClavicularPosteriorTilt,Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_RightArm.GlenohumeralFlexion,Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_RightArm.GlenohumeralExternalRotation,Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_RightArm.GlenohumeralAbduction,Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_RightArm.ElbowFlexion,Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_RightArm.ElbowPronation,Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_RightArm.WristFlexion,Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_RightArm.WristAbduction
  6.780000000000000e+00, -2.871314660548715e-01,  8.687723788315593e-02,  2.569950934206892e-02,  7.818742954431238e-01, -3.755730353927378e-02,  2.569950934207324e-02,  4.763447965143306e-01, -2.369738983701813e-01,  3.744008686324428e-01,  1.918409257606541e+00,  8.007181762163765e-02,  3.648860668846581e-01, -3.060487447326261e-02
  6.790000000000000e+00, -2.871329647720029e-01,  8.687618302021605e-02,  2.569249235376248e-02,  7.818619390700356e-01, -3.755068695580421e-02,  2.569249235361554e-02,  4.762236225660930e-01, -2.370412667253612e-01,  3.743469754275402e-01,  1.918090189548052e+00,  8.006632386266391e-02,  3.643528116981523e-01, -3.064617146437371e-02
  6.800000000000000e+00, -2.871337719243752e-01,  8.687468429513467e-02,  2.568465421436799e-02,  7.818484088994977e-01, -3.754305638961619e-02,  2.568465421417345e-02,  4.760962876106518e-01, -2.370787812365760e-01,  3.742871694684831e-01,  1.917753622064224e+00,  8.018940602987121e-02,  3.637094060429078e-01, -3.068574232942143e-02
  6.810000000000000e+00, -2.871337348075952e-01,  8.687262545862739e-02,  2.567573405377995e-02,  7.818333109842164e-01, -3.753410821684300e-02,  2.567573405357238e-02,  4.759602145471784e-01, -2.371090082301427e-01,  3.742195418470978e-01,  1.917416486338066e+00,  8.032688859295960e-02,  3.630429583277985e-01, -3.072445777619330e-02
  6.820000000000000e+00, -2.871327475884488e-01,  8.686994338056664e-02,  2.566562713454689e-02,  7.818165011326903e-01, -3.752370819574602e-02,  2.566562713431760e-02,  4.758147804405812e-01, -2.371324524580933e-01,  3.741433463432226e-01,  1.917081109170792e+00,  8.047259817286000e-02,  3.623589649014900e-01, -3.076211328843777e-02
  6.830000000000000e+00, -2.871307892739845e-01,  8.686663194289923e-02,  2.565434062196767e-02,  7.817979980696550e-01, -3.751185765006038e-02,  2.565434062175127e-02,  4.756602889192831e-01, -2.371488906861510e-01,  3.740586467687224e-01,  1.916748795092436e+00,  8.062579007223455e-02,  3.616596941273391e-01, -3.079852395143650e-02
  6.840000000000000e+00, -2.871278179345145e-01,  8.686267094855649e-02,  2.564185402807445e-02,  7.817777802439752e-01, -3.749852439921719e-02,  2.564185402784062e-02,  4.754968143109730e-01, -2.371578785865817e-01,  3.739653067171295e-01,  1.916420788050305e+00,  8.078606950097256e-02,  3.609466720428141e-01, -3.083347326108260e-02
  6.850000000000001e+00, -2.871238009669677e-01,  8.685804636512806e-02,  2.562815872140130e-02,  7.817558432543156e-01, -3.748369071168822e-02,  2.562815872115868e-02,  4.753245259471268e-01, -2.371590062617826e-01,  3.738632754310315e-01,  1.916098257075073e+00,  8.095298474608978e-02,  3.602214197094664e-01, -3.086675079241543e-02
  6.860000000000000e+00, -2.871187152186012e-01,  8.685275041136475e-02,  2.561325810489311e-02,  7.817322001112046e-01, -3.746735351823172e-02,  2.561325810465901e-02,  4.751436897387293e-01, -2.371519279886934e-01,  3.737525890946215e-01,  1.915782294397634e+00,  8.112600118843268e-02,  3.594854943128696e-01, -3.089816007807718e-02
  6.870000000000000e+00, -2.871125475197490e-01,  8.684678180066308e-02,  2.559716781896967e-02,  7.817068814136102e-01, -3.744952476376517e-02,  2.559716781872675e-02,  4.749546663557962e-01, -2.371363794526158e-01,  3.736333721324355e-01,  1.915473909551133e+00,  8.130452719594929e-02,  3.587404864182659e-01, -3.092752625861457e-02
  6.880000000000000e+00, -2.871052957026674e-01,  8.684014618314229e-02,  2.557991602692663e-02,  7.816799355128581e-01, -3.743023197679984e-02,  2.557991602666184e-02,  4.747579061736165e-01, -2.371121869104032e-01,  3.735058389134448e-01,  1.915174023283342e+00,  8.148795171241874e-02,  3.579879988277841e-01, -3.095470171247734e-02
  6.890000000000001e+00, -2.870969694087785e-01,  8.683285641751182e-02,  2.556154329882056e-02,  7.816514280632870e-01, -3.740951837832140e-02,  2.556154329855559e-02,  4.745539400390499e-01, -2.370792693275632e-01,  3.733702925080957e-01,  1.914883462581968e+00,  8.167568369777001e-02,  3.572296253623204e-01, -3.097956915611889e-02
  6.900000000000000e+00, -2.870875900836593e-01,  8.682493230572996e-02,  2.554210146162097e-02,  7.816214400770187e-01, -3.738744173056485e-02,  2.554210146135145e-02,  4.743433617416146e-01, -2.370376365042141e-01,  3.732271159755527e-01,  1.914602961001731e+00,  8.186717564849685e-02,  3.564669503077984e-01, -3.100204219056944e-02
  6.910000000000000e+00, -2.870771905212919e-01,  8.681640000736079e-02,  2.552165177872181e-02,  7.815900649846438e-01, -3.736407238927408e-02,  2.552165177843901e-02,  4.741268043999529e-01, -2.369873867779450e-01,  3.730767587712729e-01,  1.914333164280670e+00,  8.206192379487205e-02,  3.557015713625720e-01, -3.102206339246750e-02
