Main.Studies.MarkerTracking.t,Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_RightArm.ThoraxClavicula[0],Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_RightArm.ThoraxClavicula[1],Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_RightArm.ThoraxClavicula[2],Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_RightArm.ClaviculaScapula[0],Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_RightArm.ClaviculaScapula[1],Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_RightArm.ClaviculaScapula[2],Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_RightArm.ScapulaHumerus[0],Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_RightArm.ScapulaHumerus[1],Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_RightArm.ScapulaHumerus[2],Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_RightArm.HumerusUlna,Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_RightArm.UlnaRadius,Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_RightArm.RadiusWrist,Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_RightArm.WristHand
  1.000000000000000e-02, -1.673009710389146e-02, -2.896212242028517e-01,  7.925011835922609e-02, -2.953062540506724e-03,  7.281514415945093e-01,  6.910167213422347e-03,  5.346796263022054e-02,  9.844999638200406e-01,  4.786766903235295e-03,  2.591936133480772e-01,  2.454189482904792e+00, -5.319036325411838e-01, -6.685525715778465e-02
  2.000000000000000e-02, -1.676002136176091e-02, -2.895098466280912e-01,  7.919197985627280e-02, -3.024928044193576e-03,  7.281041668063403e-01,  6.843795681168907e-03,  5.323770932744572e-02,  9.845418463179183e-01,  5.177107761391760e-03,  2.591403097835554e-01,  2.454498195169721e+00, -5.317521410680950e-01, -6.685524892115643e-02
  3.000000000000000e-02, -1.679017743391638e-02, -2.893980176606134e-01,  7.913356377925720e-02, -3.097241223488182e-03,  7.280564835113873e-01,  6.777047376394178e-03,  5.300574982492190e-02,  9.845795355301205e-01,  5.567144601812825e-03,  2.590919320915304e-01,  2.454805126303036e+00, -5.316055900997189e-01, -6.685472939433958e-02
  4.000000000000000e-02, -1.682049269837704e-02, -2.892858341567012e-01,  7.907494103447416e-02, -3.169869709499752e-03,  7.280085233361536e-01,  6.710021756947884e-03,  5.277262222950777e-02,  9.846171775390075e-01,  5.957399525775465e-03,  2.590445856001090e-01,  2.455108038017057e+00, -5.314589446613679e-01, -6.685360275857902e-02
  5.000000000000000e-02, -1.685091803408117e-02, -2.891735245196165e-01,  7.901622554901239e-02, -3.242684414751680e-03,  7.279603594301498e-01,  6.642843867496856e-03,  5.253871199175565e-02,  9.846546798264351e-01,  6.346875074732328e-03,  2.589986795812647e-01,  2.455406045891611e+00, -5.313126095053348e-01, -6.685182386492038e-02
  6.000000000000000e-02, -1.688138909710755e-02, -2.890613337120922e-01,  7.895754452675409e-02, -3.315529517841797e-03,  7.279120929234001e-01,  6.575658374764342e-03,  5.230451493412571e-02,  9.846920928711774e-01,  6.734692663071125e-03,  2.589543398387822e-01,  2.455698615460982e+00, -5.311667878177297e-01, -6.684942813491303e-02
  6.999999999999999e-02, -1.691184153070515e-02, -2.889495167503406e-01,  7.889902919399593e-02, -3.388246818044389e-03,  7.278638240091726e-01,  6.508613595989399e-03,  5.207052839293368e-02,  9.847294982765025e-01,  7.119896099464148e-03,  2.589117363715319e-01,  2.455985103203378e+00, -5.310216756689332e-01, -6.684644474940787e-02
  8.000000000000000e-02, -1.694220698984165e-02, -2.888383433299163e-01,  7.884081839856616e-02, -3.460668665407338e-03,  7.278156592188243e-01,  6.441866717705040e-03,  5.183728004834501e-02,  9.847669937760866e-01,  7.501478889571040e-03,  2.588710459407710e-01,  2.456264901701749e+00, -5.308774728920782e-01, -6.684292076060031e-02
  9.000000000000000e-02, -1.697241300906765e-02, -2.887280980781433e-01,  7.878305876584232e-02, -3.532617707846455e-03,  7.277677116544035e-01,  6.375584008782534e-03,  5.160532887729002e-02,  9.848046983299106e-01,  7.878384506092746e-03,  2.588324492118522e-01,  2.456537441826729e+00, -5.307343790324173e-01, -6.683891987851008e-02
  1.000000000000000e-01, -1.700238288336595e-02, -2.886190808252915e-01,  7.872590485721045e-02, -3.603906651092345e-03,  7.277201011953301e-01,  6.309941028896341e-03,  5.137526602108018e-02,  9.848427583815256e-01,  8.249506344543555e-03,  2.587961283607346e-01,  2.456802191276012e+00, -5.305925883956694e-01, -6.683452117339997e-02
