Main.Studies.MarkerTracking.t,Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_LeftArm.ThoraxClavicula[0],Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_LeftArm.ThoraxClavicula[1],Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_LeftArm.ThoraxClavicula[2],Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_LeftArm.ClaviculaScapula[0],Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_LeftArm.ClaviculaScapula[1],Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_LeftArm.ClaviculaScapula[2],Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_LeftArm.ScapulaHumerus[0],Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_LeftArm.ScapulaHumerus[1],Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_LeftArm.ScapulaHumerus[2],Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_LeftArm.HumerusUlna,Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_LeftArm.UlnaRadius,Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_LeftArm.RadiusWrist,Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_LeftArm.WristHand
  1.000000000000000e-02, -2.576839848977839e-02, -2.678915504125242e-01,  6.667078317366697e-02, -2.152913019942814e-02,  7.126782714234846e-01, -9.213680566928024e-03, -9.917511589228507e-03,  7.060609145277085e-01,  2.990962264484641e-02,  3.938480489740071e-01, -2.285724155845169e+00, -9.995816909950801e-01,  4.390867669197047e-02
  2.000000000000000e-02, -2.573119525736870e-02, -2.679174805607936e-01,  6.669675299481338e-02, -2.146828971408486e-02,  7.127479481405136e-01, -9.168967958070149e-03, -9.633524952986207e-03,  7.082392126614956e-01,  3.025861536970752e-02,  3.936445509115736e-01, -2.287260166849933e+00, -9.946118374907926e-01,  4.211217281991559e-02
  3.000000000000000e-02, -2.569372919164620e-02, -2.679453478654418e-01,  6.672360293181688e-02, -2.140661184343680e-02,  7.128179566442108e-01, -9.123315325536226e-03, -9.348887461193073e-03,  7.103740413114347e-01,  3.059748834544769e-02,  3.934853427508591e-01, -2.288862717608630e+00, -9.896602776387998e-01,  4.030063803644052e-02
  4.000000000000000e-02, -2.565620632685895e-02, -2.679753450049655e-01,  6.675132260235757e-02, -2.134435584307842e-02,  7.128878796700097e-01, -9.076849406965785e-03, -9.065186491909530e-03,  7.124385227339756e-01,  3.092173178439368e-02,  3.933793163665036e-01, -2.290493119912602e+00, -9.847545728240136e-01,  3.849272519495353e-02
  5.000000000000000e-02, -2.561873038471588e-02, -2.680075703390138e-01,  6.677990740260094e-02, -2.128165183611253e-02,  7.129575069061279e-01, -9.029633531166238e-03, -8.783186684906840e-03,  7.144200331190811e-01,  3.122902701765962e-02,  3.933328118222475e-01, -2.292151945426363e+00, -9.799070521332320e-01,  3.669084211409787e-02
  6.000000000000000e-02, -2.558139989178401e-02, -2.680419502292081e-01,  6.680928673510901e-02, -2.121866195426035e-02,  7.130266540644772e-01, -8.981787929450515e-03, -8.503538176756276e-03,  7.163121403086170e-01,  3.151842817057573e-02,  3.933472427015181e-01, -2.293836863899652e+00, -9.751280711202638e-01,  3.489830019103787e-02
  6.999999999999999e-02, -2.554432157204192e-02, -2.680784726448674e-01,  6.683941095350497e-02, -2.115554624608936e-02,  7.130951152183905e-01, -8.933418367259067e-03, -8.226975771653192e-03,  7.181057145300528e-01,  3.178839333151876e-02,  3.934260813406997e-01, -2.295546812248418e+00, -9.704290067085648e-01,  3.311798321819510e-02
  8.000000000000000e-02, -2.550760777562227e-02, -2.681171202228783e-01,  6.687022591150668e-02, -2.109247431750074e-02,  7.131626740068729e-01, -8.884637791424422e-03, -7.954272365143698e-03,  7.197913420748673e-01,  3.203733035966913e-02,  3.935728974723723e-01, -2.297280667512561e+00, -9.658215788223170e-01,  3.135279928835736e-02
  9.000000000000000e-02, -2.547137637661456e-02, -2.681578709340907e-01,  6.690167326764454e-02, -2.102962503058312e-02,  7.132291037722588e-01, -8.835565987709702e-03, -7.686239986712560e-03,  7.213593321116329e-01,  3.226359373484289e-02,  3.937913636375003e-01, -2.299037238418424e+00, -9.613178534875072e-01,  2.960568105801481e-02
  1.000000000000000e-01, -2.543575059563732e-02, -2.682006988178715e-01,  6.693369084881624e-02, -2.096718607547290e-02,  7.132941678378151e-01, -8.786329143285254e-03, -7.423730457719816e-03,  7.227997260786603e-01,  3.246548216851682e-02,  3.940852597856960e-01, -2.300815259996989e+00, -9.569302459360535e-01,  2.787958274751339e-02
  1.100000000000000e-01, -2.540085876391993e-02, -2.682455748916229e-01,  6.696621310802800e-02, -2.090535341522362e-02,  7.133576198828925e-01, -8.737059291818715e-03, -7.167635888641372e-03,  7.241023070970430e-01,  3.264123592584101e-02,  3.944584785817126e-01, -2.302613387622742e+00, -9.526715265954565e-01,  2.617747843534314e-02
