Main.Studies.MarkerTracking.t,Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_LeftLeg.HipFlexion,Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_LeftLeg.HipAbduction,Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_LeftLeg.HipExternalRotation,Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_LeftLeg.KneeFlexion,Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_LeftLeg.AnklePlantarFlexion,Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_LeftLeg.SubTalarEversion
  1.000000000000000e-02, -1.180863303960962e-01,  1.325022007983434e-02,  2.253780105322537e-01,  1.057599861974089e-01, -4.681855347094647e-02,  4.615570575075907e-02
  2.000000000000000e-02, -1.185016077801844e-01,  1.307392123806350e-02,  2.253299186066222e-01,  1.058114454353891e-01, -4.686439495776089e-02,  4.594615724403395e-02
  3.000000000000000e-02, -1.189232870723564e-01,  1.289703206706538e-02,  2.252826050829295e-01,  1.058612703114913e-01, -4.690860856012922e-02,  4.573632574194747e-02
  4.000000000000000e-02, -1.193506954699755e-01,  1.271962065272692e-02,  2.252365300249112e-01,  1.059094962769648e-01, -4.695097208517492e-02,  4.552611285381522e-02
  5.000000000000000e-02, -1.197831873920800e-01,  1.254214695291567e-02,  2.251919419079120e-01,  1.059559885122018e-01, -4.699131738668517e-02,  4.531583072549855e-02
  6.000000000000000e-02, -1.202196672853671e-01,  1.236507292800137e-02,  2.251489167784059e-01,  1.060007562084103e-01, -4.702960589523120e-02,  4.510586393712118e-02
  6.999999999999999e-02, -1.206590416646626e-01,  1.218891143051648e-02,  2.251075878408458e-01,  1.060438017857950e-01, -4.706577945373197e-02,  4.489657670667717e-02
  8.000000000000000e-02, -1.211000827337830e-01,  1.201421830909188e-02,  2.250680823000959e-01,  1.060851628504909e-01, -4.709980236217255e-02,  4.468834095055301e-02
  9.000000000000000e-02, -1.215414270055933e-01,  1.184159304577070e-02,  2.250305219941594e-01,  1.061249122337554e-01, -4.713166145592240e-02,  4.448153596551261e-02
  1.000000000000000e-01, -1.219815747454015e-01,  1.167167866122409e-02,  2.249950240294545e-01,  1.061631573048150e-01, -4.716136555975382e-02,  4.427655013547718e-02
  1.100000000000000e-01, -1.224188894904691e-01,  1.150516148399050e-02,  2.249617017154187e-01,  1.062000393430523e-01, -4.718894482679144e-02,  4.407378133376757e-02
  1.200000000000000e-01, -1.228515977284529e-01,  1.134277117561955e-02,  2.249306659040941e-01,  1.062357332729079e-01, -4.721445022687557e-02,  4.387363486504003e-02
  1.300000000000000e-01, -1.232777893333942e-01,  1.118528074009451e-02,  2.249020258867201e-01,  1.062704473123527e-01, -4.723795345835555e-02,  4.367652183478476e-02
  1.400000000000000e-01, -1.236954189633632e-01,  1.103350620370858e-02,  2.248758890281492e-01,  1.063044221352284e-01, -4.725954742608959e-02,  4.348286041102129e-02
  1.500000000000000e-01, -1.241023082139608e-01,  1.088830613529734e-02,  2.248523601350056e-01,  1.063379297030130e-01, -4.727934670281571e-02,  4.329307793551522e-02
  1.600000000000000e-01, -1.244961484814732e-01,  1.075058107005789e-02,  2.248315414775474e-01,  1.063712719608109e-01, -4.729748724775602e-02,  4.310761183364713e-02
  1.700000000000000e-01, -1.248745045228749e-01,  1.062127250368294e-02,  2.248135327598871e-01,  1.064047794033674e-01, -4.731412540917510e-02,  4.292691053005297e-02
  1.800000000000000e-01, -1.252348186630372e-01,  1.050136134871216e-02,  2.247984306032666e-01,  1.064388096730882e-01, -4.732943675061421e-02,  4.275143493872848e-02
  1.900000000000000e-01, -1.255744159598189e-01,  1.039186611660492e-02,  2.247863279387800e-01,  1.064737463197821e-01, -4.734361514332749e-02,  4.258165931439408e-02
  2.000000000000000e-01, -1.258905105709540e-01,  1.029384101964181e-02,  2.247773133493138e-01,  1.065099976544470e-01, -4.735687227462596e-02,  4.241807089098848e-02
  2.100000000000000e-01, -1.261802129790842e-01,  1.020837391324614e-02,  2.247714701302754e-01,  1.065479956524384e-01, -4.736943706099567e-02,  4.226116867010973e-02
  2.200000000000000e-01, -1.264405378616694e-01,  1.013658381001870e-02,  2.247688750394459e-01,  1.065881946608843e-01, -4.738155394252062e-02,  4.211146253443664e-02
  2.300000000000000e-01, -1.266684129713111e-01,  1.007961774133292e-02,  2.247695967136096e-01,  1.066310695247936e-01, -4.739347989956743e-02,  4.196947379251509e-02
  2.400000000000000e-01, -1.268606894183672e-01,  1.003864700239876e-02,  2.247736938519172e-01,  1.066771132251726e-01, -4.740548135449110e-02,  4.183573616525267e-02
  2.500000000000000e-01, -1.270141534550741e-01,  1.001486297513932e-02,  2.247812133655996e-01,  1.067268343952067e-01, -4.741783184949392e-02,  4.171079556152642e-02
  2.600000000000001e-01, -1.271255397125776e-01,  1.000947253691553e-02,  2.247921880215146e-01,  1.067807546421518e-01, -4.743080990248531e-02,  4.159520969615603e-02
  2.700000000000001e-01, -1.271915458171937e-01,  1.002369286967353e-02,  2.248066328634000e-01,  1.068394053800147e-01, -4.744469601466168e-02,  4.148954975367980e-02
  2.800000000000000e-01, -1.272091242618211e-01,  1.005887543383688e-02,  2.248245024400206e-01,  1.069032634955154e-01, -4.745979828314936e-02,  4.139454863698833e-02
  2.900000000000000e-01, -1.271743002254233e-01,  1.011598165221006e-02,  2.248458470643143e-01,  1.069730219991148e-01, -4.747634688454178e-02,  4.131050494368465e-02
  3.000000000000000e-01, -1.270841183038564e-01,  1.019635068970604e-02,  2.248705655630444e-01,  1.070491327748310e-01, -4.749461118336634e-02,  4.123818781703057e-02
  3.100000000000001e-01, -1.269353303432283e-01,  1.030105911119517e-02,  2.248985936801377e-01,  1.071320965766480e-01, -4.751475962334472e-02,  4.117811601492313e-02
  3.200000000000000e-01, -1.267247809847007e-01,  1.043153895188520e-02,  2.249297490211591e-01,  1.072224724322729e-01, -4.753717500330797e-02,  4.113117501032116e-02
  3.300000000000000e-01, -1.264492219841264e-01,  1.058879698690696e-02,  2.249638938576742e-01,  1.073207714034476e-01, -4.756197824204969e-02,  4.109791110083581e-02
