Main.Studies.MarkerTracking.t,Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_RightLeg.HipFlexion,Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_RightLeg.HipAbduction,Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_RightLeg.HipExternalRotation,Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_RightLeg.KneeFlexion,Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_RightLeg.AnklePlantarFlexion,Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_RightLeg.SubTalarEversion
  8.000000000000000e-01, -5.692298007563529e-02,  2.567680352771573e-02,  1.382802398611536e-01,  8.101566468404131e-02, -1.363261108252728e-03,  1.066785734144761e-01
  8.100000000000001e-01, -5.508883062096193e-02,  2.511009570659861e-02,  1.384278834781046e-01,  8.111291719820035e-02, -5.985280423597731e-04,  1.073155438838484e-01
  8.200000000000001e-01, -5.335986712955527e-02,  2.459184544638493e-02,  1.385918914983121e-01,  8.119737904340578e-02,  1.197122454880394e-04,  1.079323152851143e-01
  8.300000000000001e-01, -5.171743696853701e-02,  2.411571947133617e-02,  1.387693831154786e-01,  8.127104314214395e-02,  7.985813291319806e-04,  1.085324017996573e-01
  8.400000000000001e-01, -5.015509964528339e-02,  2.367857490811520e-02,  1.389583657048594e-01,  8.133491366872431e-02,  1.440630679143163e-03,  1.091168913142552e-01
  8.500000000000001e-01, -4.867289196875470e-02,  2.327897669981072e-02,  1.391575256780969e-01,  8.138949276895616e-02,  2.046068834066831e-03,  1.096855231820102e-01
  8.600000000000001e-01, -4.726733652374765e-02,  2.291435379923601e-02,  1.393653377739719e-01,  8.143547826274694e-02,  2.616764298012289e-03,  1.102387277172766e-01
  8.700000000000001e-01, -4.593441489403410e-02,  2.258190073931554e-02,  1.395803280941028e-01,  8.147354754178442e-02,  3.155017497688418e-03,  1.107770212541542e-01
  8.800000000000000e-01, -4.466966502851816e-02,  2.227864525669920e-02,  1.398010803279618e-01,  8.150434864285805e-02,  3.663489708469445e-03,  1.113009857982013e-01
  8.900000000000000e-01, -4.346849051879663e-02,  2.200161938418854e-02,  1.400262350911833e-01,  8.152847259345146e-02,  4.145006592783071e-03,  1.118112523871662e-01
  9.000000000000000e-01, -4.232540796969508e-02,  2.174749002762777e-02,  1.402544949561674e-01,  8.154652967387183e-02,  4.602983249033014e-03,  1.123084755700618e-01
  9.100000000000000e-01, -4.123536217244871e-02,  2.151323239688940e-02,  1.404846260073379e-01,  8.155902680228892e-02,  5.040656007660229e-03,  1.127933158674786e-01
  9.200000000000000e-01, -4.019297003572862e-02,  2.129575477734202e-02,  1.407154504031242e-01,  8.156644552773633e-02,  5.461494348878619e-03,  1.132664522486945e-01
  9.300000000000000e-01, -3.919277734469114e-02,  2.109203053717401e-02,  1.409458454339782e-01,  8.156922169632932e-02,  5.869048714806087e-03,  1.137285762122199e-01
  9.400000000000001e-01, -3.822930792915778e-02,  2.089912231127289e-02,  1.411747390432321e-01,  8.156774493912773e-02,  6.266918951961525e-03,  1.141803924350862e-01
  9.500000000000001e-01, -3.729710811785827e-02,  2.071420113422806e-02,  1.414011060516046e-01,  8.156235831445537e-02,  6.658730202903231e-03,  1.146226190440192e-01
  9.600000000000001e-01, -3.639070068668604e-02,  2.053451635751924e-02,  1.416239929215671e-01,  8.155336208962496e-02,  7.048223396739399e-03,  1.150559273634763e-01
  9.700000000000000e-01, -3.550493196600117e-02,  2.035757544124195e-02,  1.418424102817353e-01,  8.154100182994353e-02,  7.438832217042259e-03,  1.154811852483619e-01
