Main.Studies.MarkerTracking.t,Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_LeftLeg.HipFlexion,Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_LeftLeg.HipAbduction,Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_LeftLeg.HipExternalRotation,Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_LeftLeg.KneeFlexion,Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_LeftLeg.AnklePlantarFlexion,Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_LeftLeg.SubTalarEversion
  6.000000000000000e+00, -1.259555750597753e-01,  1.124571160136236e-01,  1.658536998464995e-01, -9.304717081493584e-02,  2.256761669421850e-02,  2.555054287307615e-01
  6.010000000000000e+00, -1.259607729268333e-01,  1.126457633105924e-01,  1.659439969097115e-01, -9.286869779615868e-02,  2.260652473391614e-02,  2.552105758911790e-01
  6.020000000000000e+00, -1.259366616592135e-01,  1.128205639583466e-01,  1.660471433229446e-01, -9.267037058310114e-02,  2.265210690376502e-02,  2.549031279911704e-01
  6.030000000000000e+00, -1.258730776161064e-01,  1.129765386220931e-01,  1.661673248379702e-01, -9.244567906880098e-02,  2.270664692504793e-02,  2.545793514349878e-01
  6.040000000000000e+00, -1.257653131053127e-01,  1.131108447956515e-01,  1.663066484529472e-01, -9.219172060872319e-02,  2.277140364039609e-02,  2.542372234817017e-01
  6.050000000000000e+00, -1.256135572874623e-01,  1.132237182437839e-01,  1.664644649930037e-01, -9.190921035992440e-02,  2.284620105033260e-02,  2.538789995704589e-01
  6.060000000000000e+00, -1.254156855482024e-01,  1.133135828529575e-01,  1.666417842034426e-01, -9.159697873538215e-02,  2.293178274523911e-02,  2.535039111475563e-01
  6.070000000000000e+00, -1.251699447054195e-01,  1.133792703786516e-01,  1.668392538201140e-01, -9.125423933802550e-02,  2.302872846234626e-02,  2.531120748660891e-01
  6.080000000000000e+00, -1.248749828191925e-01,  1.134200507694911e-01,  1.670571104579812e-01, -9.088061949195916e-02,  2.313744774984560e-02,  2.527045995792397e-01
  6.090000000000000e+00, -1.245287046124665e-01,  1.134341075195324e-01,  1.672967198165235e-01, -9.047485544363927e-02,  2.325893056843034e-02,  2.522799886928058e-01
  6.100000000000000e+00, -1.241300813706225e-01,  1.134209033154256e-01,  1.675582287983363e-01, -9.003681645971992e-02,  2.339358703034621e-02,  2.518396395530125e-01
  6.110000000000000e+00, -1.236779649146232e-01,  1.133796006504366e-01,  1.678421467175982e-01, -8.956615455159100e-02,  2.354202755341066e-02,  2.513841443741187e-01
