Main.Studies.MarkerTracking.t,Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_RightLeg.HipFlexion,Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_RightLeg.HipAbduction,Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_RightLeg.HipExternalRotation,Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_RightLeg.KneeFlexion,Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_RightLeg.AnklePlantarFlexion,Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_RightLeg.SubTalarEversion
  1.450000000000000e+01, -1.435220092520466e-01,  3.096210266383292e-02,  2.489279571177506e-01, -3.088726987381906e-02,  1.257068168924333e-02,  9.129068672540798e-02
  1.451000000000000e+01, -1.435797226740063e-01,  3.092539538337857e-02,  2.487034595089160e-01, -3.084898895248870e-02,  1.265245075381592e-02,  9.114743983524969e-02
  1.452000000000000e+01, -1.436429380735020e-01,  3.088688848688093e-02,  2.484810047507644e-01, -3.080895453223846e-02,  1.273771676394272e-02,  9.099032315486823e-02
  1.453000000000000e+01, -1.437100547373495e-01,  3.084815369712790e-02,  2.482530060581102e-01, -3.076867909053590e-02,  1.282665668972215e-02,  9.083094586473431e-02
  1.454000000000000e+01, -1.437814099302752e-01,  3.080924787279060e-02,  2.480190976563115e-01, -3.072822767429460e-02,  1.291950806172553e-02,  9.066960984114934e-02
  1.455000000000000e+01, -1.438594261079753e-01,  3.076841649613926e-02,  2.477888440908713e-01, -3.068521974959842e-02,  1.301683741713369e-02,  9.048907517010027e-02
  1.456000000000000e+01, -1.439394360981811e-01,  3.072927492594713e-02,  2.475440274571641e-01, -3.064448757529577e-02,  1.311735804718553e-02,  9.032410913832203e-02
  1.457000000000000e+01, -1.440238874096061e-01,  3.069011403132849e-02,  2.472938140178896e-01, -3.060367574948705e-02,  1.322171033137333e-02,  9.015779903009459e-02
  1.458000000000000e+01, -1.441129053653867e-01,  3.065098158309176e-02,  2.470382795113628e-01, -3.056282148468266e-02,  1.332989066690915e-02,  8.999044564704696e-02
  1.459000000000000e+01, -1.442066034547185e-01,  3.061192354826514e-02,  2.467775473041917e-01, -3.052194331891168e-02,  1.344188105895913e-02,  8.982229410262897e-02
  1.460000000000000e+01, -1.443050921292198e-01,  3.057298359451233e-02,  2.465117533164444e-01, -3.048105373768706e-02,  1.355765243981317e-02,  8.965360291116763e-02
  1.461000000000000e+01, -1.444084781813316e-01,  3.053420250449790e-02,  2.462410456398432e-01, -3.044015925301650e-02,  1.367716560719101e-02,  8.948464430903356e-02
  1.462000000000000e+01, -1.445168644574353e-01,  3.049561776984211e-02,  2.459655850435411e-01, -3.039925996517863e-02,  1.380037103779575e-02,  8.931570418298565e-02
  1.463000000000000e+01, -1.446303498200799e-01,  3.045726325179787e-02,  2.456855464924042e-01, -3.035834836206074e-02,  1.392720774858970e-02,  8.914708271481467e-02
  1.464000000000000e+01, -1.447490292995227e-01,  3.041916848456450e-02,  2.454011206088255e-01, -3.031740766559576e-02,  1.405760184595408e-02,  8.897909571169887e-02
  1.465000000000000e+01, -1.448729939549014e-01,  3.038135767470718e-02,  2.451125145570879e-01, -3.027641042200900e-02,  1.419146550170217e-02,  8.881207498191646e-02
  1.466000000000000e+01, -1.450023300502456e-01,  3.034384913185395e-02,  2.448199535811497e-01, -3.023531792906966e-02,  1.432869663982502e-02,  8.864636618528850e-02
  1.467000000000000e+01, -1.451371182703351e-01,  3.030665542693134e-02,  2.445236842277558e-01, -3.019408046688679e-02,  1.446917907564129e-02,  8.848232387886981e-02
  1.468000000000000e+01, -1.452774337761181e-01,  3.026978367723143e-02,  2.442239781227055e-01, -3.015263813497556e-02,  1.461278320978631e-02,  8.832030600236722e-02
  1.469000000000000e+01, -1.454233468434043e-01,  3.023323554491730e-02,  2.439211350287527e-01, -3.011092207158641e-02,  1.475936719363036e-02,  8.816067025832133e-02
  1.470000000000000e+01, -1.455749235737452e-01,  3.019700737610997e-02,  2.436154850733284e-01, -3.006885588450746e-02,  1.490877802180328e-02,  8.800377276119263e-02
  1.471000000000000e+01, -1.457322264133054e-01,  3.016109078417206e-02,  2.433073899626522e-01, -3.002635749475402e-02,  1.506085252469835e-02,  8.784996917464358e-02
  1.472000000000000e+01, -1.458953140260214e-01,  3.012547334839688e-02,  2.429972429935952e-01, -2.998334118540262e-02,  1.521541828825973e-02,  8.769961802012416e-02
  1.473000000000000e+01, -1.460642404661767e-01,  3.009013933770288e-02,  2.426854678968861e-01, -2.993971924494366e-02,  1.537229442094875e-02,  8.755308434153178e-02
  1.474000000000000e+01, -1.462390545892169e-01,  3.005507066565904e-02,  2.423725162600436e-01, -2.989540327475144e-02,  1.553129250305802e-02,  8.741074291147893e-02
  1.475000000000000e+01, -1.464198001519461e-01,  3.002024806123460e-02,  2.420588635850592e-01, -2.985030564087536e-02,  1.569221783030350e-02,  8.727298140788330e-02
