Main.Studies.MarkerTracking.t,Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_RightArm.ThoraxClavicula[0],Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_RightArm.ThoraxClavicula[1],Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_RightArm.ThoraxClavicula[2],Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_RightArm.ClaviculaScapula[0],Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_RightArm.ClaviculaScapula[1],Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_RightArm.ClaviculaScapula[2],Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_RightArm.ScapulaHumerus[0],Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_RightArm.ScapulaHumerus[1],Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_RightArm.ScapulaHumerus[2],Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_RightArm.HumerusUlna,Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_RightArm.UlnaRadius,Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_RightArm.RadiusWrist,Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_RightArm.WristHand
  1.950000000000000e+01,  4.815183227563326e-02, -3.880627789161746e-01,  1.485255863464510e-01,  1.120127929189046e-01,  8.163869598850536e-01,  6.280054636109557e-02,  3.219116266750653e-01, -3.804832064525190e-01, -2.597877316084879e-01,  1.608155851887420e+00,  1.328623318103962e+00, -2.156947639920447e+00,  2.801135041805849e+00
  1.951000000000000e+01,  4.819131489594375e-02, -3.881993972227891e-01,  1.486063488594016e-01,  1.121076396925862e-01,  8.164268641644260e-01,  6.285000995596420e-02,  3.217314072039206e-01, -3.803492967599812e-01, -2.603887861689818e-01,  1.608270170786757e+00,  1.328502135028097e+00, -2.156611938128319e+00,  2.801598901930375e+00
  1.952000000000000e+01,  4.823322405539822e-02, -3.883443993575866e-01,  1.486920832634595e-01,  1.122083267478929e-01,  8.164692229326950e-01,  6.290250100149455e-02,  3.215406639808749e-01, -3.802046109863325e-01, -2.610263086301849e-01,  1.608395909454719e+00,  1.328383784061766e+00, -2.156267912338314e+00,  2.802088908802479e+00
  1.953000000000000e+01,  4.827834601353276e-02, -3.885004660034813e-01,  1.487843825878882e-01,  1.123167344061145e-01,  8.165148367221318e-01,  6.295899052660638e-02,  3.213361220534943e-01, -3.800457449563995e-01, -2.617119045252411e-01,  1.608536872980050e+00,  1.328269446780412e+00, -2.155913257752133e+00,  2.802613618725160e+00
  1.954000000000000e+01,  4.832697554332324e-02, -3.886686414886184e-01,  1.488838650651431e-01,  1.124335821828828e-01,  8.165639999456301e-01,  6.301985266489948e-02,  3.211164432579722e-01, -3.798712064053785e-01, -2.624501405269862e-01,  1.608694649933729e+00,  1.328159791329813e+00, -2.155547271919598e+00,  2.803176173407520e+00
  1.955000000000000e+01,  4.837909375227283e-02, -3.888489208855669e-01,  1.489905242838455e-01,  1.125588470519874e-01,  8.166166847295768e-01,  6.308507928398562e-02,  3.208815350921859e-01, -3.796808012618313e-01, -2.632410732592165e-01,  1.608869356210699e+00,  1.328055019707628e+00, -2.155170102322853e+00,  2.803776311378594e+00
  1.956000000000000e+01,  4.843480257718111e-02, -3.890417077588678e-01,  1.491045970989305e-01,  1.126927939843192e-01,  8.166729867280449e-01,  6.315481040033157e-02,  3.206308162241200e-01, -3.794738337341702e-01, -2.640865254279096e-01,  1.609061690263881e+00,  1.327955501266231e+00, -2.154781535933569e+00,  2.804415109009005e+00
  1.957000000000000e+01,  4.849420218950818e-02, -3.892474036720989e-01,  1.492263191829915e-01,  1.128356854793314e-01,  8.167329992150739e-01,  6.322918473108065e-02,  3.203637037712774e-01, -3.792496090935072e-01, -2.649883194034866e-01,  1.609272356311392e+00,  1.327861597910320e+00, -2.154381342775353e+00,  2.805093640783803e+00
  1.958000000000000e+01,  4.855739038186549e-02, -3.894664067727798e-01,  1.493559241300823e-01,  1.129877803335011e-01,  8.167968123610606e-01,  6.330833911996320e-02,  3.200796137985495e-01, -3.790074331030281e-01, -2.659482719534352e-01,  1.609502062275687e+00,  1.327773663591733e+00, -2.153969274052389e+00,  2.805812970767863e+00
  1.959000000000000e+01,  4.862446204714597e-02, -3.896991104304858e-01,  1.494936426244370e-01,  1.131493325512830e-01,  8.168645126416921e-01,  6.339240799953356e-02,  3.197779623314024e-01, -3.787466132349271e-01, -2.669681890904257e-01,  1.609751517675726e+00,  1.327692043311148e+00, -2.153545059770548e+00,  2.806574146639509e+00
