Main.Studies.MarkerTracking.t,Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_LeftArm.ThoraxClavicula[0],Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_LeftArm.ThoraxClavicula[1],Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_LeftArm.ThoraxClavicula[2],Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_LeftArm.ClaviculaScapula[0],Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_LeftArm.ClaviculaScapula[1],Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_LeftArm.ClaviculaScapula[2],Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_LeftArm.ScapulaHumerus[0],Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_LeftArm.ScapulaHumerus[1],Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_LeftArm.ScapulaHumerus[2],Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_LeftArm.HumerusUlna,Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_LeftArm.UlnaRadius,Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_LeftArm.RadiusWrist,Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_LeftArm.WristHand
  6.000000000000000e+00, -6.876828442298416e-03, -3.254750090874999e-01,  9.828805731963729e-02,  2.068007759680404e-02,  7.429591776484012e-01,  2.732180845038268e-02,  1.209764317984473e-01,  8.789889899455873e-01, -1.285683333355314e-01,  3.560053870531164e-01,  1.136435231821773e+00, -6.445619264246179e-02,  5.801835708125243e-02
  6.010000000000000e+00, -6.908202993528161e-03, -3.254052125405099e-01,  9.824703304715673e-02,  2.062126620498160e-02,  7.429228001676244e-01,  2.728808634328615e-02,  1.208501770454352e-01,  8.795875806587246e-01, -1.283273345199825e-01,  3.548890916368759e-01,  1.137672231710068e+00, -6.330727399020734e-02,  5.740745900413263e-02
  6.020000000000000e+00, -6.936809712553062e-03, -3.253413501403073e-01,  9.820953928518164e-02,  2.056759200578604e-02,  7.428896640695981e-01,  2.725726675110361e-02,  1.207376644428954e-01,  8.801701748671436e-01, -1.281039928650038e-01,  3.537895188619089e-01,  1.138928207028570e+00, -6.215510729600766e-02,  5.676753117217009e-02
  6.030000000000000e+00, -6.961689670270044e-03, -3.252854978769483e-01,  9.817680509262230e-02,  2.052083715856596e-02,  7.428608887684807e-01,  2.723036369776808e-02,  1.206435493711266e-01,  8.807288889844158e-01, -1.279046723759878e-01,  3.527140870892991e-01,  1.140207078249547e+00, -6.099937322153182e-02,  5.608972083154883e-02
  6.040000000000000e+00, -6.982339233743882e-03, -3.252389422780193e-01,  9.814955621135031e-02,  2.048198511295847e-02,  7.428370346588731e-01,  2.720797123757378e-02,  1.205703127167785e-01,  8.812601337999167e-01, -1.277342435490145e-01,  3.516689833534645e-01,  1.141508928477405e+00, -5.984191894439363e-02,  5.536991159198878e-02
  6.050000000000000e+00, -6.998759094151371e-03, -3.252013581160103e-01,  9.812765726626241e-02,  2.045095401277506e-02,  7.428181456542232e-01,  2.718998914332908e-02,  1.205178449313699e-01,  8.817615997057561e-01, -1.275902229973047e-01,  3.506531551863272e-01,  1.142831631115792e+00, -5.868328487212376e-02,  5.461023789833529e-02
  6.060000000000000e+00, -7.010684949851812e-03, -3.251734854824556e-01,  9.811151560329669e-02,  2.042827559007555e-02,  7.428045067124476e-01,  2.717674957481596e-02,  1.204874557441158e-01,  8.822314212826065e-01, -1.274756764699079e-01,  3.496708465267320e-01,  1.144174100421634e+00, -5.752539058685847e-02,  5.380885372955834e-02
  6.070000000000000e+00, -7.017902002343872e-03, -3.251557954066672e-01,  9.810140851736247e-02,  2.041434998801402e-02,  7.427963675841808e-01,  2.716848197593531e-02,  1.204801689856448e-01,  8.826672670565114e-01, -1.273920941791582e-01,  3.487248347306098e-01,  1.145535146787661e+00, -5.636960084954441e-02,  5.296471911899050e-02
  6.080000000000000e+00, -7.020248033684430e-03, -3.251484738155656e-01,  9.809747550124119e-02,  2.040943780552006e-02,  7.427939405438415e-01,  2.716530686505339e-02,  1.204967059214583e-01,  8.830663571759719e-01, -1.273392960613916e-01,  3.478163174974469e-01,  1.146913501059561e+00, -5.521666862157673e-02,  5.207768047167659e-02
  6.090000000000000e+00, -7.017439346234318e-03, -3.251524742012769e-01,  9.810022007169467e-02,  2.041414958562262e-02,  7.427975095528313e-01,  2.716762946095874e-02,  1.205385102170360e-01,  8.834274754201117e-01, -1.273218046769295e-01,  3.469509058342011e-01,  1.148308163409268e+00, -5.406899501320186e-02,  5.114484643874759e-02
