Main.Studies.MarkerTracking.t,Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_RightArm.ThoraxClavicula[0],Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_RightArm.ThoraxClavicula[1],Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_RightArm.ThoraxClavicula[2],Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_RightArm.ClaviculaScapula[0],Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_RightArm.ClaviculaScapula[1],Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_RightArm.ClaviculaScapula[2],Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_RightArm.ScapulaHumerus[0],Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_RightArm.ScapulaHumerus[1],Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_RightArm.ScapulaHumerus[2],Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_RightArm.HumerusUlna,Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_RightArm.UlnaRadius,Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_RightArm.RadiusWrist,Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_RightArm.WristHand
  2.900000000000000e+01, -1.008903764565306e-02, -3.176902451286125e-01,  9.384708084858498e-02,  1.452690475186532e-02,  7.393310014795277e-01,  2.365225353008209e-02,  9.710929112790226e-02,  7.672754243860643e-01, -1.066523125027088e-01,  3.736734053041724e-01,  1.205799384526812e+00,  1.454952703190241e-01, -2.216946414524633e-01
  2.901000000000000e+01, -1.005039489313681e-02, -3.177470582625490e-01,  9.388518021506680e-02,  1.459175439115078e-02,  7.393797161040996e-01,  2.368518451231593e-02,  9.722649292360412e-02,  7.657373029249374e-01, -1.067557305301309e-01,  3.749960187711572e-01,  1.204808190560167e+00,  1.453651013904590e-01, -2.225398656398411e-01
  2.902000000000000e+01, -1.001061664650764e-02, -3.178060837950397e-01,  9.392462481128006e-02,  1.465864427583653e-02,  7.394297880111665e-01,  2.371924623018289e-02,  9.734746501119360e-02,  7.641672321524644e-01, -1.068662065183489e-01,  3.763509982187289e-01,  1.203796501043879e+00,  1.452348145733514e-01, -2.234119250421461e-01
  2.903000000000000e+01, -9.969428587373926e-03, -3.178679409915736e-01,  9.396577383517286e-02,  1.472808727745806e-02,  7.394815329771941e-01,  2.375473892783952e-02,  9.747292706885383e-02,  7.625550590331235e-01, -1.069861758752630e-01,  3.777479463128909e-01,  1.202757620465992e+00,  1.451046243882565e-01, -2.243182519293147e-01
  2.904000000000000e+01, -9.926739953935195e-03, -3.179328512494935e-01,  9.400875327677562e-02,  1.480025747992277e-02,  7.395350533324433e-01,  2.379176659392240e-02,  9.760316642389368e-02,  7.608987796960676e-01, -1.071165358609193e-01,  3.791891595122414e-01,  1.201690239018057e+00,  1.449747403948630e-01, -2.252610553960913e-01
  2.905000000000000e+01, -9.882563535237737e-03, -3.180007980386020e-01,  9.405355202581110e-02,  1.487513456439739e-02,  7.395903328680700e-01,  2.383031835783764e-02,  9.773823916511624e-02,  7.592010181644891e-01, -1.072572057879275e-01,  3.806724986892650e-01,  1.200596171827097e+00,  1.448452652198686e-01, -2.262391610734586e-01
  2.906000000000000e+01, -9.836871957675757e-03, -3.180718565672003e-01,  9.410021197880926e-02,  1.495277353849580e-02,  7.396474014459331e-01,  2.387042767579335e-02,  9.787829680469445e-02,  7.574627371648186e-01, -1.074084750269070e-01,  3.821974148286884e-01,  1.199476116920034e+00,  1.447163354352448e-01, -2.272526172678924e-01
  2.907000000000000e+01, -9.789638554016097e-03, -3.181461003867622e-01,  9.414877412546711e-02,  1.503322812065501e-02,  7.397062881387694e-01,  2.391212716814812e-02,  9.802349335986650e-02,  7.556850312282020e-01, -1.075706222881695e-01,  3.837632353963106e-01,  1.198330865629018e+00,  1.445880793115142e-01, -2.283013826302616e-01
  2.908000000000000e+01, -9.740837483471232e-03, -3.182236012141652e-01,  9.419927843095183e-02,  1.511655054000730e-02,  7.397670210795432e-01,  2.395544851604979e-02,  9.817398486941839e-02,  7.538691281902150e-01, -1.077439153399636e-01,  3.853691589367840e-01,  1.197161302951806e+00,  1.444606151849461e-01, -2.293853160187930e-01
  2.909000000000000e+01, -9.690443905160120e-03, -3.183044284882645e-01,  9.425176358873716e-02,  1.520279120027455e-02,  7.398296272689531e-01,  2.400042225437168e-02,  9.832992888983734e-02,  7.520163927922919e-01, -1.079286090949711e-01,  3.870142493000570e-01,  1.195968409493900e+00,  1.443340511733862e-01, -2.305041685393938e-01
  2.910000000000000e+01, -9.638434186872522e-03, -3.183886487159875e-01,  9.430626667357143e-02,  1.529199824672424e-02,  7.398941323610516e-01,  2.404707748587965e-02,  9.849148401163277e-02,  7.501283314722725e-01, -1.081249423393781e-01,  3.886974285222096e-01,  1.194753264102711e+00,  1.442084858932790e-01, -2.316575755876840e-01
  2.911000000000000e+01, -9.584786133933839e-03, -3.184763247811185e-01,  9.436282277113454e-02,  1.538421709763261e-02,  7.399605604248335e-01,  2.409544157641509e-02,  9.865880927716700e-02,  7.482065965715240e-01, -1.083331343892866e-01,  3.904174699078915e-01,  1.193517045605421e+00,  1.440840091167221e-01, -2.328450487888512e-01
  2.912000000000000e+01, -9.529479251535690e-03, -3.185675153225649e-01,  9.442146462265937e-02,  1.547948994596124e-02,  7.400289336456989e-01,  2.414553985818916e-02,  9.883206332214933e-02,  7.462529897399879e-01, -1.085533826801296e-01,  3.921729920907091e-01,  1.192261033824737e+00,  1.439607021073137e-01, -2.340659689603996e-01
  2.913000000000000e+01, -9.472495032921670e-03, -3.186622741622405e-01,  9.448222227962154e-02,  1.557785524016460e-02,  7.400992719830649e-01,  2.419739533938582e-02,  9.901140332224824e-02,  7.442694647505768e-01, -1.087858610218852e-01,  3.939624533539208e-01,  1.190986609863666e+00,  1.438386383111327e-01, -2.353195798014715e-01
  2.914000000000000e+01, -9.413817245920603e-03, -3.187606497234146e-01,  9.454512275460163e-02,  1.567934716334812e-02,  7.401715928308865e-01,  2.425102841157435e-02,  9.919698391823945e-02,  7.422581291737743e-01, -1.090307177986055e-01,  3.957841456905439e-01,  1.189695254871032e+00,  1.437178853941852e-01, -2.366049817509907e-01
  2.915000000000000e+01, -9.353432221619674e-03, -3.188626843888298e-01,  9.461018964617869e-02,  1.578399509473499e-02,  7.402459106834408e-01,  2.430645653824638e-02,  9.938895614203852e-02,  7.402212450144808e-01, -1.092880737414403e-01,  3.976361890690522e-01,  1.188388548269281e+00,  1.435985087036070e-01, -2.379211266633617e-01
  2.916000000000000e+01, -9.291329152396586e-03, -3.189684138081092e-01,  9.467744273888506e-02,  1.589182304605229e-02,  7.403222367943880e-01,  2.436369392454907e-02,  9.958746633204552e-02,  7.381612289602782e-01, -1.095580194001573e-01,  3.995165266172266e-01,  1.187068167068396e+00,  1.434805751110403e-01, -2.392668135020872e-01
  2.917000000000000e+01, -9.227500382471021e-03, -3.190778662272776e-01,  9.474689761442549e-02,  1.600284911222707e-02,  7.404005788433046e-01,  2.442275119739656e-02,  9.979265503440049e-02,  7.360806512698751e-01, -1.098406127554434e-01,  4.014229210963797e-01,  1.185735884575962e+00,  1.433641564455243e-01, -2.406406844313538e-01
  2.918000000000000e+01, -9.161941687942991e-03, -3.191910619015518e-01,  9.481856530037860e-02,  1.611708495532950e-02,  7.404809406057170e-01,  2.448363511620423e-02,  1.000046557780512e-01,  7.339822319217620e-01, -1.101358774827418e-01,  4.033529531015719e-01,  1.184393565602322e+00,  1.432493314731490e-01, -2.420412209985825e-01
  2.919000000000000e+01, -9.094652582839220e-03, -3.193080125185733e-01,  9.489245191245582e-02,  1.623453525620449e-02,  7.405633215834604e-01,  2.454634827747680e-02,  1.002235936255200e-01,  7.318688354942844e-01, -1.104438016123918e-01,  4.053040205511862e-01,  1.183043159727779e+00,  1.431361855369512e-01, -2.434667403486909e-01
  2.920000000000000e+01, -9.025636672066866e-03, -3.194287204695443e-01,  9.496855821557690e-02,  1.635519706624259e-02,  7.406477165871626e-01,  2.461088875454203e-02,  1.004495836088629e-01,  7.297434668637426e-01, -1.107643354341681e-01,  4.072733377534475e-01,  1.181686695606819e+00,  1.430248096338543e-01, -2.449153916954855e-01
  2.921000000000000e+01, -8.954902024571684e-03, -3.195531779488802e-01,  9.504687910594269e-02,  1.647905908930637e-02,  7.407341153123536e-01,  2.467724967680603e-02,  1.006827292044363e-01,  7.276092671170905e-01, -1.110973882424876e-01,  4.092579341557872e-01,  1.180326275886318e+00,  1.429153007068454e-01, -2.463851539491905e-01
  2.922000000000000e+01, -8.882461556799889e-03, -3.196813659739002e-01,  9.512740305542475e-02,  1.660610093052732e-02,  7.408225019119227e-01,  2.474541878146556e-02,  1.009231207984815e-01,  7.254695088315790e-01, -1.114428245715206e-01,  4.112546548939157e-01,  1.178964072379267e+00,  1.428077621979207e-01, -2.478738349584298e-01
  2.923000000000000e+01, -8.808333456443364e-03, -3.198132533214786e-01,  9.521011150519046e-02,  1.673629226974970e-02,  7.409128545202598e-01,  2.481537792448265e-02,  1.011708339556671e-01,  7.233275908766430e-01, -1.118004602129473e-01,  4.132601636247986e-01,  1.177602322140193e+00,  1.427023048329995e-01, -2.493790716965809e-01
