Main.Studies.MarkerTracking.t,Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_LeftLeg.HipFlexion,Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_LeftLeg.HipAbduction,Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_LeftLeg.HipExternalRotation,Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_LeftLeg.KneeFlexion,Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_LeftLeg.AnklePlantarFlexion,Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_LeftLeg.SubTalarEversion
  7.000000000000000e+00, -8.675293343221534e-02,  1.299861967188636e-01,  1.207514427022373e-01, -6.156156158110439e-02,  4.086253594470729e-02,  1.637518610660490e-01
  7.010000000000000e+00, -8.593501350202762e-02,  1.298868779448392e-01,  1.207344752456729e-01, -6.124935285179369e-02,  4.136139335138830e-02,  1.637783366509375e-01
  7.020000000000000e+00, -8.519131958795705e-02,  1.297906810209395e-01,  1.207141582681580e-01, -6.095459781127346e-02,  4.183977640890423e-02,  1.638022444890436e-01
  7.030000000000000e+00, -8.451322897556376e-02,  1.296966059288867e-01,  1.206900278482973e-01, -6.067462279713210e-02,  4.230052079736103e-02,  1.638241070776769e-01
  7.040000000000000e+00, -8.389819384791142e-02,  1.296044483702719e-01,  1.206620141714464e-01, -6.040837485096339e-02,  4.274412132514441e-02,  1.638437514395566e-01
  7.050000000000000e+00, -8.334721888711175e-02,  1.295141580750787e-01,  1.206297871747737e-01, -6.015599472028259e-02,  4.316989070024786e-02,  1.638615856876448e-01
  7.060000000000000e+00, -8.285859950023688e-02,  1.294253647500589e-01,  1.205934104609096e-01, -5.991656137131177e-02,  4.357828774253467e-02,  1.638773296701911e-01
  7.070000000000000e+00, -8.243037848490960e-02,  1.293374566840164e-01,  1.205528808220132e-01, -5.968907640791812e-02,  4.397006307531591e-02,  1.638908917326254e-01
  7.080000000000000e+00, -8.206039391926856e-02,  1.292497536344344e-01,  1.205082185012028e-01, -5.947240261051848e-02,  4.434622145956255e-02,  1.639022119931474e-01
  7.090000000000000e+00, -8.174685528779142e-02,  1.291617280045319e-01,  1.204594310211506e-01, -5.926546528462952e-02,  4.470773371718594e-02,  1.639113170017955e-01
  7.100000000000000e+00, -8.148881218465392e-02,  1.290731530224343e-01,  1.204064925176437e-01, -5.906744214420886e-02,  4.505526516695672e-02,  1.639183274495790e-01
  7.110000000000000e+00, -8.128583479158140e-02,  1.289841091887129e-01,  1.203494116066380e-01, -5.887769126316174e-02,  4.538919653806506e-02,  1.639233411023186e-01
  7.120000000000000e+00, -8.113912447980537e-02,  1.288945586385439e-01,  1.202880259462698e-01, -5.869615673360186e-02,  4.570939095658271e-02,  1.639266130944027e-01
  7.130000000000000e+00, -8.104904515972697e-02,  1.288045447941664e-01,  1.202224009437262e-01, -5.852250208943304e-02,  4.601590100542131e-02,  1.639280709293200e-01
  7.140000000000000e+00, -8.101636116210399e-02,  1.287139029074860e-01,  1.201525741448816e-01, -5.835658603909541e-02,  4.630866168868329e-02,  1.639276279458776e-01
  7.150000000000000e+00, -8.104179212786278e-02,  1.286223476116009e-01,  1.200786238905342e-01, -5.819831732596061e-02,  4.658760425755761e-02,  1.639251175981437e-01
  7.160000000000000e+00, -8.112599242058351e-02,  1.285295380311584e-01,  1.200006628280152e-01, -5.804767004846697e-02,  4.685263590682827e-02,  1.639203280054881e-01
  7.170000000000000e+00, -8.126956059830463e-02,  1.284351475606698e-01,  1.199188295124149e-01, -5.790470876562531e-02,  4.710360406205596e-02,  1.639130347581109e-01
  7.180000000000000e+00, -8.147306146456663e-02,  1.283389249525912e-01,  1.198332811634061e-01, -5.776961719817288e-02,  4.734025426120008e-02,  1.639030243112796e-01
  7.190000000000000e+00, -8.173704607971949e-02,  1.282407437475943e-01,  1.197441895795283e-01, -5.764272719843844e-02,  4.756218815795959e-02,  1.638901097141527e-01
  7.200000000000000e+00, -8.206205465111291e-02,  1.281406413392696e-01,  1.196517402532746e-01, -5.752454427445008e-02,  4.776882824609702e-02,  1.638741432475127e-01
  7.210000000000000e+00, -8.244858938876527e-02,  1.280388496399527e-01,  1.195561343492301e-01, -5.741576546231790e-02,  4.795939510294034e-02,  1.638550267520294e-01
  7.220000000000000e+00, -8.289712543961117e-02,  1.279358135662580e-01,  1.194575718936380e-01, -5.731731715047057e-02,  4.813288356703874e-02,  1.638327549774537e-01
  7.230000000000000e+00, -8.340791944521332e-02,  1.278321877537429e-01,  1.193563784809863e-01, -5.723019937032188e-02,  4.828817477717041e-02,  1.638071889323533e-01
  7.240000000000000e+00, -8.398041171391528e-02,  1.277289683977012e-01,  1.192527428322296e-01, -5.715576040917791e-02,  4.842384753192874e-02,  1.637786785620006e-01
  7.250000000000000e+00, -8.461417777889824e-02,  1.276272706177231e-01,  1.191470270561693e-01, -5.709536190986416e-02,  4.853849152293266e-02,  1.637473135169380e-01
  7.260000000000000e+00, -8.530763345797647e-02,  1.275285086834128e-01,  1.190395853435764e-01, -5.705048139691896e-02,  4.863062481125447e-02,  1.637134595590047e-01
  7.270000000000000e+00, -8.605892336711650e-02,  1.274341518356497e-01,  1.189308723661966e-01, -5.702261279165591e-02,  4.869886394992642e-02,  1.636774234862523e-01
  7.280000000000000e+00, -8.686456323696123e-02,  1.273458521822299e-01,  1.188213298577024e-01, -5.701325211741756e-02,  4.874192728088906e-02,  1.636398339533625e-01
  7.290000000000000e+00, -8.771960333320497e-02,  1.272655087204473e-01,  1.187114977867221e-01, -5.702364660228953e-02,  4.875884939271225e-02,  1.636014172283304e-01
  7.300000000000000e+00, -8.861841937491265e-02,  1.271947677160232e-01,  1.186019672133295e-01, -5.705492676267179e-02,  4.874900304099446e-02,  1.635629176459423e-01
  7.310000000000000e+00, -8.955386975008990e-02,  1.271352367002208e-01,  1.184933782294332e-01, -5.710790671969110e-02,  4.871220505741723e-02,  1.635251986009002e-01
  7.320000000000000e+00, -9.051760573012485e-02,  1.270883113854748e-01,  1.183864128501438e-01, -5.718304555874208e-02,  4.864877390338401e-02,  1.634891679359211e-01
  7.330000000000000e+00, -9.150022559353063e-02,  1.270550884503625e-01,  1.182817805353936e-01, -5.728039843166740e-02,  4.855956147469544e-02,  1.634557408818985e-01
  7.340000000000000e+00, -9.249149812473720e-02,  1.270362984147100e-01,  1.181801993457466e-01, -5.739959038617257e-02,  4.844595129018155e-02,  1.634258064155311e-01
  7.350000000000000e+00, -9.348064182347403e-02,  1.270322678244260e-01,  1.180823744847502e-01, -5.753981595409952e-02,  4.830982121378808e-02,  1.634001995498601e-01
  7.360000000000000e+00, -9.445664160872352e-02,  1.270429155384543e-01,  1.179889759624716e-01, -5.769986461484596e-02,  4.815347362601164e-02,  1.633796815530193e-01
  7.370000000000000e+00, -9.540858189427098e-02,  1.270677822174877e-01,  1.179006174188012e-01, -5.787816950612827e-02,  4.797954044130004e-02,  1.633649294097236e-01
  7.380000000000000e+00, -9.632597317385347e-02,  1.271060862960700e-01,  1.178178379492499e-01, -5.807287422359564e-02,  4.779087283652417e-02,  1.633565338711223e-01
  7.390000000000000e+00, -9.719904986545974e-02,  1.271567957857320e-01,  1.177410882338167e-01, -5.828191053025465e-02,  4.759042654408238e-02,  1.633550034121573e-01
  7.400000000000000e+00, -9.801902105205498e-02,  1.272187043939319e-01,  1.176707222874378e-01, -5.850307902151266e-02,  4.738115363001641e-02,  1.633607701722525e-01
  7.410000000000000e+00, -9.877826221255903e-02,  1.272905023770385e-01,  1.176069954027738e-01, -5.873412598658049e-02,  4.716590930932239e-02,  1.633741948477236e-01
  7.420000000000000e+00, -9.947044347431352e-02,  1.273708362211869e-01,  1.175500673274807e-01, -5.897281217439044e-02,  4.694737789063747e-02,  1.633955697278547e-01
  7.430000000000000e+00, -1.000905964911230e-01,  1.274583553991666e-01,  1.175000091391529e-01, -5.921697132693302e-02,  4.672801835798590e-02,  1.634251202913030e-01
  7.440000000000000e+00, -1.006351264744794e-01,  1.275517477315407e-01,  1.174568127197861e-01, -5.946455766111520e-02,  4.651002810536248e-02,  1.634630059423510e-01
  7.450000000000000e+00, -1.011020219372220e-01,  1.276496793697803e-01,  1.174204969354789e-01, -5.971357622466188e-02,  4.629539377959186e-02,  1.635090618988568e-01
  7.460000000000000e+00, -1.014897619737455e-01,  1.277511640249953e-01,  1.173907284484185e-01, -5.996255662214681e-02,  4.608558153983908e-02,  1.635638731129998e-01
  7.470000000000000e+00, -1.017988333064580e-01,  1.278550526774673e-01,  1.173674498896438e-01, -6.020986375349079e-02,  4.588201644601391e-02,  1.636271056795656e-01
  7.480000000000000e+00, -1.020304875944251e-01,  1.279603887841623e-01,  1.173504645576203e-01, -6.045420290375603e-02,  4.568575781761122e-02,  1.636986659060341e-01
  7.490000000000000e+00, -1.021867758684557e-01,  1.280664341293485e-01,  1.173394844697290e-01, -6.069455383474363e-02,  4.549756379788365e-02,  1.637786131679849e-01
  7.500000000000000e+00, -1.022710032585697e-01,  1.281722428775003e-01,  1.173344397147749e-01, -6.092989663476966e-02,  4.531808552003728e-02,  1.638663030194905e-01
  7.510000000000000e+00, -1.022867010949652e-01,  1.282772076646101e-01,  1.173350785014781e-01, -6.115958263678630e-02,  4.514764067566498e-02,  1.639615552213162e-01
  7.520000000000000e+00, -1.022378284656267e-01,  1.283811360364933e-01,  1.173409779448241e-01, -6.138326114133326e-02,  4.498629903169868e-02,  1.640646316296257e-01
  7.530000000000000e+00, -1.021292247429903e-01,  1.284836525544444e-01,  1.173518988462451e-01, -6.160057656619715e-02,  4.483408181293937e-02,  1.641752212327755e-01
  7.540000000000000e+00, -1.019656229121363e-01,  1.285841316977763e-01,  1.173678164503254e-01, -6.181123737072722e-02,  4.469088112560569e-02,  1.642924625732506e-01
  7.550000000000000e+00, -1.017520936643769e-01,  1.286826059097061e-01,  1.173883546771090e-01, -6.201528330791414e-02,  4.455639611182010e-02,  1.644164106237760e-01
  7.560000000000000e+00, -1.014937687021895e-01,  1.287789912743014e-01,  1.174132639985486e-01, -6.221279149713751e-02,  4.443026688970413e-02,  1.645467780261817e-01
  7.570000000000000e+00, -1.011957722861507e-01,  1.288732761208220e-01,  1.174422960700246e-01, -6.240393487481095e-02,  4.431206296075371e-02,  1.646832734638666e-01
  7.580000000000000e+00, -1.008631467032018e-01,  1.289655122036932e-01,  1.174752034844706e-01, -6.258896626386859e-02,  4.420130242378498e-02,  1.648256057908435e-01
  7.590000000000000e+00, -1.005005752328962e-01,  1.290557331673405e-01,  1.175118298689571e-01, -6.276815578264831e-02,  4.409744983318598e-02,  1.649733104596453e-01
  7.600000000000000e+00, -1.001132455128098e-01,  1.291442478093239e-01,  1.175517308241089e-01, -6.294197604832684e-02,  4.400001007019460e-02,  1.651264935412045e-01
  7.610000000000000e+00, -9.970536617924686e-02,  1.292311382411566e-01,  1.175947640904965e-01, -6.311078161101583e-02,  4.390842075304195e-02,  1.652846685124294e-01
  7.620000000000000e+00, -9.928115716410946e-02,  1.293166097983403e-01,  1.176406784955518e-01, -6.327501327632293e-02,  4.382214472028129e-02,  1.654475714979405e-01
  7.630000000000000e+00, -9.884456104868473e-02,  1.294008847405588e-01,  1.176892231298399e-01, -6.343513221378747e-02,  4.374065829211118e-02,  1.656149405736289e-01
  7.640000000000000e+00, -9.839988348430891e-02,  1.294842089120851e-01,  1.177400442161318e-01, -6.359171968145064e-02,  4.366346326761649e-02,  1.657866090085890e-01
