Main.Studies.MarkerTracking.t,Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_LeftArm.ThoraxClavicula[0],Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_LeftArm.ThoraxClavicula[1],Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_LeftArm.ThoraxClavicula[2],Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_LeftArm.ClaviculaScapula[0],Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_LeftArm.ClaviculaScapula[1],Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_LeftArm.ClaviculaScapula[2],Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_LeftArm.ScapulaHumerus[0],Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_LeftArm.ScapulaHumerus[1],Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_LeftArm.ScapulaHumerus[2],Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_LeftArm.HumerusUlna,Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_LeftArm.UlnaRadius,Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_LeftArm.RadiusWrist,Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_LeftArm.WristHand
  3.500000000000000e+01, -1.602721491921096e-02, -2.983883658486808e-01,  8.378426016847050e-02,  2.148945768921830e-03,  7.333645315874954e-01,  1.524605390061226e-02,  7.517799309811234e-02,  9.955200544072582e-01, -8.027555819881594e-03,  2.034529882264526e-01,  1.283137299675663e+00, -7.433462114735261e-03,  2.432388641186600e-02
  3.501000000000000e+01, -1.598778310470170e-02, -2.984746280633500e-01,  8.383354408050583e-02,  2.220618490866321e-03,  7.334098737006449e-01,  1.528927160023842e-02,  7.539881460545773e-02,  9.953187709930111e-01, -8.284770890970830e-03,  2.038074191130627e-01,  1.282903285191927e+00, -7.629282493950011e-03,  2.423958207866354e-02
  3.502000000000000e+01, -1.594744737532033e-02, -2.985634125433098e-01,  8.388418229918639e-02,  2.294066303201161e-03,  7.334561798593201e-01,  1.533364348835240e-02,  7.562456787419641e-02,  9.950989192682621e-01, -8.552872131953613e-03,  2.041833816925782e-01,  1.282645025159804e+00, -7.830867489125934e-03,  2.414389803436311e-02
  3.503000000000000e+01, -1.590582562419883e-02, -2.986550496744893e-01,  8.393645025194960e-02,  2.369868055459857e-03,  7.335039619522381e-01,  1.537943097087448e-02,  7.585747572720537e-02,  9.948724673074093e-01, -8.829705434495653e-03,  2.045763145674460e-01,  1.282373291522831e+00, -8.038867574109385e-03,  2.404618516729919e-02
  3.504000000000000e+01, -1.586284360314522e-02, -2.987497189329432e-01,  8.399044822786518e-02,  2.448163352833692e-03,  7.335533031890019e-01,  1.542672011952831e-02,  7.609794844346471e-02,  9.946387996156876e-01, -9.115905160514436e-03,  2.049877477373601e-01,  1.282086795088732e+00, -8.253777986886044e-03,  2.394608672468281e-02
  3.505000000000000e+01, -1.581854504240833e-02, -2.988473321777042e-01,  8.404612522727488e-02,  2.528875151795664e-03,  7.336041524723856e-01,  1.547546475927906e-02,  7.634573724147116e-02,  9.943981493145158e-01, -9.411249021838430e-03,  2.054173814506913e-01,  1.281785678323495e+00, -8.475434869857258e-03,  2.384370666526268e-02
  3.506000000000000e+01, -1.577292756736688e-02, -2.989479003643625e-01,  8.410348720058577e-02,  2.612009842009500e-03,  7.336565119860048e-01,  1.552566866999815e-02,  7.660085197276195e-02,  9.941505915433886e-01, -9.715798216098843e-03,  2.058655063518644e-01,  1.281469695600799e+00, -8.703905080540527e-03,  2.373910775016845e-02
  3.507000000000000e+01, -1.572599021224557e-02, -2.990514321496512e-01,  8.416253867319838e-02,  2.697571456570859e-03,  7.337103821895407e-01,  1.557733431193825e-02,  7.686329465874776e-02,  9.938962146678484e-01, -1.002961092612829e-02,  2.063324041187614e-01,  1.281138622683526e+00, -8.939260245600000e-03,  2.363235052400425e-02
  3.508000000000000e+01, -1.567773331385853e-02, -2.991579335267787e-01,  8.422328263799336e-02,  2.785561727547448e-03,  7.337657620263848e-01,  1.563046275811902e-02,  7.713306025347917e-02,  9.936351381956383e-01, -1.035273741959905e-02,  2.068183349394275e-01,  1.280792278347270e+00, -9.181577024177703e-03,  2.352350277877341e-02
  3.509000000000000e+01, -1.562815852454997e-02, -2.992674078308373e-01,  8.428572055160449e-02,  2.875980068451486e-03,  7.338226489030290e-01,  1.568505369146456e-02,  7.741013660883656e-02,  9.933675128106494e-01, -1.068522022292646e-02,  2.073235353944958e-01,  1.280430525141312e+00, -9.430938272387036e-03,  2.341263721836305e-02
  3.510000000000000e+01, -1.557726883062233e-02, -2.993798557729963e-01,  8.434985234016441e-02,  2.968823556691303e-03,  7.338810386567016e-01,  1.574110540892496e-02,  7.769450440828178e-02,  9.930935196543604e-01, -1.102709461737908e-02,  2.078482161573681e-01,  1.280053265304371e+00, -9.687431898101307e-03,  2.329983004938133e-02
  3.511000000000000e+01, -1.552506853909111e-02, -2.994952755415295e-01,  8.441567644366808e-02,  3.064086973646572e-03,  7.339409255601693e-01,  1.579861485982080e-02,  7.798613727032438e-02,  9.928133686122693e-01, -1.137838934900810e-02,  2.083925596135869e-01,  1.279660433440253e+00, -9.951148302362512e-03,  2.318516114668355e-02
  3.512000000000000e+01, -1.547156321940611e-02, -2.996136629438900e-01,  8.448318989345709e-02,  3.161762911912505e-03,  7.340023023855938e-01,  1.585757771521622e-02,  7.828500209935033e-02,  9.925272967972145e-01, -1.173912715413538e-02,  2.089567174248939e-01,  1.279251990394709e+00, -1.022217818377721e-02,  2.306871635867098e-02
  3.513000000000000e+01, -1.541675964066826e-02, -2.997350114948361e-01,  8.455238836980132e-02,  3.261841877161074e-03,  7.340651604834482e-01,  1.591798842282842e-02,  7.859105946974831e-02,  9.922355679486868e-01, -1.210932475067774e-02,  2.095408082567071e-01,  1.278827919777548e+00, -1.050060943563875e-02,  2.295059166184579e-02
  3.514000000000000e+01, -1.536066574013624e-02, -2.998593124042669e-01,  8.462326620747296e-02,  3.364312325506410e-03,  7.341294898298387e-01,  1.597984021779747e-02,  7.890426383339097e-02,  9.919384720208131e-01, -1.248899236453572e-02,  2.101449157974897e-01,  1.278388224946100e+00, -1.078652128252961e-02,  2.283089762029753e-02
  3.515000000000000e+01, -1.530329062449483e-02, -2.999865544964407e-01,  8.469581636137326e-02,  3.469160641100296e-03,  7.341952790351899e-01,  1.604312509836201e-02,  7.922456354602665e-02,  9.916363250454933e-01, -1.287813306633966e-02,  2.107690866319654e-01,  1.277932925214821e+00, -1.107997739804465e-02,  2.270976284646711e-02
  3.516000000000000e+01, -1.524464460271779e-02, -3.001167240576296e-01,  8.477003033158879e-02,  3.576371056694863e-03,  7.342625153176355e-01,  1.610783376671081e-02,  7.955190073148682e-02,  9.913294698588418e-01, -1.327674184809993e-02,  2.114133275633451e-01,  1.277462051753464e+00, -1.138102136591348e-02,  2.258733637269942e-02
  3.517000000000000e+01, -1.518473923385743e-02, -3.002498046164447e-01,  8.484589805555233e-02,  3.685925537641703e-03,  7.343311844633511e-01,  1.617395554247332e-02,  7.988621106070415e-02,  9.910182769909699e-01, -1.368480432107949e-02,  2.120776028534174e-01,  1.276975644470821e+00, -1.168967556803176e-02,  2.246378843843161e-02
  3.518000000000000e+01, -1.512358735658431e-02, -3.003857767450074e-01,  8.492340781528612e-02,  3.797803695413221e-03,  7.344012708111483e-01,  1.624147829068076e-02,  8.022742362999663e-02,  9.907031449982884e-01, -1.410229538946581e-02,  2.127618321937050e-01,  1.276473752396705e+00, -1.200594219218492e-02,  2.233930904369630e-02
  3.519000000000000e+01, -1.506120309713768e-02, -3.005246179313386e-01,  8.500254618108311e-02,  3.911982744843816e-03,  7.344727572578311e-01,  1.631038838056691e-02,  8.057546095920246e-02,  9.903845004176444e-01, -1.452917827610959e-02,  2.134658892692281e-01,  1.275956436651283e+00, -1.232980428689986e-02,  2.221410602261257e-02
  3.520000000000000e+01, -1.499760187937277e-02, -3.006663024768739e-01,  8.508329796450859e-02,  4.028437465963330e-03,  7.345456252579486e-01,  1.638067065195448e-02,  8.093023898500937e-02,  9.900627975545123e-01, -1.496540377512813e-02,  2.141895997826065e-01,  1.275423770309985e+00, -1.266122446056593e-02,  2.208840567823762e-02
  3.521000000000000e+01, -1.493280043791684e-02, -3.008108013807559e-01,  8.516564616449834e-02,  4.147140155378362e-03,  7.346198548187977e-01,  1.645230837527659e-02,  8.129166703275090e-02,  9.897385184361703e-01, -1.541090944262360e-02,  2.149327384255292e-01,  1.274875833890291e+00, -1.300014053695343e-02,  2.196245538733891e-02
  3.522000000000000e+01, -1.486681683219105e-02, -3.009580822079786e-01,  8.524957190690810e-02,  4.268060577263017e-03,  7.346954244994583e-01,  1.652528320792878e-02,  8.165964780752337e-02,  9.894121736165242e-01, -1.586561860719890e-02,  2.156950254949903e-01,  1.274312711959532e+00, -1.334646201606560e-02,  2.183652376003745e-02
  3.523000000000000e+01, -1.479967046132457e-02, -3.011081089202848e-01,  8.533505436807183e-02,  4.391165898689498e-03,  7.347723114100819e-01,  1.659957513682463e-02,  8.203407738463499e-02,  9.890843042150989e-01, -1.632943906766425e-02,  2.164761237839965e-01,  1.273734494799356e+00, -1.370007121465323e-02,  2.171089663791240e-02
  3.524000000000000e+01, -1.473138208361867e-02, -3.012608416602259e-01,  8.542207067818462e-02,  4.516420613969512e-03,  7.348504912151004e-01,  1.667516240672327e-02,  8.241484520241364e-02,  9.887554847556773e-01, -1.680226139556850e-02,  2.172756360595004e-01,  1.273141285479093e+00, -1.406082679325466e-02,  2.158587216642941e-02
  3.525000000000000e+01, -1.466197382891225e-02, -3.014162365235621e-01,  8.551059582189886e-02,  4.643786469349149e-03,  7.349299381444849e-01,  1.675202144587707e-02,  8.280183407637896e-02,  9.884263255063604e-01, -1.728395711119308e-02,  2.180931035763400e-01,  1.272533210078598e+00, -1.442856533083545e-02,  2.146175745704667e-02
  3.526000000000000e+01, -1.459146922336944e-02, -3.015742453245296e-01,  8.560060253168324e-02,  4.773222374849827e-03,  7.350106249912975e-01,  1.683012678629046e-02,  8.319492014075222e-02,  9.880974733557950e-01, -1.777437697325706e-02,  2.189280053473249e-01,  1.271910425676887e+00, -1.480310033079436e-02,  2.133886646283627e-02
