Main.Studies.MarkerTracking.t,Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_LeftLeg.HipFlexion,Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_LeftLeg.HipAbduction,Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_LeftLeg.HipExternalRotation,Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_LeftLeg.KneeFlexion,Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_LeftLeg.AnklePlantarFlexion,Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_LeftLeg.SubTalarEversion
  1.502000000000000e+01,  8.596010777956449e-01,  4.002609457112616e-03,  5.041933833620279e-02,  1.137968732956407e+00,  8.236599001146051e-02, -1.418762642920294e-01
  1.503000000000000e+01,  8.600484341983418e-01,  3.916571948066272e-03,  5.056393393361652e-02,  1.138095102688185e+00,  8.175776451586204e-02, -1.408802643916320e-01
  1.504000000000000e+01,  8.603479005059783e-01,  3.724555633366267e-03,  5.060267193580244e-02,  1.138034527486900e+00,  8.187664609637232e-02, -1.405978924716791e-01
  1.505000000000000e+01,  8.606394995402886e-01,  4.037664693260723e-03,  5.055073671051033e-02,  1.138212401965265e+00,  8.208665599304439e-02, -1.409982790590639e-01
  1.506000000000000e+01,  8.608105448664168e-01,  3.619016945477727e-03,  5.036958238814928e-02,  1.138328251041237e+00,  8.141304244189956e-02, -1.401136429995334e-01
  1.507000000000000e+01,  8.610341853513221e-01,  3.325576592782653e-03,  5.046650023796254e-02,  1.138184957345854e+00,  8.111041527767826e-02, -1.396552568783822e-01
  1.508000000000000e+01,  8.612778254342690e-01,  3.523777119107452e-03,  5.046335383660809e-02,  1.138174465939958e+00,  8.142011927381440e-02, -1.399354946053834e-01
  1.509000000000000e+01,  8.611632198310911e-01,  3.401700959933862e-03,  5.004292857129779e-02,  1.138245338315626e+00,  8.155939981061024e-02, -1.405702727883666e-01
  1.510000000000000e+01,  8.614732280401652e-01,  2.944209102854645e-03,  5.029839354451933e-02,  1.138069378946021e+00,  8.141865688294944e-02, -1.397006598716611e-01
  1.511000000000000e+01,  8.616817991508999e-01,  3.291795263223873e-03,  5.022425962273189e-02,  1.138196353438427e+00,  8.070320523756921e-02, -1.398475503438380e-01
  1.512000000000000e+01,  8.622417579694980e-01,  3.187594343445621e-03,  5.013425282685647e-02,  1.138204162810226e+00,  8.068986063450810e-02, -1.407509995163611e-01
