Main.Studies.MarkerTracking.t,Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_RightArm.SternoClavicularProtraction,Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_RightArm.SternoClavicularElevation,Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_RightArm.SternoClavicularAxialRotation,Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_RightArm.AcromioClavicularProtraction,Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_RightArm.AcromioClavicularMedialRotation,Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_RightArm.AcromioClavicularPosteriorTilt,Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_RightArm.GlenohumeralFlexion,Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_RightArm.GlenohumeralExternalRotation,Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_RightArm.GlenohumeralAbduction,Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_RightArm.ElbowFlexion,Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_RightArm.ElbowPronation,Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_RightArm.WristFlexion,Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_RightArm.WristAbduction
  7.340000000000000e+00, -3.249725423427828e-01,  1.042620706101192e-01,  4.083229372738961e-02,  7.948416172461419e-01, -6.268521837705276e-02,  4.083229372738417e-02,  3.530474251023383e-01, -2.589558249847750e-01,  4.696297600314699e-01,  1.391485227258429e+00,  8.789013973588856e-01, -1.128140623086878e+00, -1.380142664147759e-02
  7.350000000000000e+00, -3.249376304648091e-01,  1.042438512345589e-01,  4.080838321359166e-02,  7.948138490236146e-01, -6.265280949756225e-02,  4.080838321340661e-02,  3.530157469917325e-01, -2.586854410010018e-01,  4.694697879202235e-01,  1.391640796881327e+00,  8.794151779026438e-01, -1.128854904432010e+00, -1.391433754850702e-02
  7.359999999999999e+00, -3.248617995860114e-01,  1.042078231225894e-01,  4.077215016413357e-02,  7.947796446149855e-01, -6.259770803648612e-02,  4.077215016391567e-02,  3.531834413884878e-01, -2.588398554023902e-01,  4.692395914277624e-01,  1.391569081543014e+00,  8.795277515809206e-01, -1.128985367271468e+00, -1.390417023957445e-02
  7.370000000000000e+00, -3.249696317057436e-01,  1.042671125574270e-01,  4.085935219642221e-02,  7.948876210571395e-01, -6.271081698025815e-02,  4.085935219579980e-02,  3.534824193486601e-01, -2.591814987237069e-01,  4.698334322342820e-01,  1.391739792370568e+00,  8.794578498175832e-01, -1.129246057733243e+00, -1.392577742368485e-02
  7.380000000000000e+00, -3.250997621409439e-01,  1.043364628276735e-01,  4.095485847222147e-02,  7.950017200471855e-01, -6.283781731861482e-02,  4.095485847224316e-02,  3.536965104042951e-01, -2.594040682311553e-01,  4.704773221566431e-01,  1.391843039228950e+00,  8.788664248340637e-01, -1.129539241887934e+00, -1.392525105225676e-02
  7.390000000000000e+00, -3.250370580960092e-01,  1.043077721126364e-01,  4.092976436675623e-02,  7.949815479769357e-01, -6.279700710333924e-02,  4.092976436504416e-02,  3.539085953901411e-01, -2.597801289901159e-01,  4.703233806419999e-01,  1.391695304477390e+00,  8.789103737397335e-01, -1.129351546517856e+00, -1.383675251679580e-02
  7.399999999999999e+00, -3.249860510151663e-01,  1.042853625678299e-01,  4.091346690773755e-02,  7.949719805824569e-01, -6.276781639801365e-02,  4.091346690755840e-02,  3.541430940224801e-01, -2.600992601223577e-01,  4.702288878951240e-01,  1.391690284295924e+00,  8.788941434906226e-01, -1.129549378965178e+00, -1.382510798199352e-02
  7.410000000000000e+00, -3.250690561629002e-01,  1.043314587367086e-01,  4.098262511263218e-02,  7.950584608735066e-01, -6.285684589645912e-02,  4.098262511239643e-02,  3.544037444672656e-01, -2.602092926388293e-01,  4.707011325276117e-01,  1.391934127873991e+00,  8.787173235686876e-01, -1.129720894786495e+00, -1.389053579693234e-02
  7.420000000000000e+00, -3.249674613670273e-01,  1.042754308698042e-01,  4.089971442804124e-02,  7.949554984438483e-01, -6.274956711278978e-02,  4.089971442800865e-02,  3.541108602901040e-01, -2.606319752633041e-01,  4.701360874975944e-01,  1.391786684449836e+00,  8.785547635776001e-01, -1.129769900205313e+00, -1.380661172877870e-02
  7.430000000000000e+00, -3.249021378746588e-01,  1.042533072140142e-01,  4.090796086478233e-02,  7.949916728799440e-01, -6.274054403458762e-02,  4.090796086475246e-02,  3.548497976741602e-01, -2.610058698478630e-01,  4.702325709424202e-01,  1.391390082257405e+00,  8.784217435032583e-01, -1.129677856743715e+00, -1.373798160267761e-02
