Main.Studies.MarkerTracking.t,Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_RightArm.SternoClavicularProtraction,Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_RightArm.SternoClavicularElevation,Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_RightArm.SternoClavicularAxialRotation,Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_RightArm.AcromioClavicularProtraction,Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_RightArm.AcromioClavicularMedialRotation,Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_RightArm.AcromioClavicularPosteriorTilt,Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_RightArm.GlenohumeralFlexion,Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_RightArm.GlenohumeralExternalRotation,Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_RightArm.GlenohumeralAbduction,Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_RightArm.ElbowFlexion,Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_RightArm.ElbowPronation,Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_RightArm.WristFlexion,Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_RightArm.WristAbduction
  6.780000000000000e+00, -2.871952408052841e-01,  8.693101651535029e-02,  2.583126712059329e-02,  7.820774604203296e-01, -3.770693375728928e-02,  2.583126712060189e-02,  4.777698612027987e-01, -2.371590274300689e-01,  3.753710443061335e-01,  1.919224431617425e+00,  7.869211712046149e-02,  3.677582348812536e-01, -3.048951759739049e-02
  6.790000000000000e+00, -2.873015562713936e-01,  8.698704488212350e-02,  2.590426785141052e-02,  7.821677246120207e-01, -3.780943753275490e-02,  2.590426785141052e-02,  4.779027339747235e-01, -2.371797173016105e-01,  3.758762517421898e-01,  1.918207995149064e+00,  7.707866839449409e-02,  3.682024732344025e-01, -3.047131794134194e-02
  6.800000000000000e+00, -2.874060156089559e-01,  8.704393699505042e-02,  2.598403538768296e-02,  7.822700182370512e-01, -3.791819230231264e-02,  2.598403538767868e-02,  4.781561498517783e-01, -2.376843366327367e-01,  3.764335626628241e-01,  1.917096451905036e+00,  7.687130647568620e-02,  3.686608840601102e-01, -3.044694943647963e-02
  6.810000000000000e+00, -2.874160205535787e-01,  8.705990041294842e-02,  2.603753903475408e-02,  7.823575030601521e-01, -3.797454051702043e-02,  2.603753903476260e-02,  4.788817669788621e-01, -2.377018044688567e-01,  3.768347155615371e-01,  1.915987710437818e+00,  7.635789619603985e-02,  3.652147276605944e-01, -3.070769723190530e-02
  6.820000000000000e+00, -2.874143099936494e-01,  8.705382384546811e-02,  2.601379080292619e-02,  7.823178134667308e-01, -3.795028436366232e-02,  2.601379080292193e-02,  4.785344322309055e-01, -2.377008301776774e-01,  3.766554150171341e-01,  1.915254655043840e+00,  7.668268616405860e-02,  3.627730386055821e-01, -3.081936149150490e-02
  6.830000000000000e+00, -2.874040904844808e-01,  8.705100391631770e-02,  2.601796420242458e-02,  7.823280950829196e-01, -3.795164102982018e-02,  2.601796420242885e-02,  4.786928051043655e-01, -2.382762599855183e-01,  3.766917176480388e-01,  1.914386301722808e+00,  7.784498816591218e-02,  3.618091794703358e-01, -3.096258506092294e-02
  6.840000000000000e+00, -2.874076139000082e-01,  8.705105254882328e-02,  2.601249662445921e-02,  7.823177260142545e-01, -3.794713852109566e-02,  2.601249662420309e-02,  4.785765947615443e-01, -2.390852941503047e-01,  3.766486522520694e-01,  1.913917717031280e+00,  7.847416519508570e-02,  3.620363688615540e-01, -3.127519346633363e-02
  6.850000000000001e+00, -2.873965614717496e-01,  8.704169504251613e-02,  2.598949626224625e-02,  7.822822396685672e-01, -3.792104992758194e-02,  2.598949626223771e-02,  4.783271273520340e-01, -2.397531903976970e-01,  3.764792782098447e-01,  1.913410709748881e+00,  7.932614601648491e-02,  3.613793132277370e-01, -3.163703749666472e-02
  6.860000000000000e+00, -2.874568033509026e-01,  8.706622920493579e-02,  2.599940299983152e-02,  7.822800857557518e-01, -3.794761287633275e-02,  2.599940299983152e-02,  4.779212608056183e-01, -2.398329519351777e-01,  3.765269554559735e-01,  1.912973462359403e+00,  8.079081458437373e-02,  3.595206117002550e-01, -3.175115565312548e-02
  6.870000000000000e+00, -2.874898627949499e-01,  8.707766316676024e-02,  2.599598547239286e-02,  7.822639056451777e-01, -3.795332198701229e-02,  2.599598547238004e-02,  4.775631315716558e-01, -2.400354112679758e-01,  3.764859799867999e-01,  1.912355476118441e+00,  8.253145187782555e-02,  3.576005784962910e-01, -3.193742645735338e-02
  6.880000000000000e+00, -2.874747935206330e-01,  8.706181645130284e-02,  2.595115286841075e-02,  7.821927057067772e-01, -3.790425779590390e-02,  2.595115286840648e-02,  4.770169947491256e-01, -2.397492354598064e-01,  3.761528986084020e-01,  1.911988945538800e+00,  8.379259823906701e-02,  3.571227503319856e-01, -3.193571194212553e-02
