Main.Studies.MarkerTracking.t,Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_LeftArm.SternoClavicularProtraction,Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_LeftArm.SternoClavicularElevation,Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_LeftArm.SternoClavicularAxialRotation,Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_LeftArm.AcromioClavicularProtraction,Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_LeftArm.AcromioClavicularMedialRotation,Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_LeftArm.AcromioClavicularPosteriorTilt,Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_LeftArm.GlenohumeralFlexion,Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_LeftArm.GlenohumeralExternalRotation,Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_LeftArm.GlenohumeralAbduction,Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_LeftArm.ElbowFlexion,Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_LeftArm.ElbowPronation,Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_LeftArm.WristFlexion,Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_LeftArm.WristAbduction
  4.770000000000000e+00, -2.844657669971358e-01,  7.779172812395152e-02, -9.700058251736310e-03,  7.233762068270907e-01, -4.595128549600425e-04, -9.700058251713418e-03, -3.931462399701302e-02, -1.488029990046457e-01,  1.076866970700757e-01,  4.946385542178946e-01,  5.654467672249975e-01,  5.770220670057298e-01,  6.099137112537008e-02
  4.779999999999999e+00, -2.842229467364930e-01,  7.773357917324830e-02, -9.557539680551105e-03,  7.236781583140846e-01, -5.403332569540176e-04, -9.557539680527872e-03, -3.496102808269907e-02, -1.502318572536834e-01,  1.088421154530375e-01,  4.975423461624500e-01,  5.659850798120515e-01,  5.762012766096358e-01,  6.085121498862395e-02
  4.789999999999999e+00, -2.839666186200979e-01,  7.767208505432066e-02, -9.407610883357866e-03,  7.239961451800241e-01, -6.250727832612935e-04, -9.407610883287057e-03, -3.037260979844869e-02, -1.517796606545044e-01,  1.100581570970735e-01,  5.006572529114521e-01,  5.665364470497527e-01,  5.752931318963750e-01,  6.071119510129472e-02
  4.800000000000000e+00, -2.836909009174857e-01,  7.760552403111753e-02, -9.248198944975156e-03,  7.243352192319873e-01, -7.142295484010575e-04, -9.248198944891123e-03, -2.546480665477224e-02, -1.534735050223235e-01,  1.113524491417403e-01,  5.040303400257199e-01,  5.671629088892457e-01,  5.742622440167815e-01,  6.057648783993914e-02
  4.810000000000000e+00, -2.833942346177866e-01,  7.753351653248419e-02, -9.078424586016478e-03,  7.246972826510800e-01, -8.082774288156180e-04, -9.078424585943103e-03, -2.021008223544829e-02, -1.553296413097377e-01,  1.127322038146869e-01,  5.076897065458262e-01,  5.678724027231338e-01,  5.730953618717778e-01,  6.044801865272629e-02
  4.819999999999999e+00, -2.830777911982359e-01,  7.745655499699344e-02, -8.898055720934243e-03,  7.250824233638494e-01, -9.077878574126341e-04, -8.898055720846903e-03, -1.461530577021253e-02, -1.573539684036578e-01,  1.141988557012964e-01,  5.116459294412253e-01,  5.686621988309765e-01,  5.717951998510324e-01,  6.032421743284478e-02
  4.829999999999999e+00, -2.827419052111778e-01,  7.737488587156971e-02, -8.706569652641981e-03,  7.254914411942824e-01, -1.013398400453891e-03, -8.706569652578223e-03, -8.675380727198645e-03, -1.595566594642402e-01,  1.157563144552348e-01,  5.159171977622115e-01,  5.695333664442815e-01,  5.703591038740066e-01,  6.020417605953485e-02
  4.840000000000000e+00, -2.823870924681972e-01,  7.728882889689115e-02, -8.503419925418112e-03,  7.259251284804464e-01, -1.125822464052462e-03, -8.503419925274492e-03, -2.386466858481651e-03, -1.619479980940991e-01,  1.174086157845425e-01,  5.205221656272314e-01,  5.704865245053481e-01,  5.687849936584346e-01,  6.008675920087389e-02
  4.850000000000000e+00, -2.820140582751513e-01,  7.719877964893263e-02, -8.288038645281173e-03,  7.263842641033766e-01, -1.245849133144628e-03, -8.288038645120425e-03,  4.253910137258066e-03, -1.645382527114004e-01,  1.191599011025884e-01,  5.254797691763552e-01,  5.715219539334149e-01,  5.670713543372248e-01,  5.997061211707793e-02
  4.859999999999999e+00, -2.816237020946715e-01,  7.710521057688524e-02, -8.059839526390977e-03,  7.268696072619276e-01, -1.374341222862618e-03, -8.059839526170579e-03,  1.124676977513239e-02, -1.673375225397704e-01,  1.210143927418511e-01,  5.308090010388367e-01,  5.726397269574994e-01,  5.652171712699063e-01,  5.985418268924979e-02
