Main.Studies.MarkerTracking.t,Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_RightArm.SternoClavicularProtraction,Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_RightArm.SternoClavicularElevation,Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_RightArm.SternoClavicularAxialRotation,Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_RightArm.AcromioClavicularProtraction,Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_RightArm.AcromioClavicularMedialRotation,Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_RightArm.AcromioClavicularPosteriorTilt,Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_RightArm.GlenohumeralFlexion,Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_RightArm.GlenohumeralExternalRotation,Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_RightArm.GlenohumeralAbduction,Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_RightArm.ElbowFlexion,Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_RightArm.ElbowPronation,Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_RightArm.WristFlexion,Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_RightArm.WristAbduction
  4.770000000000000e+00, -3.122035063653485e-01,  9.073594477836111e-02,  1.794439101971107e-03,  7.344357253805071e-01, -2.022059760418093e-02,  1.794439101971107e-03, -1.162830672001445e-01, -6.109995777687202e-02,  1.841392846024860e-01,  6.023840838970426e-01,  2.931263514601736e-01,  3.928815753416022e-01,  6.518477082624607e-02
  4.779999999999999e+00, -3.120636841441901e-01,  9.069672319647082e-02,  1.851047943388798e-03,  7.345694796894299e-01, -2.024020169073659e-02,  1.851047943328820e-03, -1.141588912396101e-01, -6.200491546839582e-02,  1.846148172221006e-01,  6.035547203884453e-01,  2.951252989718651e-01,  3.943291923417525e-01,  6.507920445498712e-02
  4.789999999999999e+00, -3.118377810591592e-01,  9.060830266508413e-02,  1.831436771184033e-03,  7.346036961202445e-01, -2.015765006945514e-02,  1.831436771123413e-03, -1.123980558340707e-01, -6.282965834098542e-02,  1.845544749241327e-01,  6.049152631663205e-01,  2.967073807919196e-01,  3.978801746682672e-01,  6.468552555217739e-02
  4.800000000000000e+00, -3.115689788941972e-01,  9.049803747873741e-02,  1.785711631917672e-03,  7.346077031169513e-01, -2.003637325625229e-02,  1.785711631731154e-03, -1.106399270503067e-01, -6.355303241489681e-02,  1.843155215736771e-01,  6.067801973643918e-01,  2.969059043052777e-01,  3.997326098881364e-01,  6.423609174212516e-02
  4.810000000000000e+00, -3.113879514107661e-01,  9.043940616283241e-02,  1.824190033742366e-03,  7.347238610548282e-01, -2.002593449490120e-02,  1.824190033864088e-03, -1.084134656392661e-01, -6.475900412700683e-02,  1.846715045731548e-01,  6.094176904640765e-01,  2.964655274632360e-01,  4.008290161317045e-01,  6.362295108147192e-02
  4.819999999999999e+00, -3.111301519254910e-01,  9.034413162643151e-02,  1.826783543573911e-03,  7.348037537312495e-01, -1.995736407088677e-02,  1.826783543452361e-03, -1.060284328807013e-01, -6.601742996870370e-02,  1.847888783161934e-01,  6.129031353025134e-01,  2.947375518457764e-01,  4.010354063297890e-01,  6.298935486672125e-02
  4.829999999999999e+00, -3.108188377317139e-01,  9.023124655952142e-02,  1.839520685599153e-03,  7.349159500865415e-01, -1.988441912262151e-02,  1.839520685659508e-03, -1.030037747432342e-01, -6.737793828701800e-02,  1.850022865146679e-01,  6.168507261214623e-01,  2.931629329166129e-01,  4.010930679086639e-01,  6.230047269238702e-02
  4.840000000000000e+00, -3.105837939423361e-01,  9.015452886449715e-02,  1.886844825057177e-03,  7.350624592757040e-01, -1.986812041579111e-02,  1.886844825351378e-03, -1.001524230672193e-01, -6.912906798195215e-02,  1.854449245735273e-01,  6.211519297478699e-01,  2.944909424050442e-01,  4.027779731633601e-01,  6.173748733218168e-02
  4.850000000000000e+00, -3.102930000612285e-01,  9.005336601088398e-02,  1.917704984756646e-03,  7.351983355819469e-01, -1.981945839460919e-02,  1.917704984756646e-03, -9.704155296102912e-02, -7.089580740273421e-02,  1.857858771846267e-01,  6.260798597690311e-01,  2.953839694521939e-01,  4.035570435069737e-01,  6.093916621690192e-02
  4.859999999999999e+00, -3.100051701018983e-01,  8.996040529141336e-02,  1.980006792821846e-03,  7.353849060484208e-01, -1.980394374047023e-02,  1.980006792933990e-03, -9.348405823365868e-02, -7.305037693763686e-02,  1.863605441604172e-01,  6.322197127406708e-01,  2.951199260838115e-01,  4.034633204019988e-01,  6.006010135151033e-02
  4.869999999999999e+00, -3.097612219264440e-01,  8.989323562843299e-02,  2.084250498359234e-03,  7.356274343500525e-01, -1.984369575891143e-02,  2.084250498305967e-03, -8.969393501186040e-02, -7.573084730224866e-02,  1.872318937944598e-01,  6.392819825353598e-01,  2.940100976619848e-01,  4.025720628885998e-01,  5.921459944619175e-02
  4.880000000000000e+00, -3.093551030377873e-01,  8.975768907854653e-02,  2.152707218229979e-03,  7.358588561207364e-01, -1.980175307340981e-02,  2.152707217817392e-03, -8.496671393947364e-02, -7.852716561989971e-02,  1.878977931322535e-01,  6.457368887366290e-01,  2.942354984260673e-01,  4.028988076041387e-01,  5.849429243522597e-02
  4.890000000000000e+00, -3.088196091079157e-01,  8.955791787356859e-02,  2.149798615047431e-03,  7.360110735130750e-01, -1.965055287504947e-02,  2.149798613962925e-03, -8.013729787063339e-02, -8.113825381571568e-02,  1.880797600665768e-01,  6.531433940388743e-01,  2.939003939711727e-01,  4.026450322741308e-01,  5.773282846722468e-02
  4.899999999999999e+00, -3.083651014454815e-01,  8.940741643274430e-02,  2.231676372390673e-03,  7.362787162187940e-01, -1.960894348690223e-02,  2.231676372241427e-03, -7.476709544804305e-02, -8.391570875321389e-02,  1.888645395223767e-01,  6.614893958889884e-01,  2.951346821978875e-01,  4.017058025847167e-01,  5.691682720838340e-02
  4.909999999999999e+00, -3.080920240348792e-01,  8.934962983939942e-02,  2.425264059859904e-03,  7.366767348023178e-01, -1.973245982423832e-02,  2.425264059859904e-03, -6.936352160359749e-02, -8.709283551652137e-02,  1.904155785753456e-01,  6.711543268913575e-01,  2.956149909184049e-01,  3.991448639212498e-01,  5.589407949257465e-02
  4.920000000000000e+00, -3.077028617797419e-01,  8.923364921871446e-02,  2.552297257227523e-03,  7.369995713428911e-01, -1.975533343070324e-02,  2.552297257053527e-03, -6.390606648590036e-02, -8.994863921538634e-02,  1.915136461753494e-01,  6.814306382259985e-01,  2.943528338223046e-01,  3.955902746476523e-01,  5.519225357064759e-02
  4.930000000000000e+00, -3.071979075067368e-01,  8.907189701569340e-02,  2.667259828739304e-03,  7.373366076261201e-01, -1.973367746368071e-02,  2.667259828656056e-03, -5.757603825472990e-02, -9.382994872151504e-02,  1.925659152428131e-01,  6.913316366431070e-01,  2.932447507602317e-01,  3.944185509018683e-01,  5.407122370654924e-02
  4.940000000000000e+00, -3.068818466538200e-01,  8.901002088689358e-02,  2.913262947361913e-03,  7.378338523648178e-01, -1.989907132504132e-02,  2.913262947323804e-03, -5.098798375759950e-02, -9.801579597590680e-02,  1.945266825435296e-01,  7.020701981004168e-01,  2.952843734836761e-01,  3.920511213133278e-01,  5.317943302149623e-02
