Main.Studies.MarkerTracking.t,Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_RightArm.SternoClavicularProtraction,Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_RightArm.SternoClavicularElevation,Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_RightArm.SternoClavicularAxialRotation,Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_RightArm.AcromioClavicularProtraction,Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_RightArm.AcromioClavicularMedialRotation,Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_RightArm.AcromioClavicularPosteriorTilt,Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_RightArm.GlenohumeralFlexion,Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_RightArm.GlenohumeralExternalRotation,Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_RightArm.GlenohumeralAbduction,Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_RightArm.ElbowFlexion,Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_RightArm.ElbowPronation,Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_RightArm.WristFlexion,Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_RightArm.WristAbduction
  1.000000000000000e+01, -4.875994251435550e-01,  1.847752424012437e-01,  1.418250784583620e-01,  8.845803148585710e-01, -1.884838159154889e-01,  1.418250784582504e-01,  2.100157241310676e-01,  4.770347743242470e-01,  1.070716862027051e+00,  1.064385543405113e+00, -4.489570910781853e-01,  8.613471309372467e-01, -3.316910587569834e-02
  1.001000000000000e+01, -4.873658710878748e-01,  1.847004475847567e-01,  1.418582444351310e-01,  8.847501514545711e-01, -1.884749791315135e-01,  1.418582444343960e-01,  2.129448318509648e-01,  4.758963988308602e-01,  1.071204212702310e+00,  1.062591789661289e+00, -4.493438556115009e-01,  8.620825104466592e-01, -3.309057865967564e-02
  1.002000000000000e+01, -4.871605761555679e-01,  1.846081474360426e-01,  1.417621613636142e-01,  8.847137416349370e-01, -1.883621535797866e-01,  1.417621613633572e-01,  2.137482058919022e-01,  4.764281713812936e-01,  1.070754253847272e+00,  1.062402393581754e+00, -4.495026998711261e-01,  8.614603914555623e-01, -3.301612062031705e-02
  1.003000000000000e+01, -4.871285041027718e-01,  1.845878113039008e-01,  1.417192508161157e-01,  8.846666748425227e-01, -1.883211198253647e-01,  1.417192508159954e-01,  2.134790544129934e-01,  4.769419987680091e-01,  1.070488261140494e+00,  1.062591344749491e+00, -4.495600452416841e-01,  8.607224548104302e-01, -3.295194847015164e-02
  1.004000000000000e+01, -4.872622799827319e-01,  1.846441068309430e-01,  1.417636965416542e-01,  8.846634857292953e-01, -1.883794160593948e-01,  1.417636965410813e-01,  2.126987578888015e-01,  4.770456296667146e-01,  1.070654130150589e+00,  1.062766852742840e+00, -4.495339443663193e-01,  8.603384737939503e-01, -3.288023561864804e-02
  1.005000000000000e+01, -4.875060188374725e-01,  1.847545395465093e-01,  1.418817871048604e-01,  8.847126384072873e-01, -1.885167150152252e-01,  1.418817871040690e-01,  2.118015246784561e-01,  4.766381529738807e-01,  1.071216406463379e+00,  1.062733569989597e+00, -4.498504376689435e-01,  8.605456747498552e-01, -3.288411464376372e-02
  1.006000000000000e+01, -4.876506798917411e-01,  1.848117478452973e-01,  1.419125777741648e-01,  8.846835236987031e-01, -1.885652245881462e-01,  1.419125777732417e-01,  2.107130733283520e-01,  4.765021194042576e-01,  1.071274451465546e+00,  1.062942561629920e+00, -4.500642383158332e-01,  8.605624639388223e-01, -3.291697881965082e-02
  1.007000000000000e+01, -4.876110314045915e-01,  1.847899549349705e-01,  1.418752999704423e-01,  8.846487590223746e-01, -1.885277487542514e-01,  1.418752999700159e-01,  2.106036135572569e-01,  4.766417092557296e-01,  1.071056337171529e+00,  1.062870923151447e+00, -4.500001409085435e-01,  8.605268907607133e-01, -3.290195698858089e-02
  1.008000000000000e+01, -4.875287711558014e-01,  1.847437215118255e-01,  1.417931574453346e-01,  8.845695005847996e-01, -1.884459616487992e-01,  1.417931574451013e-01,  2.103085535464049e-01,  4.775112469194084e-01,  1.070570108060457e+00,  1.062826090417752e+00, -4.498603501181900e-01,  8.596821587272987e-01, -3.267315356957940e-02
  1.009000000000000e+01, -4.875077696604594e-01,  1.847266986031670e-01,  1.417475672092733e-01,  8.845127671816836e-01, -1.884044334710002e-01,  1.417475672090194e-01,  2.098850805741743e-01,  4.777145492683756e-01,  1.070273338428295e+00,  1.062665412134855e+00, -4.490430950562174e-01,  8.588367441241243e-01, -3.266105929110692e-02
  1.010000000000000e+01, -4.875570364022983e-01,  1.847454676378812e-01,  1.417546795612615e-01,  8.844978610575408e-01, -1.884181307744153e-01,  1.417546795611672e-01,  2.094667501545682e-01,  4.773758622039060e-01,  1.070269483436257e+00,  1.062375918600457e+00, -4.489851422579504e-01,  8.590944502117410e-01, -3.270324577666394e-02
