Main.Studies.MarkerTracking.t,Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_LeftArm.SternoClavicularProtraction,Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_LeftArm.SternoClavicularElevation,Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_LeftArm.SternoClavicularAxialRotation,Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_LeftArm.AcromioClavicularProtraction,Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_LeftArm.AcromioClavicularMedialRotation,Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_LeftArm.AcromioClavicularPosteriorTilt,Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_LeftArm.GlenohumeralFlexion,Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_LeftArm.GlenohumeralExternalRotation,Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_LeftArm.GlenohumeralAbduction,Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_LeftArm.ElbowFlexion,Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_LeftArm.ElbowPronation,Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_LeftArm.WristFlexion,Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_LeftArm.WristAbduction
  1.000000000000000e+01, -4.953058873160722e-01,  1.878689172898238e-01,  1.436943499641283e-01,  8.833451395242478e-01, -1.912400885608168e-01,  1.436943499640291e-01,  1.551024043464335e-01,  4.340259547571527e-01,  1.075332001689966e+00,  1.504835968342807e+00,  1.317370709379411e-01,  9.289714647219598e-01,  2.615169173543369e-02
  1.001000000000000e+01, -4.953084007369697e-01,  1.878682364479092e-01,  1.436869559653823e-01,  8.833329494517692e-01, -1.912343111493362e-01,  1.436869559648675e-01,  1.549717773358665e-01,  4.342189965562559e-01,  1.075277613991441e+00,  1.504937118558850e+00,  1.316327760987900e-01,  9.289947471270232e-01,  2.619693667389911e-02
  1.002000000000000e+01, -4.953091165913162e-01,  1.878666213337730e-01,  1.436781153657212e-01,  8.833195657916574e-01, -1.912270533780474e-01,  1.436781153651521e-01,  1.548397740999594e-01,  4.344124331897324e-01,  1.075215115915489e+00,  1.505034316002698e+00,  1.315340814548761e-01,  9.290138603991176e-01,  2.624383169098357e-02
  1.003000000000000e+01, -4.953073686325485e-01,  1.878637209039793e-01,  1.436672694399959e-01,  8.833045128630710e-01, -1.912177477272896e-01,  1.436672694393670e-01,  1.547055665134680e-01,  4.346057331194925e-01,  1.075141343726791e+00,  1.505128536851802e+00,  1.314342766093649e-01,  9.290290462314323e-01,  2.629238733537175e-02
  1.004000000000000e+01, -4.953028004622735e-01,  1.878593573682303e-01,  1.436541667061170e-01,  8.832876058572606e-01, -1.912061300476482e-01,  1.436541667054113e-01,  1.545693783230970e-01,  4.347981176439921e-01,  1.075054935653614e+00,  1.505218971105536e+00,  1.313334651803657e-01,  9.290398219833076e-01,  2.634264297367965e-02
  1.005000000000000e+01, -4.952953118868009e-01,  1.878534845110016e-01,  1.436387543694440e-01,  8.832688189922705e-01, -1.911921408971511e-01,  1.436387543686684e-01,  1.544315236609874e-01,  4.349889084570559e-01,  1.074955633440685e+00,  1.505305136758968e+00,  1.312318044770013e-01,  9.290461119030664e-01,  2.639448150895159e-02
  1.006000000000000e+01, -4.952847356155523e-01,  1.878460190100151e-01,  1.436209150857803e-01,  8.832480663216797e-01, -1.911756567337659e-01,  1.436209150849286e-01,  1.542921162947641e-01,  4.351774819739846e-01,  1.074842802218262e+00,  1.505386507278818e+00,  1.311293112359112e-01,  9.290477659905045e-01,  2.644783818341316e-02
  1.007000000000000e+01, -4.952709211360770e-01,  1.878368851409091e-01,  1.436005397278161e-01,  8.832252651730802e-01, -1.911565633738066e-01,  1.436005397268851e-01,  1.541512079709770e-01,  4.353632720730632e-01,  1.074715845693536e+00,  1.505462593431991e+00,  1.310259462739953e-01,  9.290446914277677e-01,  2.650264655874012e-02
  1.008000000000000e+01, -4.952537349969451e-01,  1.878260150300504e-01,  1.435775281171737e-01,  8.832003370704322e-01, -1.911347566401771e-01,  1.435775281161666e-01,  1.540087956870169e-01,  4.355457783623462e-01,  1.074574210925453e+00,  1.505532950790282e+00,  1.309216044215003e-01,  9.290368527825628e-01,  2.655884065572649e-02
  1.009000000000000e+01, -4.952330616661781e-01,  1.878133492232184e-01,  1.435517902984245e-01,  8.831732091560541e-01, -1.911101435511990e-01,  1.435517902973342e-01,  1.538648305214230e-01,  4.357245712965896e-01,  1.074417396250588e+00,  1.505597183067928e+00,  1.308161238932103e-01,  9.290242664898902e-01,  2.661635778394226e-02
  1.010000000000000e+01, -4.952088067245166e-01,  1.877988383522966e-01,  1.435232491435676e-01,  8.831438163583279e-01, -1.910826449768335e-01,  1.435232491423971e-01,  1.537192205461548e-01,  4.358992916732363e-01,  1.074244965922579e+00,  1.505654943841732e+00,  1.307093074273276e-01,  9.290069926195454e-01,  2.667514123982099e-02
  1.011000000000000e+01, -4.951809004434414e-01,  1.877824449562482e-01,  1.434918430483882e-01,  8.831121034976983e-01, -1.910521984323252e-01,  1.434918430471414e-01,  1.535718309864706e-01,  4.360696484255673e-01,  1.074056564976638e+00,  1.505705934985258e+00,  1.306009556582034e-01,  9.289851212601450e-01,  2.673514375350982e-02
