Main.Studies.MarkerTracking.t,Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_LeftArm.SternoClavicularProtraction,Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_LeftArm.SternoClavicularElevation,Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_LeftArm.SternoClavicularAxialRotation,Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_LeftArm.AcromioClavicularProtraction,Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_LeftArm.AcromioClavicularMedialRotation,Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_LeftArm.AcromioClavicularPosteriorTilt,Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_LeftArm.GlenohumeralFlexion,Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_LeftArm.GlenohumeralExternalRotation,Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_LeftArm.GlenohumeralAbduction,Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_LeftArm.ElbowFlexion,Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_LeftArm.ElbowPronation,Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_LeftArm.WristFlexion,Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_LeftArm.WristAbduction
  6.780000000000000e+00, -2.539253470769003e-01,  7.010041041425130e-02,  6.354470984772156e-03,  7.588358981133437e-01, -8.457862247135184e-03,  6.354470984772156e-03,  4.830593463514607e-01, -3.094478799043687e-01,  2.405150298006812e-01,  1.892466192177233e+00,  2.849766082500645e-01,  5.167638751097936e-01, -7.576997954375239e-03
  6.790000000000000e+00, -2.539595069867871e-01,  7.011322137219800e-02,  6.354895080379329e-03,  7.588269997732404e-01, -8.468179290669120e-03,  6.354895080082331e-03,  4.827557583603421e-01, -3.096015859930074e-01,  2.405056469466204e-01,  1.892533860052320e+00,  2.851610399491920e-01,  5.175138690109167e-01, -7.600738577227436e-03
  6.800000000000000e+00, -2.539954157115825e-01,  7.012683535512898e-02,  6.355975568551921e-03,  7.588187298497514e-01, -8.479681420396012e-03,  6.355975568220038e-03,  4.824464448825743e-01, -3.097539994944405e-01,  2.405006515220457e-01,  1.892596488606009e+00,  2.853779707321053e-01,  5.182659029504402e-01, -7.623612474909774e-03
  6.810000000000000e+00, -2.540326158662656e-01,  7.014103337865252e-02,  6.357502194583803e-03,  7.588108578452808e-01, -8.492018606806928e-03,  6.357502194286927e-03,  4.821323055940163e-01, -3.099153929991418e-01,  2.404985996211612e-01,  1.892656373184540e+00,  2.855938265492034e-01,  5.190382230563073e-01, -7.646445551688945e-03
  6.820000000000000e+00, -2.540711022690980e-01,  7.015582262140763e-02,  6.359514261617093e-03,  7.588034522658779e-01, -8.505230001419228e-03,  6.359514261285395e-03,  4.818139950081042e-01, -3.100866108949585e-01,  2.404997943834170e-01,  1.892713003439892e+00,  2.858068408790392e-01,  5.198309823758889e-01, -7.669130884085384e-03
  6.830000000000000e+00, -2.541107799860217e-01,  7.017116929874323e-02,  6.362018467272698e-03,  7.587965511915601e-01, -8.519295039627783e-03,  6.362018466871327e-03,  4.814924781202023e-01, -3.102673396219008e-01,  2.405043220294092e-01,  1.892766145678819e+00,  2.860162351521587e-01,  5.206420025492684e-01, -7.691537442435437e-03
  6.840000000000000e+00, -2.541515924067816e-01,  7.018705666346259e-02,  6.365033478280351e-03,  7.587902023517650e-01, -8.534216631128189e-03,  6.365033477879170e-03,  4.811685570912116e-01, -3.104575489066049e-01,  2.405123463981961e-01,  1.892815540172049e+00,  2.862212508508863e-01,  5.214697871901826e-01, -7.713525859623553e-03
  6.850000000000001e+00, -2.541934771265348e-01,  7.020346484408746e-02,  6.368573789901762e-03,  7.587844479786467e-01, -8.549991689559278e-03,  6.368573789483371e-03,  4.808430221355726e-01, -3.106571521115956e-01,  2.405240014603882e-01,  1.892860997521289e+00,  2.864212017077983e-01,  5.223128078254033e-01, -7.734951187216909e-03
  6.860000000000000e+00, -2.542363672840811e-01,  7.022037129346304e-02,  6.372649512039053e-03,  7.587793240667198e-01, -8.566611298753690e-03,  6.372649511620930e-03,  4.805166360746709e-01, -3.108660063470824e-01,  2.405393891885851e-01,  1.892902400788459e+00,  2.866154548890580e-01,  5.231695567990720e-01, -7.755665293497376e-03
  6.870000000000000e+00, -2.542801924385259e-01,  7.023775100952045e-02,  6.377265913727575e-03,  7.587748593494704e-01, -8.584060495148815e-03,  6.377265913327164e-03,  4.801901193411178e-01, -3.110839107533675e-01,  2.405585757440094e-01,  1.892939703404343e+00,  2.868034221586349e-01,  5.240385985821820e-01, -7.775520313556828e-03
  6.880000000000000e+00, -2.543248784421804e-01,  7.025557630624579e-02,  6.382422638778279e-03,  7.587710739970944e-01, -8.602317419547090e-03,  6.382422638378191e-03,  4.798641390105201e-01, -3.113106012685131e-01,  2.405815855125522e-01,  1.892972922145214e+00,  2.869845558774900e-01,  5.249185994222900e-01, -7.794370593384180e-03
  6.890000000000001e+00, -2.543703467062923e-01,  7.027381638938568e-02,  6.388113053463404e-03,  7.587679787115214e-01, -8.621352430518092e-03,  6.388113053028913e-03,  4.795393053935531e-01, -3.115457428054559e-01,  2.406083963806934e-01,  1.893002125167404e+00,  2.871583525101776e-01,  5.258083246916621e-01, -7.812073258448013e-03
  6.900000000000000e+00, -2.544165134685887e-01,  7.029243708008082e-02,  6.394324229324622e-03,  7.587655749057876e-01, -8.641127875764765e-03,  6.394324228855827e-03,  4.792161784338393e-01, -3.117889264528895e-01,  2.406389398813324e-01,  1.893027416654491e+00,  2.873243673084598e-01,  5.267066156252769e-01, -7.828490109478113e-03
  6.910000000000000e+00, -2.544632892834939e-01,  7.031140075107167e-02,  6.401037485127772e-03,  7.587638557761898e-01, -8.661598507244239e-03,  6.401037484607436e-03,  4.788952807359022e-01, -3.120396741879990e-01,  2.406731055473876e-01,  1.893048921477278e+00,  2.874822343928776e-01,  5.276123586793426e-01, -7.843490868325720e-03
  6.920000000000000e+00, -2.545105787664239e-01,  7.033066639475760e-02,  6.408229089790807e-03,  7.587628075775243e-01, -8.682712136309778e-03,  6.408229089375005e-03,  4.785771107738186e-01, -3.122974446613102e-01,  2.407107464049141e-01,  1.893066773526481e+00,  2.876316838718521e-01,  5.285244536154048e-01, -7.856956317640809e-03
  6.930000000000001e+00, -2.545582807160691e-01,  7.035018982225294e-02,  6.415870924021736e-03,  7.587624107206077e-01, -8.704410354926528e-03,  6.415870923606429e-03,  4.782621520236625e-01, -3.125616334921785e-01,  2.407516840068801e-01,  1.893081107954794e+00,  2.877725565738156e-01,  5.294417697170841e-01, -7.868781074820818e-03
  6.940000000000000e+00, -2.546062882472480e-01,  7.036992381267226e-02,  6.423930909683564e-03,  7.587626404709864e-01, -8.726629020316734e-03,  6.423930909268779e-03,  4.779508784166473e-01, -3.128315698322322e-01,  2.407957116861962e-01,  1.893092054301950e+00,  2.879048188808105e-01,  5.303630736051295e-01, -7.878875730070572e-03
  6.950000000000000e+00, -2.546544880071899e-01,  7.038981778737896e-02,  6.432372862103836e-03,  7.587634669194385e-01, -8.749297876505135e-03,  6.432372861689594e-03,  4.776437591813036e-01, -3.131065179073640e-01,  2.408425937182801e-01,  1.893099729402286e+00,  2.880285722646687e-01,  5.312869476846940e-01, -7.887168734560813e-03
  6.960000000000000e+00, -2.547027578663531e-01,  7.040981674050117e-02,  6.441155582723249e-03,  7.587648540856347e-01, -8.772338948885849e-03,  6.441155582223390e-03,  4.773412657929308e-01, -3.133856877863797e-01,  2.408920592250071e-01,  1.893104231760640e+00,  2.881440515375505e-01,  5.322117420699461e-01, -7.893609180736397e-03
  6.970000000000001e+00, -2.547509641011373e-01,  7.042985994217110e-02,  6.450231786545440e-03,  7.587667588840030e-01, -8.795664621714439e-03,  6.450231786166770e-03,  4.770438809898532e-01, -3.136682517602656e-01,  2.409437950038963e-01,  1.893105637931414e+00,  2.882516117222206e-01,  5.331355724447970e-01, -7.898170084519762e-03
  6.980000000000000e+00, -2.547989605741918e-01,  7.044988061563573e-02,  6.459548024416009e-03,  7.587691312243512e-01, -8.819177321862659e-03,  6.459548024037885e-03,  4.767521050256009e-01, -3.139533642760189e-01,  2.409974452411927e-01,  1.893104000263437e+00,  2.883517028390819e-01,  5.340563381863550e-01, -7.900851366559566e-03
