Main.Studies.MarkerTracking.t,Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_RightArm.SternoClavicularProtraction,Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_RightArm.SternoClavicularElevation,Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_RightArm.SternoClavicularAxialRotation,Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_RightArm.AcromioClavicularProtraction,Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_RightArm.AcromioClavicularMedialRotation,Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_RightArm.AcromioClavicularPosteriorTilt,Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_RightArm.GlenohumeralFlexion,Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_RightArm.GlenohumeralExternalRotation,Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_RightArm.GlenohumeralAbduction,Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_RightArm.ElbowFlexion,Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_RightArm.ElbowPronation,Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_RightArm.WristFlexion,Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_RightArm.WristAbduction
  1.002000000000000e+01, -3.222595745800960e-01,  9.562946646695858e-02,  6.939646747862753e-03,  7.398491533222706e-01, -2.824070727170480e-02,  6.939646747830756e-03, -1.307990930440535e-01, -3.473748576567583e-02,  2.184952561462395e-01,  6.658684591350313e-01,  9.089145908436955e-02,  5.278976436053564e-01,  4.303582192648803e-02
  1.003000000000000e+01, -3.227479764293515e-01,  9.588923682212536e-02,  7.289352219110692e-03,  7.402719540905773e-01, -2.872933359442986e-02,  7.289352219125923e-03, -1.300297990987971e-01, -3.360107860407056e-02,  2.208949136815457e-01,  6.727309458151819e-01,  8.317083122389915e-02,  5.513573204800228e-01,  4.342962267080155e-02
  1.004000000000000e+01, -3.232727499387029e-01,  9.616609309905533e-02,  7.655223978979036e-03,  7.407097669434008e-01, -2.924392964957390e-02,  7.655223978979036e-03, -1.293539233092376e-01, -3.231193507383179e-02,  2.233985442763702e-01,  6.797056162652676e-01,  7.558131766640917e-02,  5.757857260970161e-01,  4.383180682920931e-02
  1.005000000000000e+01, -3.238358394178668e-01,  9.646103656633742e-02,  8.038543552286918e-03,  7.411640182558539e-01, -2.978626469599344e-02,  8.038543552286918e-03, -1.287705955407719e-01, -3.083807046371884e-02,  2.260146137443465e-01,  6.867982302597503e-01,  6.807886003896324e-02,  6.014841984189228e-01,  4.425184492847076e-02
  1.006000000000000e+01, -3.244352522836100e-01,  9.677310244702397e-02,  8.438343345369428e-03,  7.416336551090025e-01, -3.035474888693424e-02,  8.438343345369428e-03, -1.282766151939747e-01, -2.915024734081222e-02,  2.287364753425923e-01,  6.939711872300880e-01,  6.072864362938826e-02,  6.284990094861929e-01,  4.469136041974703e-02
  1.007000000000000e+01, -3.250662036101897e-01,  9.709996419140232e-02,  8.852200787957579e-03,  7.421161058898692e-01, -3.094556241709001e-02,  8.852200787945037e-03, -1.278649478922840e-01, -2.722550235612549e-02,  2.315478447755598e-01,  7.011721339795315e-01,  5.362578198310543e-02,  6.567307390743444e-01,  4.514841313602742e-02
  1.008000000000000e+01, -3.257246190072152e-01,  9.743965090724793e-02,  9.278098819357651e-03,  7.426092538926246e-01, -3.155549896930365e-02,  9.278098819357651e-03, -1.275289249041653e-01, -2.503733179743924e-02,  2.344351925259519e-01,  7.083502579106076e-01,  4.686469105454782e-02,  6.861185069320670e-01,  4.562076181811929e-02
  1.009000000000000e+01, -3.264061304993954e-01,  9.779004812127723e-02,  9.713860344590245e-03,  7.431108220187770e-01, -3.218112024298181e-02,  9.713860344578815e-03, -1.272615014588780e-01, -2.256066144656045e-02,  2.373839623838251e-01,  7.154552445025991e-01,  4.053192376985185e-02,  7.165925495629031e-01,  4.610572652919302e-02
  1.010000000000000e+01, -3.271062769942282e-01,  9.814899352115214e-02,  1.015724270357874e-02,  7.436184676331845e-01, -3.281890764220319e-02,  1.015724270361153e-02, -1.270556668653571e-01, -1.977235020228849e-02,  2.403791964584332e-01,  7.224379854861649e-01,  3.470705216366675e-02,  7.480737499536030e-01,  4.659992771060876e-02
  1.011000000000000e+01, -3.278207771371185e-01,  9.851440219278840e-02,  1.060604459323974e-02,  7.441298742294102e-01, -3.346544509079896e-02,  1.060604459326068e-02, -1.269053413524952e-01, -1.665121379129149e-02,  2.434062179643555e-01,  7.292512293415619e-01,  2.946338997642628e-02,  7.804733997185895e-01,  4.709902502777708e-02
