Main.Studies.MarkerTracking.t,Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_LeftArm.SternoClavicularProtraction,Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_LeftArm.SternoClavicularElevation,Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_LeftArm.SternoClavicularAxialRotation,Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_LeftArm.AcromioClavicularProtraction,Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_LeftArm.AcromioClavicularMedialRotation,Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_LeftArm.AcromioClavicularPosteriorTilt,Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_LeftArm.GlenohumeralFlexion,Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_LeftArm.GlenohumeralExternalRotation,Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_LeftArm.GlenohumeralAbduction,Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_LeftArm.ElbowFlexion,Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_LeftArm.ElbowPronation,Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_LeftArm.WristFlexion,Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_LeftArm.WristAbduction
  1.151000000000000e+01, -2.888267955933854e-01,  7.978358364714522e-02, -8.104685246226645e-03,  7.248152792324880e-01, -3.380945242137390e-03, -8.104685246089658e-03, -5.430290424104300e-02, -1.126447081213916e-01,  1.182752713135898e-01,  5.383658172850150e-01,  4.041856443179070e-01,  5.284367041191080e-01,  6.490789947559986e-02
  1.152000000000000e+01, -2.889626101438664e-01,  7.984170149734826e-02, -8.072067724387597e-03,  7.248316475023016e-01, -3.453812140351786e-03, -8.072067724745202e-03, -5.503076256441819e-02, -1.123681065005402e-01,  1.184755669769572e-01,  5.389864328843752e-01,  4.029433941575151e-01,  5.282941462652424e-01,  6.472849619127266e-02
  1.153000000000000e+01, -2.891349878512710e-01,  7.990995086112029e-02, -8.054873560388420e-03,  7.248124525907031e-01, -3.520868216210671e-03, -8.054873560650305e-03, -5.632241415134964e-02, -1.115535254527352e-01,  1.185473831628256e-01,  5.396057131040979e-01,  4.011813030892500e-01,  5.294993753193644e-01,  6.463682210308755e-02
  1.154000000000000e+01, -2.889274905864307e-01,  7.983311071387944e-02, -8.052241269021706e-03,  7.248740672675565e-01, -3.464648535386194e-03, -8.052241268153067e-03, -5.441313964602768e-02, -1.127023647632180e-01,  1.186367041816255e-01,  5.385130524699138e-01,  4.044109153813338e-01,  5.299905618446257e-01,  6.464676196904387e-02
  1.155000000000000e+01, -2.887779314559180e-01,  7.976656868598941e-02, -8.099321196078417e-03,  7.248376151693846e-01, -3.372685342773796e-03, -8.099321195612354e-03, -5.378122060431401e-02, -1.128792299641923e-01,  1.183320395185774e-01,  5.377595317114959e-01,  4.054407744120115e-01,  5.305226697668624e-01,  6.477097398505015e-02
  1.156000000000000e+01, -2.887574956377373e-01,  7.976007577177979e-02, -8.094342963406054e-03,  7.248514714048990e-01, -3.372103056839437e-03, -8.094342963707811e-03, -5.352148512492683e-02, -1.130422191443746e-01,  1.183763884376105e-01,  5.372936172228940e-01,  4.061237599596278e-01,  5.314813111263175e-01,  6.471452718769091e-02
  1.157000000000000e+01, -2.887552652411077e-01,  7.975967404036011e-02, -8.092452370299890e-03,  7.248552078773829e-01, -3.373454433773571e-03, -8.092452370327328e-03, -5.347266488025859e-02, -1.131768837971557e-01,  1.183913802988317e-01,  5.368231639652636e-01,  4.062996046534590e-01,  5.325557023705896e-01,  6.470774209643318e-02
  1.158000000000000e+01, -2.887220169606716e-01,  7.975463347388478e-02, -8.060108647914370e-03,  7.249177780035646e-01, -3.397968382780725e-03, -8.060108647707754e-03, -5.268167219803477e-02, -1.137749797691599e-01,  1.186462184873245e-01,  5.363270646098560e-01,  4.071044032977279e-01,  5.331659829573736e-01,  6.463671823001921e-02
  1.159000000000000e+01, -2.888021973534287e-01,  7.981024369810918e-02, -7.947353959334920e-03,  7.250818075571347e-01, -3.539166244498126e-03, -7.947353958915822e-03, -5.169063416930819e-02, -1.145799740546035e-01,  1.194689662515448e-01,  5.356909488857871e-01,  4.086953929773570e-01,  5.346605512680380e-01,  6.460279148775021e-02
  1.160000000000000e+01, -2.887709462372644e-01,  7.977134102436190e-02, -8.066927935058445e-03,  7.248930196707523e-01, -3.404718913676108e-03, -8.066927934741902e-03, -5.322606959581844e-02, -1.134535552816145e-01,  1.185784564556442e-01,  5.355508573194507e-01,  4.071582912285271e-01,  5.350415370402892e-01,  6.462010323530960e-02
  1.161000000000000e+01, -2.887511120009137e-01,  7.976819954169145e-02, -8.048223926651899e-03,  7.249293713193379e-01, -3.418721943385439e-03, -8.048223926624310e-03, -5.276317761512428e-02, -1.138278624507194e-01,  1.187260300183468e-01,  5.353467572763516e-01,  4.089137687159746e-01,  5.353349021861895e-01,  6.455875503431242e-02
  1.162000000000000e+01, -2.887038164095580e-01,  7.975279748433417e-02, -8.038350909929251e-03,  7.249587216924811e-01, -3.415642668070928e-03, -8.038350910108804e-03, -5.218708611240097e-02, -1.141406188793784e-01,  1.188162588793838e-01,  5.353176241792748e-01,  4.082882546907002e-01,  5.355933250713685e-01,  6.453395956677900e-02
  1.163000000000000e+01, -2.887030972978207e-01,  7.975218167913734e-02, -8.039875952869075e-03,  7.249564022444049e-01, -3.413836669188264e-03, -8.039875952841457e-03, -5.220378238747680e-02, -1.142700791874450e-01,  1.188050082014307e-01,  5.351917874224063e-01,  4.076430410746383e-01,  5.367063158126375e-01,  6.456771953498741e-02
  1.164000000000000e+01, -2.886679839082790e-01,  7.973800262951336e-02, -8.044591770380976e-03,  7.249583046827507e-01, -3.398900227818746e-03, -8.044591770353373e-03, -5.195912503531241e-02, -1.141129144029157e-01,  1.187812292495068e-01,  5.350858265379127e-01,  4.077458563233490e-01,  5.361384506575084e-01,  6.458155680305583e-02
  1.165000000000000e+01, -2.886544776532257e-01,  7.973076663436451e-02, -8.054227966861017e-03,  7.249461212706194e-01, -3.384940024323990e-03, -8.054227967095354e-03, -5.198388840232049e-02, -1.140072708373635e-01,  1.187131389193268e-01,  5.350853576504906e-01,  4.081533660645363e-01,  5.350930725846199e-01,  6.459514354432044e-02
