Main.Studies.MarkerTracking.t,Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_LeftArm.SternoClavicularProtraction,Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_LeftArm.SternoClavicularElevation,Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_LeftArm.SternoClavicularAxialRotation,Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_LeftArm.AcromioClavicularProtraction,Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_LeftArm.AcromioClavicularMedialRotation,Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_LeftArm.AcromioClavicularPosteriorTilt,Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_LeftArm.GlenohumeralFlexion,Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_LeftArm.GlenohumeralExternalRotation,Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_LeftArm.GlenohumeralAbduction,Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_LeftArm.ElbowFlexion,Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_LeftArm.ElbowPronation,Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_LeftArm.WristFlexion,Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_LeftArm.WristAbduction
  1.002000000000000e+01, -2.702239082402577e-01,  7.068641366566153e-02, -1.747632302586006e-02,  7.142996321439956e-01,  1.190521506683107e-02, -1.747632302584735e-02, -3.042197565536453e-02, -4.130698412811820e-02,  5.324561873627674e-02,  5.617005775308153e-01,  2.196873824093744e-01,  7.305239702268143e-01,  6.429217053359999e-02
  1.003000000000000e+01, -2.702194695104351e-01,  7.062759791528905e-02, -1.772531374370148e-02,  7.138880825541971e-01,  1.217313435841305e-02, -1.772531374357620e-02, -3.419470108350331e-02, -4.136908910425437e-02,  5.135650394640696e-02,  5.569221300015674e-01,  2.206311032606902e-01,  7.303378741096918e-01,  6.465747248605387e-02
  1.004000000000000e+01, -2.702234278281425e-01,  7.057143322554715e-02, -1.797645836633972e-02,  7.134708703137713e-01,  1.244102871661434e-02, -1.797645836614207e-02, -3.807527660607102e-02, -4.130263625403861e-02,  4.944860830729824e-02,  5.519824158047906e-01,  2.216445440282408e-01,  7.297416340226337e-01,  6.504717762359923e-02
  1.005000000000000e+01, -2.702379474652491e-01,  7.051876402503199e-02, -1.822961207476193e-02,  7.130476824883464e-01,  1.270811502686775e-02, -1.822961207446958e-02, -4.208075121695565e-02, -4.109672950955207e-02,  4.752242105207809e-02,  5.468802707068207e-01,  2.226673736641035e-01,  7.287292785159285e-01,  6.546628207958585e-02
  1.006000000000000e+01, -2.702654691609714e-01,  7.047092735978544e-02, -1.848293589183240e-02,  7.126209423433464e-01,  1.297171229717353e-02, -1.848293589178434e-02, -4.620468769239472e-02, -4.074232546435699e-02,  4.559121987873603e-02,  5.416219675196329e-01,  2.236972692618420e-01,  7.272827880302648e-01,  6.591390545624744e-02
  1.007000000000000e+01, -2.703079024626446e-01,  7.042911370797023e-02, -1.873436344460295e-02,  7.121935868493771e-01,  1.322904644619571e-02, -1.873436344460295e-02, -5.043241642580276e-02, -4.023908747920237e-02,  4.367016968745190e-02,  5.362321877448969e-01,  2.246833052283279e-01,  7.253914614355690e-01,  6.639191693692996e-02
  1.008000000000000e+01, -2.703675640687045e-01,  7.039471557532262e-02, -1.898161302952933e-02,  7.117688021826775e-01,  1.347699002520941e-02, -1.898161302948839e-02, -5.474959549024949e-02, -3.958351421108855e-02,  4.177595530058435e-02,  5.307226925788441e-01,  2.256270454981498e-01,  7.230440883446745e-01,  6.689812351808871e-02
  1.009000000000000e+01, -2.704465526652335e-01,  7.036902562703262e-02, -1.922248253336570e-02,  7.113496970070938e-01,  1.371256049749214e-02, -1.922248253337148e-02, -5.914115140516074e-02, -3.877477033072680e-02,  3.992472342643329e-02,  5.251086056849367e-01,  2.265181988308623e-01,  7.202369300544458e-01,  6.743078777936480e-02
  1.010000000000000e+01, -2.705466134271048e-01,  7.035315825836319e-02, -1.945496967685184e-02,  7.109391379887068e-01,  1.393308942011973e-02, -1.945496967686326e-02, -6.359191682082121e-02, -3.781546718520205e-02,  3.813120653386379e-02,  5.194101666840525e-01,  2.273252192152038e-01,  7.169727787518037e-01,  6.798946400990251e-02
  1.011000000000000e+01, -2.706693382895151e-01,  7.034817374380387e-02, -1.967705757380881e-02,  7.105400523218379e-01,  1.413593468262953e-02, -1.967705757380881e-02, -6.808513914706182e-02, -3.670880072546167e-02,  3.641028993579241e-02,  5.136436956839339e-01,  2.280380375277611e-01,  7.132592383364296e-01,  6.857178531467517e-02
  1.012000000000000e+01, -2.708159297263581e-01,  7.035493909284041e-02, -1.988693510722823e-02,  7.101551236744047e-01,  1.431878664308273e-02, -1.988693510722823e-02, -7.260375333239022e-02, -3.546039604345867e-02,  3.477540454161365e-02,  5.078270597182442e-01,  2.286410871353657e-01,  7.091100312254843e-01,  6.917559313252973e-02
  1.013000000000000e+01, -2.709872043064488e-01,  7.037413044879659e-02, -2.008299192662740e-02,  7.097867992627188e-01,  1.447966268587031e-02, -2.008299192663293e-02, -7.713034241988703e-02, -3.407778913666393e-02,  3.323856111020630e-02,  5.019780792970855e-01,  2.291205386150512e-01,  7.045447490112275e-01,  6.979843005086582e-02
  1.014000000000000e+01, -2.711835877180446e-01,  7.040622969688637e-02, -2.026382480477606e-02,  7.094372804851820e-01,  1.461691640905594e-02, -2.026382480475963e-02, -8.164719511828178e-02, -3.257014261761949e-02,  3.181030114219221e-02,  4.961137242930057e-01,  2.294678290315885e-01,  6.995885531445944e-01,  7.043733626427166e-02
  1.015000000000000e+01, -2.714050448612112e-01,  7.045147644404159e-02, -2.042833255511219e-02,  7.091083841535586e-01,  1.472936088423205e-02, -2.042833255512306e-02, -8.613713883322749e-02, -3.094904515452121e-02,  3.049899493299470e-02,  4.902525383287411e-01,  2.296683078591556e-01,  6.942731990516173e-01,  7.108966913002424e-02
  1.016000000000000e+01, -2.716511993763797e-01,  7.050993941026840e-02, -2.057559991615731e-02,  7.088017038583388e-01,  1.481610975335967e-02, -2.057559991615731e-02, -9.058282999609202e-02, -2.922716319823700e-02,  2.931168739426050e-02,  4.844108501066465e-01,  2.297192671571047e-01,  6.886351845797036e-01,  7.175187737482525e-02
  1.017000000000000e+01, -2.719213130363377e-01,  7.058149359885180e-02, -2.070496336719390e-02,  7.085185069489117e-01,  1.487665455409459e-02, -2.070496336718317e-02, -9.496757821484181e-02, -2.741896669468124e-02,  2.825360422776249e-02,  4.786052601139973e-01,  2.296188452068002e-01,  6.827164710164002e-01,  7.242025173971180e-02
  1.018000000000000e+01, -2.722143667213250e-01,  7.066585986892848e-02, -2.081597093259476e-02,  7.082597806670717e-01,  1.491079832171405e-02, -2.081597093260543e-02, -9.927545194551790e-02, -2.554041810533384e-02,  2.732843413399183e-02,  4.728521592234146e-01,  2.293690456415693e-01,  6.765637493435301e-01,  7.309068297484367e-02
  1.019000000000000e+01, -2.725291436915567e-01,  7.076264326148696e-02, -2.090835124631972e-02,  7.080262624438068e-01,  1.491859830087527e-02, -2.090835124630379e-02, -1.034915452032965e-01, -2.360886218115094e-02,  2.653854066002610e-02,  4.671679038449790e-01,  2.289759196524138e-01,  6.702279448593074e-01,  7.375863097602060e-02
  1.020000000000000e+01, -2.728642906784990e-01,  7.087135641982134e-02, -2.098201143234434e-02,  7.078184283809403e-01,  1.490034598045331e-02, -2.098201143236550e-02, -1.076024865133567e-01, -2.164322225075017e-02,  2.588496227094921e-02,  4.615699424246364e-01,  2.284454002562333e-01,  6.637641191559864e-01,  7.441941062336938e-02
  1.021000000000000e+01, -2.732185567353030e-01,  7.099154980446132e-02, -2.103685971431597e-02,  7.076367250489115e-01,  1.485630669345883e-02, -2.103685971433181e-02, -1.115958508749970e-01, -1.966265516450591e-02,  2.536869092142137e-02,  4.560735219914872e-01,  2.278004572069219e-01,  6.572293459396739e-01,  7.506700342944338e-02
  1.022000000000000e+01, -2.735906958297487e-01,  7.112273751294862e-02, -2.107296996973639e-02,  7.074813235888379e-01,  1.478692498949363e-02, -2.107296996975746e-02, -1.154618054403695e-01, -1.768824507382728e-02,  2.498945351071567e-02,  4.506972402467430e-01,  2.270557483065603e-01,  6.506844440510946e-01,  7.569579936322339e-02
  1.023000000000000e+01, -2.739796787490630e-01,  7.126451383292531e-02, -2.109041985810542e-02,  7.073523325980581e-01,  1.469258872473289e-02, -2.109041985812648e-02, -1.191925192336831e-01, -1.574164168653321e-02,  2.474688022201051e-02,  4.454597895369545e-01,  2.262342348334126e-01,  6.441917767952328e-01,  7.629945293540076e-02
  1.024000000000000e+01, -2.743847219567043e-01,  7.141656077795466e-02, -2.108930523620469e-02,  7.072497671172953e-01,  1.457363614738605e-02, -2.108930523623101e-02, -1.227826388157931e-01, -1.384516215798305e-02,  2.464038789887825e-02,  4.403809887499743e-01,  2.253629076974363e-01,  6.378149494773346e-01,  7.687119367956506e-02
  1.025000000000000e+01, -2.748053056054035e-01,  7.157865471507696e-02, -2.106974077583180e-02,  7.071735430737482e-01,  1.443035131800485e-02, -2.106974077589504e-02, -1.262294568996416e-01, -1.202153854972405e-02,  2.466917086851542e-02,  4.354818494790743e-01,  2.244725216852725e-01,  6.316181094799109e-01,  7.740388666753266e-02
  1.026000000000000e+01, -2.752411289263499e-01,  7.175064387228369e-02, -2.103188523495626e-02,  7.071234471715334e-01,  1.426300426800520e-02, -2.103188523503545e-02, -1.295329002389518e-01, -1.029360108668906e-02,  2.483202260507201e-02,  4.307844662764060e-01,  2.235971956080333e-01,  6.256652004115377e-01,  7.789014130595318e-02
  1.027000000000000e+01, -2.756921235032193e-01,  7.193246068083203e-02, -2.097590931579524e-02,  7.070991863793249e-01,  1.407181256578816e-02, -2.097590931583230e-02, -1.326951563814227e-01, -8.683610379636561e-03,  2.512757566127122e-02,  4.263107030493770e-01,  2.227791933775252e-01,  6.200186234612222e-01,  7.832206554441262e-02
  1.028000000000000e+01, -2.761577259572743e-01,  7.212375636224522e-02, -2.090240148184180e-02,  7.070999076795738e-01,  1.385758880127130e-02, -2.090240148188961e-02, -1.357203898289039e-01, -7.213905037994417e-03,  2.555143698508139e-02,  4.220855398711021e-01,  2.220467217176347e-01,  6.147403421818778e-01,  7.869316592892643e-02
  1.029000000000000e+01, -2.766373406170784e-01,  7.232416117505003e-02, -2.081198884586131e-02,  7.071247036795800e-01,  1.362119788256710e-02, -2.081198884593600e-02, -1.386130685659819e-01, -5.904562894876952e-03,  2.609892959400506e-02,  4.181303762488784e-01,  2.214445517911478e-01,  6.098877429661833e-01,  7.899622701706782e-02
  1.030000000000000e+01, -2.771295754905612e-01,  7.253291085506963e-02, -2.070571888569494e-02,  7.071721825103598e-01,  1.336418849256282e-02, -2.070571888575929e-02, -1.413769789505008e-01, -4.773962850757128e-03,  2.676242392188276e-02,  4.144661075163778e-01,  2.210112558017580e-01,  6.055144883564951e-01,  7.922528289038658e-02
