Main.Studies.MarkerTracking.t,Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_LeftArm.SternoClavicularProtraction,Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_LeftArm.SternoClavicularElevation,Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_LeftArm.SternoClavicularAxialRotation,Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_LeftArm.AcromioClavicularProtraction,Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_LeftArm.AcromioClavicularMedialRotation,Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_LeftArm.AcromioClavicularPosteriorTilt,Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_LeftArm.GlenohumeralFlexion,Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_LeftArm.GlenohumeralExternalRotation,Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_LeftArm.GlenohumeralAbduction,Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_LeftArm.ElbowFlexion,Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_LeftArm.ElbowPronation,Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_LeftArm.WristFlexion,Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_LeftArm.WristAbduction
  1.502000000000000e+01, -4.294508539560826e-01,  1.470693244651491e-01,  6.212425114509453e-02,  7.901427678114546e-01, -1.079509497896263e-01,  6.212425114507665e-02, -3.336882131362722e-01,  2.880503254977250e-02,  5.608282518687767e-01,  1.374394778373777e+00,  3.988255608103381e-01,  2.980275910955279e-01,  4.589992348266151e-02
  1.503000000000000e+01, -4.294841558101751e-01,  1.470860682288111e-01,  6.214606551317606e-02,  7.901631780313869e-01, -1.079781834944773e-01,  6.214606551319037e-02, -3.337003788568187e-01,  2.876096434442492e-02,  5.609598302471994e-01,  1.374250103354590e+00,  4.006041177349594e-01,  2.968381529698938e-01,  4.595146679525428e-02
  1.504000000000000e+01, -4.294754871776664e-01,  1.470837986799678e-01,  6.215013894908611e-02,  7.901729442585593e-01, -1.079800014147472e-01,  6.215013894910398e-02, -3.335578730736095e-01,  2.848408701394747e-02,  5.609946734760753e-01,  1.374200186248675e+00,  4.004603631299344e-01,  2.969751158536620e-01,  4.604327846978790e-02
  1.505000000000000e+01, -4.294486233732294e-01,  1.470724468264248e-01,  6.214260171701601e-02,  7.901720354133752e-01, -1.079672211391791e-01,  6.214260171704283e-02, -3.334043175633370e-01,  2.850587002818961e-02,  5.609598092476018e-01,  1.374061540317908e+00,  4.014936774622003e-01,  2.965562180270140e-01,  4.610254282057299e-02
  1.506000000000000e+01, -4.294111147719027e-01,  1.470554898922150e-01,  6.212691110242639e-02,  7.901627757548338e-01, -1.079446565994797e-01,  6.212691110247109e-02, -3.332637497911670e-01,  2.826679790704453e-02,  5.608745180541449e-01,  1.374064699516403e+00,  4.008680447334329e-01,  2.978570882839042e-01,  4.607296366772010e-02
  1.507000000000000e+01, -4.294397187753854e-01,  1.470695196563625e-01,  6.214400444451237e-02,  7.901777663381031e-01, -1.079665478922687e-01,  6.214400444451237e-02, -3.332976774389786e-01,  2.821590234438891e-02,  5.609758927902055e-01,  1.374065983782421e+00,  4.007827947424113e-01,  2.972042034366367e-01,  4.598447404791685e-02
  1.508000000000000e+01, -4.294467092286220e-01,  1.470749470462513e-01,  6.215751238417418e-02,  7.901958575463495e-01, -1.079804198262448e-01,  6.215751238421172e-02, -3.331726491551623e-01,  2.819419977826319e-02,  5.610667764555743e-01,  1.374018576264095e+00,  4.011666975034742e-01,  2.967710192659079e-01,  4.599150456515316e-02
  1.509000000000000e+01, -4.294016756537088e-01,  1.470515117224003e-01,  6.212431211886440e-02,  7.901625322128142e-01, -1.079402107191427e-01,  6.212431211886261e-02, -3.332090931101768e-01,  2.791673435274981e-02,  5.608626159215367e-01,  1.374014320102660e+00,  3.986738690368413e-01,  2.953333635048403e-01,  4.570033062812461e-02
  1.510000000000000e+01, -4.293619735369031e-01,  1.470340328025148e-01,  6.210989736008159e-02,  7.901561206888172e-01, -1.079183285703422e-01,  6.210989736006012e-02, -3.330289768615995e-01,  2.799563534332490e-02,  5.607878714301223e-01,  1.373969984123918e+00,  3.990383430178713e-01,  2.953372762684614e-01,  4.560042670672094e-02
  1.511000000000000e+01, -4.294299781509685e-01,  1.470695478719866e-01,  6.216061821067322e-02,  7.902073529720917e-01, -1.079795843679967e-01,  6.216061821072863e-02, -3.329655591933820e-01,  2.807191213954299e-02,  5.611003290078104e-01,  1.373784282642751e+00,  4.016688407366830e-01,  2.966181947162854e-01,  4.564267441239966e-02
