Main.Studies.MarkerTracking.t,Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_RightArm.SternoClavicularProtraction,Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_RightArm.SternoClavicularElevation,Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_RightArm.SternoClavicularAxialRotation,Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_RightArm.AcromioClavicularProtraction,Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_RightArm.AcromioClavicularMedialRotation,Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_RightArm.AcromioClavicularPosteriorTilt,Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_RightArm.GlenohumeralFlexion,Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_RightArm.GlenohumeralExternalRotation,Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_RightArm.GlenohumeralAbduction,Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_RightArm.ElbowFlexion,Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_RightArm.ElbowPronation,Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_RightArm.WristFlexion,Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_RightArm.WristAbduction
  1.151000000000000e+01, -2.970340167072879e-01,  8.381616985123674e-02, -3.831333901400828e-03,  7.295692287494691e-01, -1.017089712384966e-02, -3.831333901342873e-03, -6.356484901172421e-02, -4.071940277814557e-02,  1.475967082579017e-01,  5.585331974244016e-01,  2.267217208323254e-01,  4.140416675930598e-01,  5.505843545465493e-02
  1.152000000000000e+01, -2.970253411780402e-01,  8.382439485373117e-02, -3.780865834032730e-03,  7.296548248403322e-01, -1.022100355264555e-02, -3.780865832916885e-03, -6.272208695872994e-02, -4.118397911737619e-02,  1.479787575338983e-01,  5.571348926362157e-01,  2.293790722177519e-01,  4.137550957017646e-01,  5.500727345279496e-02
  1.153000000000000e+01, -2.969827443390657e-01,  8.382676527218802e-02, -3.700510099934457e-03,  7.297992692517862e-01, -1.029267923753840e-02, -3.700510098914390e-03, -6.111981229833785e-02, -4.257212618119210e-02,  1.485972538988084e-01,  5.549440334369604e-01,  2.325755370933562e-01,  4.127087788121999e-01,  5.482931884873256e-02
  1.154000000000000e+01, -2.971709579820487e-01,  8.390464816652821e-02, -3.666383380848062e-03,  7.298022019526340e-01, -1.038114240979504e-02, -3.666383381302280e-03, -6.230575987714038e-02, -4.093128283296827e-02,  1.487869230170242e-01,  5.565978913657372e-01,  2.293266197636772e-01,  4.133271031944037e-01,  5.498185965660821e-02
  1.155000000000000e+01, -2.973664704971979e-01,  8.400061742171117e-02, -3.564555160150904e-03,  7.299145682089315e-01, -1.054210635160113e-02, -3.564555160244343e-03, -6.253273882116495e-02, -4.029887360897358e-02,  1.494822744358766e-01,  5.570617605553017e-01,  2.290789537174205e-01,  4.137669025769268e-01,  5.518606613501825e-02
  1.156000000000000e+01, -2.974674461285985e-01,  8.405713494552258e-02, -3.481327480003657e-03,  7.300230535608337e-01, -1.065710504469664e-02, -3.481327479397730e-03, -6.218620131576480e-02, -3.965686787236940e-02,  1.500713659149548e-01,  5.565843050217674e-01,  2.324236546283467e-01,  4.146819397153707e-01,  5.563440233497192e-02
  1.157000000000000e+01, -2.975596717140674e-01,  8.410649926182079e-02, -3.415242608949214e-03,  7.301057679358287e-01, -1.075179079777278e-02, -3.415242608591627e-03, -6.202015457159682e-02, -3.939966006144850e-02,  1.505348005857670e-01,  5.561578882478280e-01,  2.329969570470802e-01,  4.148591472429182e-01,  5.584412123176530e-02
  1.158000000000000e+01, -2.975933334704577e-01,  8.412540743126096e-02, -3.387197412022016e-03,  7.301424206636182e-01, -1.079043061327267e-02, -3.387197411989239e-03, -6.190014878201233e-02, -3.904437602189103e-02,  1.507334057472336e-01,  5.561955465165296e-01,  2.323774426877378e-01,  4.156801065331761e-01,  5.587926593841371e-02
  1.159000000000000e+01, -2.974742126543681e-01,  8.406878164172293e-02, -3.441126485799234e-03,  7.300873604866239e-01, -1.070083759649276e-02, -3.441126485863761e-03, -6.163873221237215e-02, -3.868828238538088e-02,  1.503707990179129e-01,  5.561244395485058e-01,  2.304746433212531e-01,  4.160505395964449e-01,  5.576976133609286e-02
  1.160000000000000e+01, -2.977138261289140e-01,  8.419906236613328e-02, -3.260486855565227e-03,  7.303169695622762e-01, -1.095610570843952e-02, -3.260486855565227e-03, -6.107217267677600e-02, -4.063114401015092e-02,  1.516418759494496e-01,  5.552183486350984e-01,  2.284413285112727e-01,  4.145677824834935e-01,  5.515204126721106e-02
