Main.Studies.MarkerTracking.t,Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_RightArm.ThoraxClavicula[0],Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_RightArm.ThoraxClavicula[1],Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_RightArm.ThoraxClavicula[2],Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_RightArm.ClaviculaScapula[0],Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_RightArm.ClaviculaScapula[1],Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_RightArm.ClaviculaScapula[2],Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_RightArm.ScapulaHumerus[0],Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_RightArm.ScapulaHumerus[1],Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_RightArm.ScapulaHumerus[2],Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_RightArm.HumerusUlna,Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_RightArm.UlnaRadius,Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_RightArm.RadiusWrist,Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_RightArm.WristHand
  8.000000000000000e-01, -1.287610774523091e-02, -3.036654963509751e-01,  8.666604857792269e-02,  6.302047048846353e-03,  7.342503114278750e-01,  1.528109046528986e-02,  8.124930488886074e-02,  9.122339184467939e-01, -4.562658511492621e-02,  3.234327971705320e-01,  2.441252936114850e+00, -5.549422267097913e-01, -5.762953289107429e-02
  8.100000000000001e-01, -1.279620895459915e-02, -3.038589251298011e-01,  8.678077459631968e-02,  6.470957221028212e-03,  7.343860265416359e-01,  1.541876958293908e-02,  8.183544894490380e-02,  9.122376838418539e-01, -4.587542292944556e-02,  3.235297375880512e-01,  2.441443039388148e+00, -5.555119880317584e-01, -5.801304197539704e-02
  8.200000000000001e-01, -1.272134587036484e-02, -3.040353726177555e-01,  8.688632850502247e-02,  6.628054367471980e-03,  7.345136553376207e-01,  1.554604276120183e-02,  8.238435228054074e-02,  9.122293803300859e-01, -4.607213069967924e-02,  3.236192151501956e-01,  2.441629106936534e+00, -5.560721510500978e-01, -5.838852201363872e-02
  8.300000000000001e-01, -1.265076581833270e-02, -3.041978008922216e-01,  8.698425364590724e-02,  6.775208380670908e-03,  7.346343651005979e-01,  1.566461602248410e-02,  8.290152532927431e-02,  9.122093860197450e-01, -4.622783832112185e-02,  3.237077066272477e-01,  2.441810580048393e+00, -5.566305335042474e-01, -5.875815217396512e-02
  8.400000000000001e-01, -1.258419331965622e-02, -3.043479218229076e-01,  8.707537024459176e-02,  6.913257972827974e-03,  7.347485215012810e-01,  1.577533821262549e-02,  8.338903018912248e-02,  9.121796705172656e-01, -4.635139332213450e-02,  3.238000496304679e-01,  2.441985442399079e+00, -5.571896809737846e-01, -5.912159981807623e-02
  8.500000000000001e-01, -1.252158189063602e-02, -3.044869239086480e-01,  8.716018298852837e-02,  7.042566276336351e-03,  7.348560978505447e-01,  1.587867379754658e-02,  8.384730642155615e-02,  9.121440460169029e-01, -4.645109411436966e-02,  3.239000659772018e-01,  2.442147903883564e+00, -5.577484235179966e-01, -5.947752285715698e-02
  8.600000000000001e-01, -1.246273146076729e-02, -3.046164115555338e-01,  8.723943594887736e-02,  7.163833214926884e-03,  7.349573235646613e-01,  1.597536623387168e-02,  8.427789929751163e-02,  9.121055890792567e-01, -4.653608217070161e-02,  3.240123998224697e-01,  2.442293545622914e+00, -5.583075281058685e-01, -5.982516342058186e-02
  8.700000000000001e-01, -1.240740650688825e-02, -3.047380854321656e-01,  8.731392906785888e-02,  7.277837217562438e-03,  7.350524868940452e-01,  1.606622269385886e-02,  8.468261171461798e-02,  9.120672821913485e-01, -4.661569069954751e-02,  3.241418868523943e-01,  2.442418049940431e+00, -5.588680915658321e-01, -6.016389648508775e-02
  8.800000000000000e-01, -1.235534280828531e-02, -3.048537081520135e-01,  8.738450104094241e-02,  7.385416364284487e-03,  7.351419252619721e-01,  1.615209615575313e-02,  8.506345324410174e-02,  9.120319751499010e-01, -4.669928725764928e-02,  3.242934785081730e-01,  2.442517274157127e+00, -5.594315236040227e-01, -6.049323498638126e-02
  8.900000000000000e-01, -1.230626212515153e-02, -3.049650436919903e-01,  8.745199789050505e-02,  7.487430978811062e-03,  7.352260028707818e-01,  1.623385141561901e-02,  8.542253955511300e-02,  9.120026069323844e-01, -4.679602661869126e-02,  3.244719234666584e-01,  2.442587000958179e+00, -5.599990779087215e-01, -6.081282375838017e-02
