Main.Studies.MarkerTracking.t,Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_LeftArm.ThoraxClavicula[0],Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_LeftArm.ThoraxClavicula[1],Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_LeftArm.ThoraxClavicula[2],Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_LeftArm.ClaviculaScapula[0],Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_LeftArm.ClaviculaScapula[1],Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_LeftArm.ClaviculaScapula[2],Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_LeftArm.ScapulaHumerus[0],Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_LeftArm.ScapulaHumerus[1],Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_LeftArm.ScapulaHumerus[2],Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_LeftArm.HumerusUlna,Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_LeftArm.UlnaRadius,Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_LeftArm.RadiusWrist,Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_LeftArm.WristHand
  1.000000000000000e+00,  2.302724256368713e-02, -3.547357260766685e-01,  1.249305843891188e-01,  7.525767137438141e-02,  7.983186320984599e-01,  6.046412433758681e-02,  3.449608889728802e-01,  4.728683632547748e-01,  3.188571948468753e-02,  1.598178931724153e+00, -1.469735840017624e+00,  2.484518579235144e+00,  7.185118030645813e-01
  1.010000000000000e+00,  2.433972061070452e-02, -3.565053502203961e-01,  1.263413843261019e-01,  7.782301339144378e-02,  8.006392210998984e-01,  6.192819687501280e-02,  3.546924215247719e-01,  4.727610867575957e-01,  3.587976363838385e-02,  1.623089710559189e+00, -1.438991690679761e+00,  2.512000794667546e+00,  6.567713937219253e-01
  1.020000000000000e+00,  2.568489870595416e-02, -3.582096167588966e-01,  1.277427981411002e-01,  8.042605519780258e-02,  8.030292208309939e-01,  6.338281582981084e-02,  3.647763049317997e-01,  4.737781706676206e-01,  4.100323215129060e-02,  1.648177635021341e+00, -1.411132462417076e+00,  2.536479461908846e+00,  5.996970003150155e-01
  1.030000000000000e+00,  2.706403062300342e-02, -3.598515319459795e-01,  1.291366811036458e-01,  8.306963142994087e-02,  8.054908126446427e-01,  6.482940010506846e-02,  3.751996834706577e-01,  4.758680695956004e-01,  4.726556455392508e-02,  1.673531934485253e+00, -1.386204484134198e+00,  2.559081346055293e+00,  5.469836559799024e-01
  1.040000000000000e+00,  2.847555372882890e-02, -3.614268186830775e-01,  1.305202987497236e-01,  8.575007757748666e-02,  8.080217067586662e-01,  6.626516915784576e-02,  3.859301933361662e-01,  4.790053794075359e-01,  5.469980418197001e-02,  1.699173852945904e+00, -1.364431452987015e+00,  2.580525455361341e+00,  4.986395136397226e-01
  1.050000000000000e+00,  2.991753513192000e-02, -3.629310737216108e-01,  1.318906490434182e-01,  8.846308513527200e-02,  8.106189545280444e-01,  6.768712914028709e-02,  3.969277297695804e-01,  4.831694808889735e-01,  6.333773269452839e-02,  1.725096161975942e+00, -1.346141646509128e+00,  2.601316550359510e+00,  4.547975088799827e-01
  1.060000000000000e+00,  3.138831142496071e-02, -3.643587026236322e-01,  1.332442952015416e-01,  9.120441034635279e-02,  8.132803521789884e-01,  6.909217252177433e-02,  4.081520681704008e-01,  4.883270835980491e-01,  7.322258973424725e-02,  1.751277674196162e+00, -1.331569286503303e+00,  2.621799246618430e+00,  4.154931730183105e-01
  1.070000000000000e+00,  3.288772285185840e-02, -3.657092718246442e-01,  1.345808120955587e-01,  9.397365501299630e-02,  8.160059280631484e-01,  7.047983753419783e-02,  4.195642937773473e-01,  4.944359226687911e-01,  8.437827331551276e-02,  1.777692139232500e+00, -1.320947451732387e+00,  2.642235963387587e+00,  3.807247700403354e-01
  1.080000000000000e+00,  3.441569174593789e-02, -3.669804807261740e-01,  1.358989697809002e-01,  9.677002348931285e-02,  8.187961670658641e-01,  7.184915242756218e-02,  4.311240568527422e-01,  5.014480103250525e-01,  9.684345956568625e-02,  1.804282831586425e+00, -1.314413247601448e+00,  2.662798027314532e+00,  3.504188920555933e-01
  1.090000000000000e+00,  3.597381362205986e-02, -3.681756644215443e-01,  1.372008857616861e-01,  9.959701306084474e-02,  8.216540016158199e-01,  7.320194633977059e-02,  4.427926826197957e-01,  5.093101369243553e-01,  1.106363748516063e-01,  1.830981987809766e+00, -1.312063476460577e+00,  2.683616900106830e+00,  3.244536922903025e-01
  1.100000000000000e+00,  3.756426708449871e-02, -3.692982705150383e-01,  1.384890348434000e-01,  1.024591193017508e-01,  8.245834731398256e-01,  7.454038769649252e-02,  4.545309944761965e-01,  5.179649781093215e-01,  1.257818255606410e-01,  1.857691538461990e+00, -1.313879881948514e+00,  2.704767786821170e+00,  3.026426618068054e-01
  1.110000000000000e+00,  3.919071770734797e-02, -3.703564985007791e-01,  1.397687999577373e-01,  1.053646284461822e-01,  8.275907742816286e-01,  7.586892569108140e-02,  4.663005102206664e-01,  5.273521089401821e-01,  1.422884209211439e-01,  1.884295607630770e+00, -1.319762747995271e+00,  2.726295196297483e+00,  2.847589927153047e-01
  1.120000000000000e+00,  4.085794651431584e-02, -3.713616244160838e-01,  1.410475630033357e-01,  1.083245684335850e-01,  8.306837349059180e-01,  7.719346854796080e-02,  4.780622818436532e-01,  5.374077690081125e-01,  1.601559695044324e-01,  1.910655315539409e+00, -1.329505459636591e+00,  2.748207150280444e+00,  2.705419873217583e-01
  1.130000000000000e+00,  4.257200191392331e-02, -3.723295430326855e-01,  1.423355066876014e-01,  1.113534209514180e-01,  8.338718337693584e-01,  7.852186988163974e-02,  4.897761516915096e-01,  5.480661545243494e-01,  1.793658364624732e-01,  1.936614936287714e+00, -1.342810849532962e+00,  2.770483689595616e+00,  2.597172028505703e-01
  1.140000000000000e+00,  4.433999046317981e-02, -3.732798482724030e-01,  1.436451269534914e-01,  1.144685458162836e-01,  8.371658765494745e-01,  7.986343918719326e-02,  5.014005314195548e-01,  5.592555842152463e-01,  1.998836859181399e-01,  1.962002869288317e+00, -1.359290389840144e+00,  2.793075055291092e+00,  2.520099000955778e-01
  1.150000000000000e+00,  4.616910165740554e-02, -3.742332660406729e-01,  1.449896054602879e-01,  1.176878880488263e-01,  8.405764548223293e-01,  8.122752412345460e-02,  5.128870086642627e-01,  5.709082256316025e-01,  2.216676203904030e-01,  1.986629218055653e+00, -1.378446825284029e+00,  2.815889089877341e+00,  2.471522751332111e-01
  1.160000000000000e+00,  4.806816943236232e-02, -3.752177132517376e-01,  1.463863857840092e-01,  1.210342685615455e-01,  8.441159422316554e-01,  8.262616844761139e-02,  5.241888857519309e-01,  5.829396223359870e-01,  2.446369465610688e-01,  2.010313444212640e+00, -1.399783592911174e+00,  2.838837940817161e+00,  2.449194802718093e-01
  1.170000000000000e+00,  5.004550324334649e-02, -3.762608983588397e-01,  1.478527520419709e-01,  1.245297663611487e-01,  8.477953895526410e-01,  8.407054606626821e-02,  5.352517335015401e-01,  5.952674647316919e-01,  2.687026954020013e-01,  2.032870861427695e+00, -1.422743274431981e+00,  2.861804317717966e+00,  2.451149600740372e-01
  1.180000000000000e+00,  5.210928581299672e-02, -3.773922662673287e-01,  1.494069424836649e-01,  1.281969317986447e-01,  8.516249190948898e-01,  8.557173184217515e-02,  5.460169185525403e-01,  6.078043800378564e-01,  2.937548708103842e-01,  2.054130504156594e+00, -1.446778881675910e+00,  2.884671052090470e+00,  2.475853342411813e-01
  1.190000000000000e+00,  5.426768457006093e-02, -3.786430162280371e-01,  1.510682515105944e-01,  1.320589860940760e-01,  8.556138542609699e-01,  8.714070678996494e-02,  5.564251306234809e-01,  6.204546478004670e-01,  3.196613533317748e-01,  2.073944955668598e+00, -1.471382937466146e+00,  2.907332314855136e+00,  2.522195747675129e-01
  1.200000000000000e+00,  5.652784755039229e-02, -3.800431694885865e-01,  1.528552061701377e-01,  1.361373465559715e-01,  8.597691876126350e-01,  8.878689168450431e-02,  5.664131228899159e-01,  6.331241439764556e-01,  3.462776516395525e-01,  2.092192637092302e+00, -1.496102430980227e+00,  2.929699326021276e+00,  2.589399460312318e-01
  1.210000000000000e+00,  5.889563924765860e-02, -3.816205163926407e-01,  1.547849624216247e-01,  1.404508804230595e-01,  8.640951976854189e-01,  9.051769826220003e-02,  5.759149739824865e-01,  6.457227131204623e-01,  3.734506223650015e-01,  2.108783017935738e+00, -1.520559993320301e+00,  2.951710234575887e+00,  2.676934953874995e-01
  1.220000000000000e+00,  6.137620194714596e-02, -3.834016955009298e-01,  1.568741068648216e-01,  1.450171221091136e-01,  8.685942975345132e-01,  9.233914849507688e-02,  5.848683471398174e-01,  6.581607413131201e-01,  4.010158549415831e-01,  2.123663067231954e+00, -1.544470356028454e+00,  2.973339516693909e+00,  2.784433662652415e-01
