Main.Studies.MarkerTracking.t,Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_LeftLeg.HipFlexion,Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_LeftLeg.HipAbduction,Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_LeftLeg.HipExternalRotation,Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_LeftLeg.KneeFlexion,Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_LeftLeg.AnklePlantarFlexion,Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_LeftLeg.SubTalarEversion
  5.000000000000000e-01, -1.713550700151708e-02,  2.689854615827536e-02,  2.219149418864060e-01,  1.227870238524645e-01, -1.290839893147309e-02,  9.027633400315239e-02
  5.100000000000000e-01, -1.752635976655647e-02,  2.688258388438025e-02,  2.219691654562963e-01,  1.227729437849876e-01, -1.284576013447977e-02,  9.043692936808889e-02
  5.200000000000000e-01, -1.792632188269846e-02,  2.686550235780349e-02,  2.220229453468698e-01,  1.227573628454759e-01, -1.278039265675494e-02,  9.060191112548416e-02
  5.300000000000000e-01, -1.833639816888040e-02,  2.684687587276580e-02,  2.220763881406272e-01,  1.227403740597691e-01, -1.271216819200579e-02,  9.077162912823807e-02
  5.400000000000000e-01, -1.875708412805425e-02,  2.682656714084719e-02,  2.221293783126568e-01,  1.227218554937436e-01, -1.264088624500359e-02,  9.094623446399482e-02
  5.500000000000000e-01, -1.918776101491041e-02,  2.680457100497824e-02,  2.221817859685666e-01,  1.227017808721738e-01, -1.256641111877914e-02,  9.112562499566886e-02
  5.600000000000001e-01, -1.962822113185513e-02,  2.678082917930391e-02,  2.222334801567671e-01,  1.226800880042234e-01, -1.248857718055693e-02,  9.130979163139176e-02
  5.700000000000000e-01, -2.007824174673892e-02,  2.675528342832223e-02,  2.222843239855666e-01,  1.226567154125472e-01, -1.240721560132976e-02,  9.149871543691622e-02
  5.800000000000000e-01, -2.053758427039228e-02,  2.672787594593728e-02,  2.223341752520515e-01,  1.226316033924041e-01, -1.232215520326767e-02,  9.169236552865526e-02
  5.900000000000000e-01, -2.100599533812503e-02,  2.669854930293258e-02,  2.223828856665406e-01,  1.226046942200315e-01, -1.223322362537795e-02,  9.189070041431081e-02
  6.000000000000000e-01, -2.148320727842097e-02,  2.666724638781282e-02,  2.224302999370174e-01,  1.225759323742883e-01, -1.214024850907339e-02,  9.209366960881471e-02
  6.100000000000000e-01, -2.196893792419179e-02,  2.663391082064392e-02,  2.224762564408027e-01,  1.225452652689939e-01, -1.204305827227329e-02,  9.230121179480748e-02
  6.200000000000000e-01, -2.246288988615861e-02,  2.659848761940720e-02,  2.225205890376468e-01,  1.225126445422513e-01, -1.194148260146218e-02,  9.251325133561150e-02
  6.300000000000000e-01, -2.296474958310831e-02,  2.656092369117102e-02,  2.225631287304818e-01,  1.224780273200883e-01, -1.183535309055962e-02,  9.272969657047385e-02
  6.400000000000000e-01, -2.347418663358900e-02,  2.652116818549177e-02,  2.226037049206022e-01,  1.224413769067156e-01, -1.172450465345450e-02,  9.295043931079811e-02
  6.500000000000000e-01, -2.399085390330143e-02,  2.647917280171308e-02,  2.226421464013384e-01,  1.224026627340303e-01, -1.160877786782417e-02,  9.317535444120187e-02
  6.600000000000000e-01, -2.451438792991040e-02,  2.643489183360770e-02,  2.226782822596994e-01,  1.223618596488849e-01, -1.148802146165281e-02,  9.340430051333526e-02
  6.700000000000000e-01, -2.504440928589269e-02,  2.638828200679111e-02,  2.227119431045611e-01,  1.223189468659697e-01, -1.136209438267659e-02,  9.363712117091115e-02
  6.799999999999999e-01, -2.558052257790392e-02,  2.633930246556715e-02,  2.227429624515603e-01,  1.222739068151424e-01, -1.123086772982210e-02,  9.387364640120782e-02
  6.899999999999999e-01, -2.612231620607361e-02,  2.628791509532991e-02,  2.227711776996595e-01,  1.222267238875280e-01, -1.109422662741836e-02,  9.411369320120003e-02
