Main.Studies.MarkerTracking.t,Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_RightLeg.HipFlexion,Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_RightLeg.HipAbduction,Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_RightLeg.HipExternalRotation,Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_RightLeg.KneeFlexion,Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_RightLeg.AnklePlantarFlexion,Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_RightLeg.SubTalarEversion
  2.500000000000000e+00,  1.359848356824260e+00,  1.293594024622651e-01,  5.989791267086148e-02,  1.721524005571652e+00, -1.203230588750562e-01, -1.857811611372122e-02
  2.510000000000000e+00,  1.361199208610793e+00,  1.292870321941926e-01,  5.988674466857287e-02,  1.721682772441817e+00, -1.203457774900773e-01, -1.871858105396087e-02
  2.520000000000000e+00,  1.362608163549596e+00,  1.292153054685816e-01,  5.988031660105746e-02,  1.721851545790799e+00, -1.203787953939610e-01, -1.887258788318431e-02
  2.530000000000000e+00,  1.364093006822814e+00,  1.291445200968748e-01,  5.988006410870293e-02,  1.722033522301991e+00, -1.204256618680103e-01, -1.904437335502373e-02
  2.540000000000000e+00,  1.365660187569677e+00,  1.290748895634459e-01,  5.988676531864977e-02,  1.722229877650419e+00, -1.204879846551467e-01, -1.923570042595273e-02
  2.550000000000000e+00,  1.367309109802309e+00,  1.290064918247882e-01,  5.990080188705327e-02,  1.722440468093577e+00, -1.205660625035997e-01, -1.944662745106116e-02
  2.560000000000000e+00,  1.369041938479608e+00,  1.289394501755190e-01,  5.992273252213164e-02,  1.722665638084283e+00, -1.206607286710831e-01, -1.967786110973822e-02
  2.570000000000000e+00,  1.370860835186750e+00,  1.288738842819863e-01,  5.995312565627666e-02,  1.722905711431811e+00, -1.207728361147770e-01, -1.993009641304049e-02
  2.580000000000000e+00,  1.372767953640144e+00,  1.288099100468636e-01,  5.999255782152806e-02,  1.723160988255648e+00, -1.209032563549836e-01, -2.020401569745584e-02
  2.590000000000000e+00,  1.374765434963854e+00,  1.287476400387655e-01,  6.004161180507462e-02,  1.723431741998978e+00, -1.210528784530671e-01, -2.050028749828538e-02
  2.600000000000000e+00,  1.376855402856393e+00,  1.286871841485713e-01,  6.010087519587522e-02,  1.723718215857726e+00, -1.212226084083318e-01, -2.081956301451061e-02
  2.610000000000000e+00,  1.379039958985649e+00,  1.286286504879668e-01,  6.017093897486532e-02,  1.724020618709823e+00, -1.214133684603547e-01, -2.116247157475040e-02
  2.620000000000000e+00,  1.381321178760530e+00,  1.285721464494736e-01,  6.025239574626961e-02,  1.724339120912951e+00, -1.216260959763170e-01, -2.152961718964884e-02
  2.630000000000000e+00,  1.383701107275598e+00,  1.285177790406276e-01,  6.034583752805877e-02,  1.724673850122215e+00, -1.218617422041677e-01, -2.192157631307771e-02
  2.640000000000000e+00,  1.386181754993830e+00,  1.284656536635109e-01,  6.045185338126214e-02,  1.725024887210640e+00, -1.221212708573733e-01, -2.233889671358609e-02
  2.650000000000000e+00,  1.388765092952503e+00,  1.284158721798485e-01,  6.057102702851483e-02,  1.725392262365111e+00, -1.224056563445815e-01, -2.278209765590280e-02
  2.660000000000000e+00,  1.391453047718436e+00,  1.283685319870995e-01,  6.070393408648739e-02,  1.725775951191049e+00, -1.227158820246046e-01, -2.325167043120204e-02
  2.670000000000000e+00,  1.394247695406247e+00,  1.283239021778457e-01,  6.085054381266230e-02,  1.726176080921721e+00, -1.230529280431212e-01, -2.374847067098498e-02
  2.680000000000000e+00,  1.397150465275388e+00,  1.282817376008580e-01,  6.101251265493479e-02,  1.726592111279798e+00, -1.234178163568859e-01, -2.427216923734422e-02
  2.690000000000000e+00,  1.400163314880209e+00,  1.282422825421574e-01,  6.118989149102750e-02,  1.727024003200000e+00, -1.238115353038325e-01, -2.482354107226975e-02
  2.700000000000000e+00,  1.403287958622938e+00,  1.282056856648719e-01,  6.138285421418084e-02,  1.727471570707347e+00, -1.242351226194502e-01, -2.540298873805447e-02
  2.710000000000000e+00,  1.406526032521848e+00,  1.281719473832725e-01,  6.159245514843083e-02,  1.727934287421019e+00, -1.246895420481955e-01, -2.601078408790953e-02
  2.720000000000000e+00,  1.409879099578475e+00,  1.281411998956188e-01,  6.181891687080306e-02,  1.728411775681741e+00, -1.251758404040567e-01, -2.664723814322537e-02
  2.730000000000000e+00,  1.413348653422624e+00,  1.281135362221595e-01,  6.206265967746095e-02,  1.728903508789355e+00, -1.256950451354254e-01, -2.731259399340044e-02
  2.740000000000000e+00,  1.416936102482059e+00,  1.280890423309484e-01,  6.232408783528962e-02,  1.729408864819259e+00, -1.262481884502511e-01, -2.800704626341184e-02
  2.750000000000000e+00,  1.420642765070851e+00,  1.280678011236107e-01,  6.260357442752396e-02,  1.729927127507421e+00, -1.268363077220895e-01, -2.873074079921677e-02
  2.760000000000000e+00,  1.424469862568537e+00,  1.280498951694722e-01,  6.290145915595458e-02,  1.730457483544104e+00, -1.274604445122505e-01, -2.948377748828558e-02
  2.770000000000000e+00,  1.428418512219556e+00,  1.280354086849269e-01,  6.321804691010052e-02,  1.730999020075158e+00, -1.281216430437198e-01, -3.026621456268870e-02
  2.780000000000000e+00,  1.432489719612428e+00,  1.280244290751376e-01,  6.355360689235302e-02,  1.731550722079190e+00, -1.288209488891405e-01, -3.107807086888108e-02
  2.790000000000000e+00,  1.436684428943594e+00,  1.280171153318512e-01,  6.390797254108647e-02,  1.732111600282068e+00, -1.295594169582885e-01, -3.191936674118090e-02
  2.800000000000000e+00,  1.441003288616557e+00,  1.280134411725125e-01,  6.428210211280563e-02,  1.732680178713668e+00, -1.303380748507520e-01, -3.278996305296861e-02
  2.810000000000000e+00,  1.445446972445423e+00,  1.280135776876019e-01,  6.467580493018826e-02,  1.733255233285240e+00, -1.311579731441730e-01, -3.368979708337639e-02
  2.820000000000000e+00,  1.450015962091066e+00,  1.280176492143368e-01,  6.508918951536075e-02,  1.733835318100938e+00, -1.320201504540528e-01, -3.461872952975489e-02
  2.830000000000000e+00,  1.454710586986188e+00,  1.280257891204575e-01,  6.552233790177193e-02,  1.734418868323763e+00, -1.329256385559026e-01, -3.557657989475772e-02
  2.840000000000000e+00,  1.459531019492706e+00,  1.280381424918449e-01,  6.597529481783142e-02,  1.735004201669510e+00, -1.338754605879917e-01, -3.656312538153185e-02
  2.850000000000000e+00,  1.464477268401756e+00,  1.280548665523848e-01,  6.644806876678690e-02,  1.735589515756632e+00, -1.348706295256386e-01, -3.757809605668441e-02
  2.860000000000000e+00,  1.469549172234063e+00,  1.280761292587536e-01,  6.694063392583340e-02,  1.736172885489782e+00, -1.359121466483466e-01, -3.862116955686922e-02
  2.870000000000000e+00,  1.474746392659529e+00,  1.281021064670096e-01,  6.745293194261075e-02,  1.736752261399400e+00, -1.370009992134838e-01, -3.969196906130712e-02
  2.880000000000000e+00,  1.480068408489978e+00,  1.281329788906791e-01,  6.798487353650996e-02,  1.737325468919233e+00, -1.381381572815655e-01, -4.079006314466620e-02
  2.890000000000000e+00,  1.485514510202595e+00,  1.281689294253801e-01,  6.853634021589489e-02,  1.737890208084144e+00, -1.393245702124520e-01, -4.191496322140699e-02
  2.900000000000000e+00,  1.491083794422705e+00,  1.282101407633114e-01,  6.910718607068958e-02,  1.738444053567364e+00, -1.405611634055921e-01, -4.306611795559860e-02
  2.910000000000000e+00,  1.496775158260232e+00,  1.282567930594247e-01,  6.969723934650679e-02,  1.738984455368464e+00, -1.418488351123870e-01, -4.424290789071897e-02
  2.920000000000000e+00,  1.502587293883477e+00,  1.283090618830520e-01,  7.030630388695243e-02,  1.739508740202827e+00, -1.431884528743139e-01, -4.544464208484723e-02
  2.930000000000000e+00,  1.508518683451879e+00,  1.283671165346005e-01,  7.093416068208835e-02,  1.740014113389131e+00, -1.445808497031385e-01, -4.667055546212159e-02
  2.940000000000000e+00,  1.514567594428394e+00,  1.284311173967674e-01,  7.158056926429381e-02,  1.740497661383343e+00, -1.460268198380743e-01, -4.791980619564483e-02
