Main.Studies.MarkerTracking.t,Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_RightArm.ThoraxClavicula[0],Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_RightArm.ThoraxClavicula[1],Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_RightArm.ThoraxClavicula[2],Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_RightArm.ClaviculaScapula[0],Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_RightArm.ClaviculaScapula[1],Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_RightArm.ClaviculaScapula[2],Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_RightArm.ScapulaHumerus[0],Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_RightArm.ScapulaHumerus[1],Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_RightArm.ScapulaHumerus[2],Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_RightArm.HumerusUlna,Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_RightArm.UlnaRadius,Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_RightArm.RadiusWrist,Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_RightArm.WristHand
  2.000000000000000e+00, -2.121623974935644e-02, -2.145145571928568e-01,  4.756111646493245e-02, -2.658887977255750e-02,  7.269771316850245e-01, -2.394740381089006e-02,  2.150510157376236e-01,  2.861512236743776e-01,  4.653883796760619e-01,  1.038203475468603e+00,  2.476957598950605e+00, -8.435252520565734e-01, -3.137373649496152e-01
  2.010000000000000e+00, -2.077442970650569e-02, -2.159878677539055e-01,  4.831009701649130e-02, -2.563415222859148e-02,  7.277009318501960e-01, -2.300189216811364e-02,  2.166539364497788e-01,  2.824824622209666e-01,  4.597703479624443e-01,  1.053971904700600e+00,  2.480254999566796e+00, -8.557293143266328e-01, -3.134623168320243e-01
  2.020000000000000e+00, -2.032492041165864e-02, -2.174802187070217e-01,  4.907062949797253e-02, -2.466233731461642e-02,  7.284380594146707e-01, -2.204355550216042e-02,  2.182662147942913e-01,  2.788806711723623e-01,  4.541160682219548e-01,  1.069907700191828e+00,  2.483507231245516e+00, -8.678582818631240e-01, -3.131387563156863e-01
  2.030000000000000e+00, -1.986511019676513e-02, -2.189995967603551e-01,  4.984691968131926e-02, -2.366785622652795e-02,  7.291928374723896e-01, -2.106716648762218e-02,  2.199020418757903e-01,  2.753150293209638e-01,  4.483960882973921e-01,  1.086095016411803e+00,  2.486800786097791e+00, -8.800208564912636e-01, -3.127488970998016e-01
  2.040000000000000e+00, -1.939450725876419e-02, -2.205471839924025e-01,  5.063969463077671e-02, -2.264962833199927e-02,  7.299661060725784e-01, -2.007194301148510e-02,  2.215646405917288e-01,  2.717827516835352e-01,  4.426074106673075e-01,  1.102540705337188e+00,  2.490134856069127e+00, -8.922187930689514e-01, -3.123001898917913e-01
  2.050000000000000e+00, -1.891390023211728e-02, -2.221203801546081e-01,  5.144769310306597e-02, -2.160925144761109e-02,  7.307565533868620e-01, -1.905966235360102e-02,  2.232506837745734e-01,  2.682932090028323e-01,  4.367600834874302e-01,  1.119214269523618e+00,  2.493491039445062e+00, -9.044119060581896e-01, -3.118030761540299e-01
  2.060000000000000e+00, -1.842360567241606e-02, -2.237180328150251e-01,  5.227040444869603e-02, -2.054733134381985e-02,  7.315636529950582e-01, -1.803113751200083e-02,  2.249593631696224e-01,  2.648503682417462e-01,  4.308588625345016e-01,  1.136099125436331e+00,  2.496857152376325e+00, -9.165771877652440e-01, -3.112689306956853e-01
  2.070000000000000e+00, -1.792372481503587e-02, -2.253393148143779e-01,  5.310753005577470e-02, -1.946409168524619e-02,  7.323872720180585e-01, -1.698686297145792e-02,  2.266908440134812e-01,  2.614619540592234e-01,  4.249092119725872e-01,  1.153172265439882e+00,  2.500158319784703e+00, -9.286644491129371e-01, -3.107401969415113e-01
  2.080000000000000e+00, -1.741509043622755e-02, -2.269822916923288e-01,  5.395804042638584e-02, -1.836107473780215e-02,  7.332259339308845e-01, -1.592841134127492e-02,  2.284421337728480e-01,  2.581233185435012e-01,  4.189142732836074e-01,  1.170426627643235e+00,  2.503499611109844e+00, -9.407044933400025e-01, -3.101752788301643e-01
  2.090000000000000e+00, -1.689788646041489e-02, -2.286460153085184e-01,  5.482155022089737e-02, -1.723866349769998e-02,  7.340793507695818e-01, -1.485639253488051e-02,  2.302130687449143e-01,  2.548409048660816e-01,  4.128792445424170e-01,  1.187838406281288e+00,  2.506812485556793e+00, -9.526512450298019e-01, -3.096153199359929e-01
  2.100000000000000e+00, -1.637253951987976e-02, -2.303291772456743e-01,  5.569743208545082e-02, -1.609768128078529e-02,  7.349467871823362e-01, -1.377176935352517e-02,  2.320024286544037e-01,  2.516170913473997e-01,  4.068085137555282e-01,  1.205388311134080e+00,  2.510083221109166e+00, -9.644841668311740e-01, -3.090768477652449e-01
  2.110000000000000e+00, -1.583950721202329e-02, -2.320304304572154e-01,  5.658502724837765e-02, -1.493901234731197e-02,  7.358274489091140e-01, -1.267554325311203e-02,  2.338088454255828e-01,  2.484537813535601e-01,  4.007063267143334e-01,  1.223056533793320e+00,  2.513298700952339e+00, -9.761839575445799e-01, -3.085770209979490e-01
