Main.Studies.MarkerTracking.t,Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_LeftArm.ThoraxClavicula[0],Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_LeftArm.ThoraxClavicula[1],Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_LeftArm.ThoraxClavicula[2],Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_LeftArm.ClaviculaScapula[0],Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_LeftArm.ClaviculaScapula[1],Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_LeftArm.ClaviculaScapula[2],Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_LeftArm.ScapulaHumerus[0],Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_LeftArm.ScapulaHumerus[1],Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_LeftArm.ScapulaHumerus[2],Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_LeftArm.HumerusUlna,Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_LeftArm.UlnaRadius,Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_LeftArm.RadiusWrist,Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_LeftArm.WristHand
  5.000000000000000e-01, -2.308086380949372e-02, -2.437802511170211e-01,  5.826745998382221e-02, -2.301763634250385e-02,  7.202462279940739e-01, -1.530615479217926e-02,  7.728094310679859e-02,  4.442822392720188e-01,  2.439946480574370e-01,  3.897068101642620e-01, -2.143109415018129e+00, -2.853581054307562e+00,  2.088311923459018e+00
  5.100000000000000e-01, -2.282232164698755e-02, -2.435542827447037e-01,  5.828448462942099e-02, -2.268768039564210e-02,  7.207773875694659e-01, -1.514072723888985e-02,  8.156184941593848e-02,  4.387665811222135e-01,  2.487665459559039e-01,  3.940895323358242e-01, -2.144882670827771e+00, -2.853165820024734e+00,  2.085543975135904e+00
  5.200000000000000e-01, -2.254946442609806e-02, -2.434294833343432e-01,  5.834716170548540e-02, -2.231421355042727e-02,  7.213268903984948e-01, -1.492578029915424e-02,  8.585878971182721e-02,  4.327240232076250e-01,  2.529278571652814e-01,  3.988959810553031e-01, -2.146803906705028e+00, -2.852705762349115e+00,  2.082435516377197e+00
  5.300000000000000e-01, -2.226039487074319e-02, -2.434047350314492e-01,  5.845586452954411e-02, -2.189465869365197e-02,  7.218985454889999e-01, -1.466000569115686e-02,  9.020277921190420e-02,  4.260753212211615e-01,  2.565047595108942e-01,  4.041931321732443e-01, -2.148817216472398e+00, -2.852190805123108e+00,  2.078921818452006e+00
  5.400000000000000e-01, -2.195462741258336e-02, -2.434718759892920e-01,  5.860762250291187e-02, -2.143005509872018e-02,  7.224940983933030e-01, -1.434596275641284e-02,  9.461753153730078e-02,  4.188088846108167e-01,  2.595596523345347e-01,  4.100032517990869e-01, -2.150905005283096e+00, -2.851615538576866e+00,  2.074963413800927e+00
  5.500000000000000e-01, -2.163269145449330e-02, -2.436161486211107e-01,  5.879645329806688e-02, -2.092438565476010e-02,  7.231139700020249e-01, -1.398952917339648e-02,  9.912543613444537e-02,  4.109644261988643e-01,  2.621926022412644e-01,  4.163138099568428e-01, -2.153030842997238e+00, -2.850973588710541e+00,  2.070542626471770e+00
  5.600000000000001e-01, -2.129523129570060e-02, -2.438196473674307e-01,  5.901508218285041e-02, -2.038250054136436e-02,  7.237586857385019e-01, -1.359780774278788e-02,  1.037550093552154e-01,  4.025953954480860e-01,  2.645257034500771e-01,  4.231119157472856e-01, -2.155165425442418e+00, -2.850261280460119e+00,  2.065652399991862e+00
  5.700000000000001e-01, -2.094306113794156e-02, -2.440646597895676e-01,  5.925623101561713e-02, -1.980946579102133e-02,  7.244284312217469e-01, -1.317798254004223e-02,  1.085321531364345e-01,  3.937683943722625e-01,  2.666778750527720e-01,  4.303799297210891e-01, -2.157284573554652e+00, -2.849476209718592e+00,  2.060297379147444e+00
  5.800000000000000e-01, -2.057698652465945e-02, -2.443371094035789e-01,  5.951404785154504e-02, -1.920953979776463e-02,  7.251230535802184e-01, -1.273592143804573e-02,  1.134749757452411e-01,  3.845497618531371e-01,  2.687413715900599e-01,  4.380999937248757e-01, -2.159363889252246e+00, -2.848615643294705e+00,  2.054488932290247e+00
  5.900000000000000e-01, -2.019772228044875e-02, -2.446259889627096e-01,  5.978391874417673e-02, -1.858617730525486e-02,  7.258422774198078e-01, -1.227630248144720e-02,  1.185960019326829e-01,  3.750046590543614e-01,  2.707870876094085e-01,  4.462568772188078e-01, -2.161390211932265e+00, -2.847676776863505e+00,  2.048241479305063e+00
  6.000000000000000e-01, -1.980583755220401e-02, -2.449247496386202e-01,  6.006304195203529e-02, -1.794163604642014e-02,  7.265856680805292e-01, -1.180207032314311e-02,  1.238998004361217e-01,  3.651880528505703e-01,  2.728547761401139e-01,  4.548391704676835e-01, -2.163348063151775e+00, -2.846654833378914e+00,  2.041568673208962e+00
  6.100000000000000e-01, -1.940178747985110e-02, -2.452299158503931e-01,  6.034987190969038e-02, -1.727732704319113e-02,  7.273527062637740e-01, -1.131496317256454e-02,  1.293856246219968e-01,  3.551457654383214e-01,  2.749629342795716e-01,  4.638387244676094e-01, -2.165218820235991e+00, -2.845542783751532e+00,  2.034482107843779e+00
  6.200000000000000e-01, -1.898592295342386e-02, -2.455394576356220e-01,  6.064347459865899e-02, -1.659418858372559e-02,  7.281429327728156e-01, -1.081610397018425e-02,  1.350504213405633e-01,  3.449217419698438e-01,  2.771210731063019e-01,  4.732510312501013e-01, -2.167002561666678e+00, -2.844333815217222e+00,  2.026992321686438e+00
  6.300000000000000e-01, -1.855852435827676e-02, -2.458535409717094e-01,  6.094381275269817e-02, -1.589256577975382e-02,  7.289558026018713e-01, -1.030576740921419e-02,  1.408870756785490e-01,  3.345501547874981e-01,  2.793234116173167e-01,  4.830733251455249e-01, -2.168685540062594e+00, -2.843017574417841e+00,  2.019106824489876e+00
