Main.Studies.MarkerTracking.t,Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_LeftArm.ThoraxClavicula[0],Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_LeftArm.ThoraxClavicula[1],Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_LeftArm.ThoraxClavicula[2],Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_LeftArm.ClaviculaScapula[0],Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_LeftArm.ClaviculaScapula[1],Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_LeftArm.ClaviculaScapula[2],Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_LeftArm.ScapulaHumerus[0],Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_LeftArm.ScapulaHumerus[1],Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_LeftArm.ScapulaHumerus[2],Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_LeftArm.HumerusUlna,Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_LeftArm.UlnaRadius,Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_LeftArm.RadiusWrist,Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_LeftArm.WristHand
  8.000000000000000e-01, -2.713217446547797e-02, -1.912778952117112e-01,  3.628933060832516e-02, -3.989147449523477e-02,  7.176712299049619e-01, -3.797026589037244e-02,  4.462574602165155e-01, -5.897366361396644e-01,  4.126686416255184e-01,  2.094395102393195e+00,  3.190646267593243e-04,  4.163336342344337e-17,  1.110223024625156e-16
  8.100000000000001e-01, -2.713217446546571e-02, -1.912778952117160e-01,  3.628933060832823e-02, -3.989147449521663e-02,  7.176712299049646e-01, -3.797026589038881e-02,  4.462574602165040e-01, -5.897366361396704e-01,  4.126686416254902e-01,  2.094395102393195e+00,  3.190794965391577e-04,  0.000000000000000e+00,  0.000000000000000e+00
  8.200000000000001e-01, -2.713217446547800e-02, -1.912778952117154e-01,  3.628933060832718e-02, -3.989147449523444e-02,  7.176712299049651e-01, -3.797026589037334e-02,  4.462574602165131e-01, -5.897366361396643e-01,  4.126686416255210e-01,  2.094395102393195e+00,  3.190794965391588e-04, -4.163336342344337e-17,  0.000000000000000e+00
  8.300000000000001e-01, -2.713217446549380e-02, -1.912778952117153e-01,  3.628933060832554e-02, -3.989147449525407e-02,  7.176712299049655e-01, -3.797026589035451e-02,  4.462574602165228e-01, -5.897366361396564e-01,  4.126686416255561e-01,  2.094395102393195e+00,  3.190794965393817e-04, -5.551115123125780e-17,  8.326672684688673e-17
  8.400000000000001e-01, -2.713217446551478e-02, -1.912778952117164e-01,  3.628933060832339e-02, -3.989147449527006e-02,  7.176712299049673e-01, -3.797026589033321e-02,  4.462574602165345e-01, -5.897366361396486e-01,  4.126686416255932e-01,  2.094395102393196e+00,  3.190794965386052e-04,  5.551115123125783e-17,  1.110223024625157e-16
  8.500000000000001e-01, -2.713217446554348e-02, -1.912778952117164e-01,  3.628933060832077e-02, -3.989147449528154e-02,  7.176712299049687e-01, -3.797026589030861e-02,  4.462574602165459e-01, -5.897366361396399e-01,  4.126686416256325e-01,  2.094395102393195e+00,  3.190794965387139e-04,  5.551115123125783e-17,  1.665334536937735e-16
  8.600000000000001e-01, -2.713217446556102e-02, -1.912778952117179e-01,  3.628933060831897e-02, -3.989147449530252e-02,  7.176712299049700e-01, -3.797026589028820e-02,  4.462574602165576e-01, -5.897366361396322e-01,  4.126686416256712e-01,  2.094395102393196e+00,  3.190794965390478e-04, -9.714451465470120e-17,  1.110223024625157e-16
  8.700000000000001e-01, -2.713217446558961e-02, -1.912778952117171e-01,  3.628933060831614e-02, -3.989147449531467e-02,  7.176712299049711e-01, -3.797026589026271e-02,  4.462574602165696e-01, -5.897366361396227e-01,  4.126686416257118e-01,  2.094395102393196e+00,  3.190794965388242e-04, -1.526556658859590e-16,  2.220446049250314e-16
  8.800000000000000e-01, -2.713217446524956e-02, -1.912778952117117e-01,  3.628933060834882e-02, -3.989147449506424e-02,  7.176712299049527e-01, -3.797026589060164e-02,  4.462574602163817e-01, -5.897366361397451e-01,  4.126686416251375e-01,  2.094395102393195e+00,  3.190794965381605e-04,  4.163336342344337e-17,  2.775557561562891e-16
  8.900000000000000e-01, -2.713217446524683e-02, -1.912778952117111e-01,  3.628933060834926e-02, -3.989147449506639e-02,  7.176712299049526e-01, -3.797026589060285e-02,  4.462574602163806e-01, -5.897366361397449e-01,  4.126686416251377e-01,  2.094395102393196e+00,  3.190794965386025e-04, -2.775557561562891e-17,  3.885780586188046e-16
